period,method,dataset_or_setting,dataset_key,resolution,variant_or_run,scope,images,clip_style,content_lpips,clip_content,ssim_y,edge_f1,musiq,hf_patch_kid,plain_kid,aggregate_art_fid,train_time_value,train_time_unit,train_time_label,infer_time_value,infer_time_unit,infer_time_label,params_m,hardware,status,source_path,source_kind,note
2026-06-01,LANCET/LBM,wikiart512_5style,wikiart512_5style,512,full_eval_epoch_0008_b2_onnx_cuda_nosave,full_eval,750,0.7922720431486766,0.3550324852267901,0.9179918785889943,,,,,,,,,,234.72677412100006,s,234.72677412100006 s internal timings_sec.wall_total,3.91,,,SchrodingerBridge/exp/local_wsl_wikiart512_hist_b32_e8/full_eval_epoch_0008_b2_onnx_cuda_nosave/summary.json,summary.json,Parsed top-level/overall metrics; timings_sec.wall_total treated as full eval/inference wall if present.
,LANCET/LBM,unknown,unknown,,step_count_sweep,,,,,,,,,,,,,,,88.994,s,88.994 s,3.91,,,SchrodingerBridge/exp/review_additional_experiments/review_additional_experiments/step_count_sweep/status.csv,generic_csv,Parsed from SchrodingerBridge/exp/review_additional_experiments/review_additional_experiments/step_count_sweep/status.csv
,LANCET/LBM,unknown,unknown,,step_count_sweep,,,,,,,,,,,,,,,78.625,s,78.625 s,3.91,,,SchrodingerBridge/exp/review_additional_experiments/review_additional_experiments/step_count_sweep/status.csv,generic_csv,Parsed from SchrodingerBridge/exp/review_additional_experiments/review_additional_experiments/step_count_sweep/status.csv
,LANCET/LBM,unknown,unknown,,step_count_sweep,,,,,,,,,,,,,,,78.925,s,78.925 s,3.91,,,SchrodingerBridge/exp/review_additional_experiments/review_additional_experiments/step_count_sweep/status.csv,generic_csv,Parsed from SchrodingerBridge/exp/review_additional_experiments/review_additional_experiments/step_count_sweep/status.csv
,LANCET/LBM,unknown,unknown,,step_count_sweep,,,,,,,,,,,,,,,80.292,s,80.292 s,3.91,,,SchrodingerBridge/exp/review_additional_experiments/review_additional_experiments/step_count_sweep/status.csv,generic_csv,Parsed from SchrodingerBridge/exp/review_additional_experiments/review_additional_experiments/step_count_sweep/status.csv
,LANCET/LBM,unknown,unknown,,step_count_sweep,,,,,,,,,,,,,,,79.579,s,79.579 s,3.91,,,SchrodingerBridge/exp/review_additional_experiments/review_additional_experiments/step_count_sweep/status.csv,generic_csv,Parsed from SchrodingerBridge/exp/review_additional_experiments/review_additional_experiments/step_count_sweep/status.csv
2026-06-01,LANCET/LBM,wikiart512_5style,wikiart512_5style,512,eval150_b4_gpuclip_nocompile,full_eval,150,0.8027887801329295,0.35809645215670266,0.9243914671738942,,,,,,,,,,81.75260542100001,s,81.75260542100001 s internal timings_sec.wall_total,3.91,,,SchrodingerBridge/exp/local_wsl_wikiart512_hist_b32_e8/eval150_b4_gpuclip_nocompile/summary.json,summary.json,Parsed top-level/overall metrics; timings_sec.wall_total treated as full eval/inference wall if present.
2026-06-01,LANCET/LBM,wikiart512_5style,wikiart512_5style,512,eval150_b2_onnx_cuda,full_eval,150,0.8023281939824423,0.3580892467498779,0.9251610227425893,,,,,,,,,,59.171485063000006,s,59.171485063000006 s internal timings_sec.wall_total,3.91,,,SchrodingerBridge/exp/local_wsl_wikiart512_hist_b32_e8/eval150_b2_onnx_cuda/summary.json,summary.json,Parsed top-level/overall metrics; timings_sec.wall_total treated as full eval/inference wall if present.
,LANCET/LBM,unknown,unknown,,lambda_grid,,,,,,,,,,,,327.518,s,327.518 s,,,,3.91,,,SchrodingerBridge/exp/review_additional_experiments/review_additional_experiments/lambda_grid/status.csv,generic_csv,Parsed from SchrodingerBridge/exp/review_additional_experiments/review_additional_experiments/lambda_grid/status.csv
,LANCET/LBM,unknown,unknown,,lambda_grid,,,,,,,,,,,,313.744,s,313.744 s,,,,3.91,,,SchrodingerBridge/exp/review_additional_experiments/review_additional_experiments/lambda_grid/status.csv,generic_csv,Parsed from SchrodingerBridge/exp/review_additional_experiments/review_additional_experiments/lambda_grid/status.csv
,LANCET/LBM,unknown,unknown,,lambda_grid,,,,,,,,,,,,312.926,s,312.926 s,,,,3.91,,,SchrodingerBridge/exp/review_additional_experiments/review_additional_experiments/lambda_grid/status.csv,generic_csv,Parsed from SchrodingerBridge/exp/review_additional_experiments/review_additional_experiments/lambda_grid/status.csv
,LANCET/LBM,unknown,unknown,,lambda_grid,,,,,,,,,,,,304.239,s,304.239 s,,,,3.91,,,SchrodingerBridge/exp/review_additional_experiments/review_additional_experiments/lambda_grid/status.csv,generic_csv,Parsed from SchrodingerBridge/exp/review_additional_experiments/review_additional_experiments/lambda_grid/status.csv
,LANCET/LBM,unknown,unknown,,lambda_grid,,,,,,,,,,,,305.058,s,305.058 s,,,,3.91,,,SchrodingerBridge/exp/review_additional_experiments/review_additional_experiments/lambda_grid/status.csv,generic_csv,Parsed from SchrodingerBridge/exp/review_additional_experiments/review_additional_experiments/lambda_grid/status.csv
,LANCET/LBM,unknown,unknown,,lambda_grid,,,,,,,,,,,,304.686,s,304.686 s,,,,3.91,,,SchrodingerBridge/exp/review_additional_experiments/review_additional_experiments/lambda_grid/status.csv,generic_csv,Parsed from SchrodingerBridge/exp/review_additional_experiments/review_additional_experiments/lambda_grid/status.csv
,LANCET/LBM,unknown,unknown,,lambda_grid,,,,,,,,,,,,304.618,s,304.618 s,,,,3.91,,,SchrodingerBridge/exp/review_additional_experiments/review_additional_experiments/lambda_grid/status.csv,generic_csv,Parsed from SchrodingerBridge/exp/review_additional_experiments/review_additional_experiments/lambda_grid/status.csv
,LANCET/LBM,unknown,unknown,,lambda_grid,,,,,,,,,,,,304.661,s,304.661 s,,,,3.91,,,SchrodingerBridge/exp/review_additional_experiments/review_additional_experiments/lambda_grid/status.csv,generic_csv,Parsed from SchrodingerBridge/exp/review_additional_experiments/review_additional_experiments/lambda_grid/status.csv
,LANCET/LBM,unknown,unknown,,lambda_grid,,,,,,,,,,,,304.291,s,304.291 s,,,,3.91,,,SchrodingerBridge/exp/review_additional_experiments/review_additional_experiments/lambda_grid/status.csv,generic_csv,Parsed from SchrodingerBridge/exp/review_additional_experiments/review_additional_experiments/lambda_grid/status.csv
2026-06-01,LANCET/LBM,wikiart512_5style,wikiart512_5style,512,eval150_b2_nocompile,full_eval,150,0.8023973890145619,0.3580983473857244,0.9252081533273061,,,,,,,,,,65.87985914400002,s,65.87985914400002 s internal timings_sec.wall_total,3.91,,,SchrodingerBridge/exp/local_wsl_wikiart512_hist_b32_e8/eval150_b2_nocompile/summary.json,summary.json,Parsed top-level/overall metrics; timings_sec.wall_total treated as full eval/inference wall if present.
,No-op,distinct5_512,distinct5_512,512,No-op,full,,0.6801226128737131,,,,,,,,1.0012583908589932,,,,63.206,s,63.206 s,,,,SchrodingerBridge/docs/experiments/noop_comparison_across_datasets_20260602/aggregate_artfid_keypoints.csv,generic_csv,Parsed from SchrodingerBridge/docs/experiments/noop_comparison_across_datasets_20260602/aggregate_artfid_keypoints.csv
,No-op,distinct5_512,distinct5_512,512,No-op,transfer,,0.6399208252628644,,,,,,,,1.0010985648530095,,,,53.888,s,53.888 s,,,,SchrodingerBridge/docs/experiments/noop_comparison_across_datasets_20260602/aggregate_artfid_keypoints.csv,generic_csv,Parsed from SchrodingerBridge/docs/experiments/noop_comparison_across_datasets_20260602/aggregate_artfid_keypoints.csv
,SaMAM,distinct5_512,distinct5_512,512,SaMAM-2000,full,,0.5833460243542989,,,,,,,,152.2123439756121,,,,56.546,s,56.546 s,,,,SchrodingerBridge/docs/experiments/noop_comparison_across_datasets_20260602/aggregate_artfid_keypoints.csv,generic_csv,Parsed from SchrodingerBridge/docs/experiments/noop_comparison_across_datasets_20260602/aggregate_artfid_keypoints.csv
,SaMAM,distinct5_512,distinct5_512,512,SaMAM-2000,transfer,,0.5545786788066228,,,,,,,,154.25894735281716,,,,47.582,s,47.582 s,,,,SchrodingerBridge/docs/experiments/noop_comparison_across_datasets_20260602/aggregate_artfid_keypoints.csv,generic_csv,Parsed from SchrodingerBridge/docs/experiments/noop_comparison_across_datasets_20260602/aggregate_artfid_keypoints.csv
,SaMAM,distinct5_512,distinct5_512,512,SaMAM-2250,full,,0.5810966821114222,,,,,,,,146.07096815798894,,,,56.559,s,56.559 s,,,,SchrodingerBridge/docs/experiments/noop_comparison_across_datasets_20260602/aggregate_artfid_keypoints.csv,generic_csv,Parsed from SchrodingerBridge/docs/experiments/noop_comparison_across_datasets_20260602/aggregate_artfid_keypoints.csv
,SaMAM,distinct5_512,distinct5_512,512,SaMAM-2250,transfer,,0.5522515382866064,,,,,,,,148.20585228085082,,,,47.38,s,47.38 s,,,,SchrodingerBridge/docs/experiments/noop_comparison_across_datasets_20260602/aggregate_artfid_keypoints.csv,generic_csv,Parsed from SchrodingerBridge/docs/experiments/noop_comparison_across_datasets_20260602/aggregate_artfid_keypoints.csv
,LANCET,distinct5_512,distinct5_512,512,LANCET-F-e1,full,,0.696914507508278,,,,,,,,122.63254700962189,,,,42.104,s,42.104 s,3.91,,,SchrodingerBridge/docs/experiments/noop_comparison_across_datasets_20260602/aggregate_artfid_keypoints.csv,generic_csv,Parsed from SchrodingerBridge/docs/experiments/noop_comparison_across_datasets_20260602/aggregate_artfid_keypoints.csv
,LANCET,distinct5_512,distinct5_512,512,LANCET-F-e1,transfer,,0.6643604030708471,,,,,,,,126.8257137813018,,,,35.975,s,35.975 s,3.91,,,SchrodingerBridge/docs/experiments/noop_comparison_across_datasets_20260602/aggregate_artfid_keypoints.csv,generic_csv,Parsed from SchrodingerBridge/docs/experiments/noop_comparison_across_datasets_20260602/aggregate_artfid_keypoints.csv
,LANCET,distinct5_512,distinct5_512,512,LANCET-K-e1,full,,0.7009949656327565,,,,,,,,157.1687499147529,,,,41.843,s,41.843 s,3.91,,,SchrodingerBridge/docs/experiments/noop_comparison_across_datasets_20260602/aggregate_artfid_keypoints.csv,generic_csv,Parsed from SchrodingerBridge/docs/experiments/noop_comparison_across_datasets_20260602/aggregate_artfid_keypoints.csv
,LANCET,distinct5_512,distinct5_512,512,LANCET-K-e1,transfer,,0.6711669415235519,,,,,,,,161.95765747448172,,,,35.748,s,35.748 s,3.91,,,SchrodingerBridge/docs/experiments/noop_comparison_across_datasets_20260602/aggregate_artfid_keypoints.csv,generic_csv,Parsed from SchrodingerBridge/docs/experiments/noop_comparison_across_datasets_20260602/aggregate_artfid_keypoints.csv
2026-06-02,LANCET/LBM,photo_monet_5x5,photo_monet_5x5,512,legacy512_no_op_identity_5x5,full_eval,,,,,,,,,,,,,,46.0305015000049,s,46.0305015000049 s internal timings_sec.wall_total,3.91,,,SchrodingerBridge/docs/experiments/metric_hacking_noop_20260602/legacy512_no_op_identity_5x5/summary.json,summary.json,Parsed top-level/overall metrics; timings_sec.wall_total treated as full eval/inference wall if present.
2026-06-02,LANCET/LBM,legacy256_overfit50,legacy256_overfit50,256,legacy256_no_op_identity_5x5,full_eval,,,,,,,,,,,,,,21.568036500000744,s,21.568036500000744 s internal timings_sec.wall_total,3.91,,,SchrodingerBridge/docs/experiments/metric_hacking_noop_20260602/legacy256_no_op_identity_5x5/summary.json,summary.json,Parsed top-level/overall metrics; timings_sec.wall_total treated as full eval/inference wall if present.
,LANCET/LBM,unknown,unknown,,theory_switch_validation,,,,,,,,,,,,,,,199.736,s,199.736 s,3.91,,,SchrodingerBridge/archives/old_experiment_dirs/theory_switch_validation/theory_switch_validation_status.csv,generic_csv,Parsed from SchrodingerBridge/archives/old_experiment_dirs/theory_switch_validation/theory_switch_validation_status.csv
,LANCET/LBM,unknown,unknown,,theory_switch_validation,,,,,,,,,,,,,,,200.361,s,200.361 s,3.91,,,SchrodingerBridge/archives/old_experiment_dirs/theory_switch_validation/theory_switch_validation_status.csv,generic_csv,Parsed from SchrodingerBridge/archives/old_experiment_dirs/theory_switch_validation/theory_switch_validation_status.csv
,LANCET/LBM,unknown,unknown,,theory_switch_validation,,,,,,,,,,,,,,,206.241,s,206.241 s,3.91,,,SchrodingerBridge/archives/old_experiment_dirs/theory_switch_validation/theory_switch_validation_status.csv,generic_csv,Parsed from SchrodingerBridge/archives/old_experiment_dirs/theory_switch_validation/theory_switch_validation_status.csv
,LANCET/LBM,unknown,unknown,,theory_switch_validation,,,,,,,,,,,,,,,225.318,s,225.318 s,3.91,,,SchrodingerBridge/archives/old_experiment_dirs/theory_switch_validation/theory_switch_validation_status.csv,generic_csv,Parsed from SchrodingerBridge/archives/old_experiment_dirs/theory_switch_validation/theory_switch_validation_status.csv
,LANCET/LBM,unknown,unknown,,theory_switch_validation,,,,,,,,,,,,,,,227.25,s,227.25 s,3.91,,,SchrodingerBridge/archives/old_experiment_dirs/theory_switch_validation/theory_switch_validation_status.csv,generic_csv,Parsed from SchrodingerBridge/archives/old_experiment_dirs/theory_switch_validation/theory_switch_validation_status.csv
,LANCET/LBM,unknown,unknown,,theory_switch_validation,,,,,,,,,,,,,,,243.585,s,243.585 s,3.91,,,SchrodingerBridge/archives/old_experiment_dirs/theory_switch_validation/theory_switch_validation_status.csv,generic_csv,Parsed from SchrodingerBridge/archives/old_experiment_dirs/theory_switch_validation/theory_switch_validation_status.csv
,LANCET/LBM,unknown,unknown,,theory_switch_validation,,,,,,,,,,,,,,,292.349,s,292.349 s,3.91,,,SchrodingerBridge/archives/old_experiment_dirs/theory_switch_validation/theory_switch_validation_status.csv,generic_csv,Parsed from SchrodingerBridge/archives/old_experiment_dirs/theory_switch_validation/theory_switch_validation_status.csv
,LANCET/LBM,unknown,unknown,,theory_switch_validation,,,,,,,,,,,,,,,225.438,s,225.438 s,3.91,,,SchrodingerBridge/archives/old_experiment_dirs/theory_switch_validation/theory_switch_validation_status.csv,generic_csv,Parsed from SchrodingerBridge/archives/old_experiment_dirs/theory_switch_validation/theory_switch_validation_status.csv
2026-06-02,IDT,wikiart512_5style,wikiart512_5style,512,idt_5x5,full_eval,,,,,,,,,,,,,,32.021122200007085,s,32.021122200007085 s internal timings_sec.wall_total,,,,SchrodingerBridge/docs/experiments/idt_eval_20260602/wikiart512_5style/idt_5x5/summary.json,summary.json,Parsed top-level/overall metrics; timings_sec.wall_total treated as full eval/inference wall if present.
2026-06-05,LANCET/LBM,distinct5_512,distinct5_512,512,step_000350,full_eval,,,,,,,,,,,,,,42.727744409000024,s,42.727744409000024 s internal timings_sec.wall_total,3.91,,,SchrodingerBridge/exp/local_wsl_distinct5_512_ema_k_b16_step2min_v350/full_eval/step_000350/summary.json,summary.json,Parsed top-level/overall metrics; timings_sec.wall_total treated as full eval/inference wall if present.
2026-06-02,IDT,legacy256_overfit50,legacy256_overfit50,256,idt_5x5,full_eval,,,,,,,,,,,,,,20.621361799989245,s,20.621361799989245 s internal timings_sec.wall_total,,,,SchrodingerBridge/docs/experiments/idt_eval_20260602/legacy256_overfit50/idt_5x5/summary.json,summary.json,Parsed top-level/overall metrics; timings_sec.wall_total treated as full eval/inference wall if present.
,Ours D0 full,strict_protocol_750,strict_protocol_750,,D0_full_correct_7ep,,750,0.7014,0.4593,0.8022,0.4542,0.309,,4.184545,0.054214,,290.650,s,290.650 s,60.034,s,60.034 s,3.91,,,G:\GitHub\Latent_Style\SchrodingerBridge\ablation_destructive_7epoch\D0_full_correct_7ep\full_eval\epoch_0007,generic_csv,Parsed from SchrodingerBridge/exp/ablation_destructive_7epoch/combined_summary/combined_750_with_destructive_ablations.csv
,w/o terminal SWD,strict_protocol_750,strict_protocol_750,,D1_no_terminal_swd,,750,0.6708,0.349,0.8989,0.4729,0.1824,,5.843525,0.04196,,295.935,s,295.935 s,63.630,s,63.630 s,,,,G:\GitHub\Latent_Style\SchrodingerBridge\ablation_destructive_7epoch\D1_no_terminal_swd\full_eval\epoch_0007,generic_csv,Parsed from SchrodingerBridge/exp/ablation_destructive_7epoch/combined_summary/combined_750_with_destructive_ablations.csv
,w/o kinetic,strict_protocol_750,strict_protocol_750,,D2_no_kinetic,,750,0.7159,0.6375,0.6624,0.2687,0.2492,,4.776494,0.12627,,303.312,s,303.312 s,64.423,s,64.423 s,,,,G:\GitHub\Latent_Style\SchrodingerBridge\ablation_destructive_7epoch\D2_no_kinetic\full_eval\epoch_0007,generic_csv,Parsed from SchrodingerBridge/exp/ablation_destructive_7epoch/combined_summary/combined_750_with_destructive_ablations.csv
,w/o SWD and kinetic,strict_protocol_750,strict_protocol_750,,D3_no_swd_no_kinetic,,750,0.6884,0.3938,0.8527,0.4368,0.1694,,6.745173,0.049534,,306.550,s,306.550 s,60.567,s,60.567 s,,,,G:\GitHub\Latent_Style\SchrodingerBridge\ablation_destructive_7epoch\D3_no_swd_no_kinetic\full_eval\epoch_0007,generic_csv,Parsed from SchrodingerBridge/exp/ablation_destructive_7epoch/combined_summary/combined_750_with_destructive_ablations.csv
,"conv body, no global attention",strict_protocol_750,strict_protocol_750,,D4_conv_body_no_global_attn,,750,0.7022,0.4594,0.802,0.4543,0.3091,,4.179079,0.05453,,295.498,s,295.498 s,78.771,s,78.771 s,,,,G:\GitHub\Latent_Style\SchrodingerBridge\ablation_destructive_7epoch\D4_conv_body_no_global_attn\full_eval\epoch_0007,generic_csv,Parsed from SchrodingerBridge/exp/ablation_destructive_7epoch/combined_summary/combined_750_with_destructive_ablations.csv
,disable routed skip path,strict_protocol_750,strict_protocol_750,,D5_disable_skip_routing,,750,0.6951,0.4727,0.8057,0.4613,0.2975,,4.985016,0.062353,,294.609,s,294.609 s,61.995,s,61.995 s,,,,G:\GitHub\Latent_Style\SchrodingerBridge\ablation_destructive_7epoch\D5_disable_skip_routing\full_eval\epoch_0007,generic_csv,Parsed from SchrodingerBridge/exp/ablation_destructive_7epoch/combined_summary/combined_750_with_destructive_ablations.csv
,disable spatial style prior,strict_protocol_750,strict_protocol_750,,D6_disable_spatial_prior,,750,0.7022,0.4589,0.8033,0.4548,0.3095,,4.194194,0.054133,,305.783,s,305.783 s,61.803,s,61.803 s,,,,G:\GitHub\Latent_Style\SchrodingerBridge\ablation_destructive_7epoch\D6_disable_spatial_prior\full_eval\epoch_0007,generic_csv,Parsed from SchrodingerBridge/exp/ablation_destructive_7epoch/combined_summary/combined_750_with_destructive_ablations.csv
,no residual path,strict_protocol_750,strict_protocol_750,,D7_no_residual_path,,750,0.7013,0.4592,0.8025,0.4547,0.3093,,4.176114,0.054496,,304.251,s,304.251 s,61.887,s,61.887 s,,,,G:\GitHub\Latent_Style\SchrodingerBridge\ablation_destructive_7epoch\D7_no_residual_path\full_eval\epoch_0007,generic_csv,Parsed from SchrodingerBridge/exp/ablation_destructive_7epoch/combined_summary/combined_750_with_destructive_ablations.csv
,strong color loss,strict_protocol_750,strict_protocol_750,,D8_strong_color_loss,,750,0.6923,0.5675,0.6629,0.3401,0.2769,,5.679315,0.148481,,308.588,s,308.588 s,60.987,s,60.987 s,,,,G:\GitHub\Latent_Style\SchrodingerBridge\ablation_destructive_7epoch\D8_strong_color_loss\full_eval\epoch_0007,generic_csv,Parsed from SchrodingerBridge/exp/ablation_destructive_7epoch/combined_summary/combined_750_with_destructive_ablations.csv
,L2 matching cost,strict_protocol_750,strict_protocol_750,,D9_l2_ot_cost,,750,0.7016,0.4589,0.8021,0.455,0.309,,4.1912,0.054227,,311.098,s,311.098 s,59.323,s,59.323 s,,,,G:\GitHub\Latent_Style\SchrodingerBridge\ablation_destructive_7epoch\D9_l2_ot_cost\full_eval\epoch_0007,generic_csv,Parsed from SchrodingerBridge/exp/ablation_destructive_7epoch/combined_summary/combined_750_with_destructive_ablations.csv
,micro high-frequency SWD,strict_protocol_750,strict_protocol_750,,D10_micro_hf_swd_trap,,750,0.6989,0.4863,0.7772,0.3883,0.1925,,5.710126,0.089156,,302.119,s,302.119 s,59.399,s,59.399 s,,,,G:\GitHub\Latent_Style\SchrodingerBridge\ablation_destructive_7epoch\D10_micro_hf_swd_trap\full_eval\epoch_0007,generic_csv,Parsed from SchrodingerBridge/exp/ablation_destructive_7epoch/combined_summary/combined_750_with_destructive_ablations.csv
,single terminal step,strict_protocol_750,strict_protocol_750,,D11_single_terminal_step,,750,0.7012,0.4585,0.8032,0.455,0.3096,,4.172345,0.054519,,298.565,s,298.565 s,59.904,s,59.904 s,,,,G:\GitHub\Latent_Style\SchrodingerBridge\ablation_destructive_7epoch\D11_single_terminal_step\full_eval\epoch_0007,generic_csv,Parsed from SchrodingerBridge/exp/ablation_destructive_7epoch/combined_summary/combined_750_with_destructive_ablations.csv
2026-06-02,IDT,distinct5_512,distinct5_512,512,idt_5x5,full_eval,,,,,,,,,,,,,,27.095642000000225,s,27.095642000000225 s internal timings_sec.wall_total,,,,SchrodingerBridge/docs/experiments/idt_eval_20260602/distinct5_512/idt_5x5/summary.json,summary.json,Parsed top-level/overall metrics; timings_sec.wall_total treated as full eval/inference wall if present.
2026-06-05,LANCET/LBM,distinct5_512,distinct5_512,512,generation_only_step_000350_timed,full_eval,,,,,,,,,,,,,,78.31742824899999,s,78.31742824899999 s internal timings_sec.wall_total,3.91,,,SchrodingerBridge/exp/local_wsl_distinct5_512_ema_k_b16_step2min_ckptsync/generation_only_step_000350_timed/summary.json,summary.json,Parsed top-level/overall metrics; timings_sec.wall_total treated as full eval/inference wall if present.
,LANCET/LBM,distinct5_512,distinct5_512,512,SaMAM 250,,,0.5479905153512955,0.60062504418691,,,,,,,,3191.26,s,3191.26 s,,,,3.91,,,SchrodingerBridge/docs/experiments/distinct5_512_20260602/tables/clip_style_vs_1lpips_points.csv,generic_csv,Parsed from SchrodingerBridge/docs/experiments/distinct5_512_20260602/tables/clip_style_vs_1lpips_points.csv
,LANCET/LBM,distinct5_512,distinct5_512,512,SaMAM 500,,,0.5629966173171997,0.5424447286427021,,,,,,,,6285.47,s,6285.47 s,,,,3.91,,,SchrodingerBridge/docs/experiments/distinct5_512_20260602/tables/clip_style_vs_1lpips_points.csv,generic_csv,Parsed from SchrodingerBridge/docs/experiments/distinct5_512_20260602/tables/clip_style_vs_1lpips_points.csv
,LANCET/LBM,distinct5_512,distinct5_512,512,SaMAM 750,,,0.5657316401004792,0.5359654448231062,,,,,,,,9473.03,s,9473.03 s,,,,3.91,,,SchrodingerBridge/docs/experiments/distinct5_512_20260602/tables/clip_style_vs_1lpips_points.csv,generic_csv,Parsed from SchrodingerBridge/docs/experiments/distinct5_512_20260602/tables/clip_style_vs_1lpips_points.csv
,LANCET/LBM,distinct5_512,distinct5_512,512,SaMAM 1000,,,0.5659095385869344,0.460542116244634,,,,,,,,12523.23,s,12523.23 s,,,,3.91,,,SchrodingerBridge/docs/experiments/distinct5_512_20260602/tables/clip_style_vs_1lpips_points.csv,generic_csv,Parsed from SchrodingerBridge/docs/experiments/distinct5_512_20260602/tables/clip_style_vs_1lpips_points.csv
,LANCET/LBM,distinct5_512,distinct5_512,512,SaMAM 1250,,,0.5780386782089869,0.4429448606769244,,,,,,,,15544.849999999999,s,15544.849999999999 s,,,,3.91,,,SchrodingerBridge/docs/experiments/distinct5_512_20260602/tables/clip_style_vs_1lpips_points.csv,generic_csv,Parsed from SchrodingerBridge/docs/experiments/distinct5_512_20260602/tables/clip_style_vs_1lpips_points.csv
,LANCET/LBM,distinct5_512,distinct5_512,512,SaMAM 1500,,,0.5805252346197765,0.4128264354666074,,,,,,,,18570.19,s,18570.19 s,,,,3.91,,,SchrodingerBridge/docs/experiments/distinct5_512_20260602/tables/clip_style_vs_1lpips_points.csv,generic_csv,Parsed from SchrodingerBridge/docs/experiments/distinct5_512_20260602/tables/clip_style_vs_1lpips_points.csv
,LANCET/LBM,distinct5_512,distinct5_512,512,SaMAM 1750,,,0.5776164135138194,0.37724381402134893,,,,,,,,21618.3,s,21618.3 s,,,,3.91,,,SchrodingerBridge/docs/experiments/distinct5_512_20260602/tables/clip_style_vs_1lpips_points.csv,generic_csv,Parsed from SchrodingerBridge/docs/experiments/distinct5_512_20260602/tables/clip_style_vs_1lpips_points.csv
,LANCET/LBM,distinct5_512,distinct5_512,512,SaMAM 2000,,,0.5833460243542989,0.36215300556023916,,,,,,,,24574.96,s,24574.96 s,,,,3.91,,,SchrodingerBridge/docs/experiments/distinct5_512_20260602/tables/clip_style_vs_1lpips_points.csv,generic_csv,Parsed from SchrodingerBridge/docs/experiments/distinct5_512_20260602/tables/clip_style_vs_1lpips_points.csv
,LANCET/LBM,distinct5_512,distinct5_512,512,SaMAM 2250,,,0.5810966821114222,0.35382040921847024,,,,,,,,27513.02,s,27513.02 s,,,,3.91,,,SchrodingerBridge/docs/experiments/distinct5_512_20260602/tables/clip_style_vs_1lpips_points.csv,generic_csv,Parsed from SchrodingerBridge/docs/experiments/distinct5_512_20260602/tables/clip_style_vs_1lpips_points.csv
,LANCET/LBM,distinct5_512,distinct5_512,512,No-op 5x5,,,0.6801226128737131,0.0,,,,,,,,0.0,s,0.0 s,,,,3.91,,,SchrodingerBridge/docs/experiments/distinct5_512_20260602/tables/clip_style_vs_1lpips_points.csv,generic_csv,Parsed from SchrodingerBridge/docs/experiments/distinct5_512_20260602/tables/clip_style_vs_1lpips_points.csv
,LANCET/LBM,distinct5_512,distinct5_512,512,Baseline e1,,,0.6869580874443055,0.44675554204,,,,,,,,70.76506447792053,s,70.76506447792053 s,,,,3.91,,,SchrodingerBridge/docs/experiments/distinct5_512_20260602/tables/clip_style_vs_1lpips_points.csv,generic_csv,Parsed from SchrodingerBridge/docs/experiments/distinct5_512_20260602/tables/clip_style_vs_1lpips_points.csv
,LANCET/LBM,distinct5_512,distinct5_512,512,Baseline e8,,,0.687648866891861,0.45274286515999995,,,,,,,,506.22308826446533,s,506.22308826446533 s,,,,3.91,,,SchrodingerBridge/docs/experiments/distinct5_512_20260602/tables/clip_style_vs_1lpips_points.csv,generic_csv,Parsed from SchrodingerBridge/docs/experiments/distinct5_512_20260602/tables/clip_style_vs_1lpips_points.csv
,LANCET/LBM,distinct5_512,distinct5_512,512,C e2,,,0.6906585683425267,0.4225928860933334,,,,,,,,135.67059016227722,s,135.67059016227722 s,,,,3.91,,,SchrodingerBridge/docs/experiments/distinct5_512_20260602/tables/clip_style_vs_1lpips_points.csv,generic_csv,Parsed from SchrodingerBridge/docs/experiments/distinct5_512_20260602/tables/clip_style_vs_1lpips_points.csv
,LANCET/LBM,distinct5_512,distinct5_512,512,D e1,,,0.6897613146305084,0.41559896694666665,,,,,,,,72.09774112701416,s,72.09774112701416 s,,,,3.91,,,SchrodingerBridge/docs/experiments/distinct5_512_20260602/tables/clip_style_vs_1lpips_points.csv,generic_csv,Parsed from SchrodingerBridge/docs/experiments/distinct5_512_20260602/tables/clip_style_vs_1lpips_points.csv
,LANCET/LBM,distinct5_512,distinct5_512,512,E e1,,,0.697346945643425,0.3581669207866666,,,,,,,,71.83662033081055,s,71.83662033081055 s,,,,3.91,,,SchrodingerBridge/docs/experiments/distinct5_512_20260602/tables/clip_style_vs_1lpips_points.csv,generic_csv,Parsed from SchrodingerBridge/docs/experiments/distinct5_512_20260602/tables/clip_style_vs_1lpips_points.csv
,LANCET/LBM,distinct5_512,distinct5_512,512,E e3,,,0.6934616965850193,0.33308632712,,,,,,,,197.38312029838562,s,197.38312029838562 s,,,,3.91,,,SchrodingerBridge/docs/experiments/distinct5_512_20260602/tables/clip_style_vs_1lpips_points.csv,generic_csv,Parsed from SchrodingerBridge/docs/experiments/distinct5_512_20260602/tables/clip_style_vs_1lpips_points.csv
,LANCET/LBM,distinct5_512,distinct5_512,512,F e1,,,0.696914507508278,0.31864464036,,,,,,,,72.96682977676392,s,72.96682977676392 s,,,,3.91,,,SchrodingerBridge/docs/experiments/distinct5_512_20260602/tables/clip_style_vs_1lpips_points.csv,generic_csv,Parsed from SchrodingerBridge/docs/experiments/distinct5_512_20260602/tables/clip_style_vs_1lpips_points.csv
