image,src_style,src_stem,tgt_style,lpips,clip_style,clip_content
/mnt/i/Github/Latent_Style/Related_Works/baseline_pipeline/results/samam_distinct5_512_mamba_b6_seg250_remote_wsl_20260601_2130_diag/eval_curve/step_002250/images/Rococo__thomas-gainsborough_john-plampin__to__Impressionism.png,Rococo,thomas-gainsborough_john-plampin,Impressionism,0.28908711671829224,0.5089759826660156,0.9426732659339905
/mnt/i/Github/Latent_Style/Related_Works/baseline_pipeline/results/samam_distinct5_512_mamba_b6_seg250_remote_wsl_20260601_2130_diag/eval_curve/step_002250/images/Rococo__thomas-gainsborough_john-plampin__to__Minimalism.png,Rococo,thomas-gainsborough_john-plampin,Minimalism,0.36330196261405945,0.505788266658783,0.8970279097557068
/mnt/i/Github/Latent_Style/Related_Works/baseline_pipeline/results/samam_distinct5_512_mamba_b6_seg250_remote_wsl_20260601_2130_diag/eval_curve/step_002250/images/Rococo__thomas-gainsborough_john-plampin__to__Rococo.png,Rococo,thomas-gainsborough_john-plampin,Rococo,0.2907525897026062,0.6852558851242065,0.9387500286102295
/mnt/i/Github/Latent_Style/Related_Works/baseline_pipeline/results/samam_distinct5_512_mamba_b6_seg250_remote_wsl_20260601_2130_diag/eval_curve/step_002250/images/Rococo__thomas-gainsborough_john-plampin__to__Ukiyo_e.png,Rococo,thomas-gainsborough_john-plampin,Ukiyo_e,0.32208263874053955,0.559933066368103,0.9276609420776367
/mnt/i/Github/Latent_Style/Related_Works/baseline_pipeline/results/samam_distinct5_512_mamba_b6_seg250_remote_wsl_20260601_2130_diag/eval_curve/step_002250/images/Rococo__thomas-gainsborough_robert-butcher-of-walthamstan__to__Early_Renaissance.png,Rococo,thomas-gainsborough_robert-butcher-of-walthamstan,Early_Renaissance,0.4184894561767578,0.522695004940033,0.8914415836334229
/mnt/i/Github/Latent_Style/Related_Works/baseline_pipeline/results/samam_distinct5_512_mamba_b6_seg250_remote_wsl_20260601_2130_diag/eval_curve/step_002250/images/Rococo__thomas-gainsborough_robert-butcher-of-walthamstan__to__Impressionism.png,Rococo,thomas-gainsborough_robert-butcher-of-walthamstan,Impressionism,0.3503766655921936,0.43585264682769775,0.9024438858032227
/mnt/i/Github/Latent_Style/Related_Works/baseline_pipeline/results/samam_distinct5_512_mamba_b6_seg250_remote_wsl_20260601_2130_diag/eval_curve/step_002250/images/Rococo__thomas-gainsborough_robert-butcher-of-walthamstan__to__Minimalism.png,Rococo,thomas-gainsborough_robert-butcher-of-walthamstan,Minimalism,0.3426644802093506,0.49107518792152405,0.9043975472450256
/mnt/i/Github/Latent_Style/Related_Works/baseline_pipeline/results/samam_distinct5_512_mamba_b6_seg250_remote_wsl_20260601_2130_diag/eval_curve/step_002250/images/Rococo__thomas-gainsborough_robert-butcher-of-walthamstan__to__Rococo.png,Rococo,thomas-gainsborough_robert-butcher-of-walthamstan,Rococo,0.31841427087783813,0.6243743300437927,0.896226167678833
/mnt/i/Github/Latent_Style/Related_Works/baseline_pipeline/results/samam_distinct5_512_mamba_b6_seg250_remote_wsl_20260601_2130_diag/eval_curve/step_002250/images/Rococo__thomas-gainsborough_robert-butcher-of-walthamstan__to__Ukiyo_e.png,Rococo,thomas-gainsborough_robert-butcher-of-walthamstan,Ukiyo_e,0.49898436665534973,0.4835478663444519,0.8626086711883545
/mnt/i/Github/Latent_Style/Related_Works/baseline_pipeline/results/samam_distinct5_512_mamba_b6_seg250_remote_wsl_20260601_2130_diag/eval_curve/step_002250/images/Rococo__william-hogarth_the-countess-s-morning-levee__to__Early_Renaissance.png,Rococo,william-hogarth_the-countess-s-morning-levee,Early_Renaissance,0.24476489424705505,0.6560274958610535,0.8876675367355347
/mnt/i/Github/Latent_Style/Related_Works/baseline_pipeline/results/samam_distinct5_512_mamba_b6_seg250_remote_wsl_20260601_2130_diag/eval_curve/step_002250/images/Rococo__william-hogarth_the-countess-s-morning-levee__to__Impressionism.png,Rococo,william-hogarth_the-countess-s-morning-levee,Impressionism,0.2477807104587555,0.5559674501419067,0.9034376740455627
/mnt/i/Github/Latent_Style/Related_Works/baseline_pipeline/results/samam_distinct5_512_mamba_b6_seg250_remote_wsl_20260601_2130_diag/eval_curve/step_002250/images/Rococo__william-hogarth_the-countess-s-morning-levee__to__Minimalism.png,Rococo,william-hogarth_the-countess-s-morning-levee,Minimalism,0.33083608746528625,0.5107535719871521,0.9119905829429626
/mnt/i/Github/Latent_Style/Related_Works/baseline_pipeline/results/samam_distinct5_512_mamba_b6_seg250_remote_wsl_20260601_2130_diag/eval_curve/step_002250/images/Rococo__william-hogarth_the-countess-s-morning-levee__to__Rococo.png,Rococo,william-hogarth_the-countess-s-morning-levee,Rococo,0.2583397626876831,0.6721147298812866,0.9100519418716431
/mnt/i/Github/Latent_Style/Related_Works/baseline_pipeline/results/samam_distinct5_512_mamba_b6_seg250_remote_wsl_20260601_2130_diag/eval_curve/step_002250/images/Rococo__william-hogarth_the-countess-s-morning-levee__to__Ukiyo_e.png,Rococo,william-hogarth_the-countess-s-morning-levee,Ukiyo_e,0.2615387737751007,0.5512219667434692,0.8876599073410034
/mnt/i/Github/Latent_Style/Related_Works/baseline_pipeline/results/samam_distinct5_512_mamba_b6_seg250_remote_wsl_20260601_2130_diag/eval_curve/step_002250/images/Ukiyo_e__hiroshige_hakone-kosuizu__to__Early_Renaissance.png,Ukiyo_e,hiroshige_hakone-kosuizu,Early_Renaissance,0.31519484519958496,0.5670166015625,0.9044543504714966
/mnt/i/Github/Latent_Style/Related_Works/baseline_pipeline/results/samam_distinct5_512_mamba_b6_seg250_remote_wsl_20260601_2130_diag/eval_curve/step_002250/images/Ukiyo_e__hiroshige_hakone-kosuizu__to__Impressionism.png,Ukiyo_e,hiroshige_hakone-kosuizu,Impressionism,0.3175509572029114,0.573181688785553,0.901116132736206
/mnt/i/Github/Latent_Style/Related_Works/baseline_pipeline/results/samam_distinct5_512_mamba_b6_seg250_remote_wsl_20260601_2130_diag/eval_curve/step_002250/images/Ukiyo_e__hiroshige_hakone-kosuizu__to__Minimalism.png,Ukiyo_e,hiroshige_hakone-kosuizu,Minimalism,0.3742259740829468,0.593967854976654,0.8978316783905029
/mnt/i/Github/Latent_Style/Related_Works/baseline_pipeline/results/samam_distinct5_512_mamba_b6_seg250_remote_wsl_20260601_2130_diag/eval_curve/step_002250/images/Ukiyo_e__hiroshige_hakone-kosuizu__to__Rococo.png,Ukiyo_e,hiroshige_hakone-kosuizu,Rococo,0.3267039954662323,0.5079636573791504,0.8988906741142273
/mnt/i/Github/Latent_Style/Related_Works/baseline_pipeline/results/samam_distinct5_512_mamba_b6_seg250_remote_wsl_20260601_2130_diag/eval_curve/step_002250/images/Ukiyo_e__hiroshige_hakone-kosuizu__to__Ukiyo_e.png,Ukiyo_e,hiroshige_hakone-kosuizu,Ukiyo_e,0.3169802725315094,0.7508246898651123,0.868004322052002
/mnt/i/Github/Latent_Style/Related_Works/baseline_pipeline/results/samam_distinct5_512_mamba_b6_seg250_remote_wsl_20260601_2130_diag/eval_curve/step_002250/images/Ukiyo_e__hiroshige_oiso-toraga-ame-shower-1835__to__Early_Renaissance.png,Ukiyo_e,hiroshige_oiso-toraga-ame-shower-1835,Early_Renaissance,0.3473013639450073,0.5791797637939453,0.8350698947906494
/mnt/i/Github/Latent_Style/Related_Works/baseline_pipeline/results/samam_distinct5_512_mamba_b6_seg250_remote_wsl_20260601_2130_diag/eval_curve/step_002250/images/Ukiyo_e__hiroshige_oiso-toraga-ame-shower-1835__to__Impressionism.png,Ukiyo_e,hiroshige_oiso-toraga-ame-shower-1835,Impressionism,0.3549572825431824,0.6305623650550842,0.8440654277801514
/mnt/i/Github/Latent_Style/Related_Works/baseline_pipeline/results/samam_distinct5_512_mamba_b6_seg250_remote_wsl_20260601_2130_diag/eval_curve/step_002250/images/Ukiyo_e__hiroshige_oiso-toraga-ame-shower-1835__to__Minimalism.png,Ukiyo_e,hiroshige_oiso-toraga-ame-shower-1835,Minimalism,0.41599947214126587,0.6807072758674622,0.8354582786560059
/mnt/i/Github/Latent_Style/Related_Works/baseline_pipeline/results/samam_distinct5_512_mamba_b6_seg250_remote_wsl_20260601_2130_diag/eval_curve/step_002250/images/Ukiyo_e__hiroshige_oiso-toraga-ame-shower-1835__to__Rococo.png,Ukiyo_e,hiroshige_oiso-toraga-ame-shower-1835,Rococo,0.3666451871395111,0.5384625792503357,0.8409761786460876
/mnt/i/Github/Latent_Style/Related_Works/baseline_pipeline/results/samam_distinct5_512_mamba_b6_seg250_remote_wsl_20260601_2130_diag/eval_curve/step_002250/images/Ukiyo_e__hiroshige_oiso-toraga-ame-shower-1835__to__Ukiyo_e.png,Ukiyo_e,hiroshige_oiso-toraga-ame-shower-1835,Ukiyo_e,0.3573363721370697,0.7635377645492554,0.8341386914253235
/mnt/i/Github/Latent_Style/Related_Works/baseline_pipeline/results/samam_distinct5_512_mamba_b6_seg250_remote_wsl_20260601_2130_diag/eval_curve/step_002250/images/Ukiyo_e__katsushika-hokusai_cargo-ship-and-wave__to__Early_Renaissance.png,Ukiyo_e,katsushika-hokusai_cargo-ship-and-wave,Early_Renaissance,0.38157325983047485,0.5758477449417114,0.8569222688674927
/mnt/i/Github/Latent_Style/Related_Works/baseline_pipeline/results/samam_distinct5_512_mamba_b6_seg250_remote_wsl_20260601_2130_diag/eval_curve/step_002250/images/Ukiyo_e__katsushika-hokusai_cargo-ship-and-wave__to__Impressionism.png,Ukiyo_e,katsushika-hokusai_cargo-ship-and-wave,Impressionism,0.3845601975917816,0.56461101770401,0.8625607490539551
/mnt/i/Github/Latent_Style/Related_Works/baseline_pipeline/results/samam_distinct5_512_mamba_b6_seg250_remote_wsl_20260601_2130_diag/eval_curve/step_002250/images/Ukiyo_e__katsushika-hokusai_cargo-ship-and-wave__to__Minimalism.png,Ukiyo_e,katsushika-hokusai_cargo-ship-and-wave,Minimalism,0.4352336525917053,0.6565991044044495,0.8687053322792053
/mnt/i/Github/Latent_Style/Related_Works/baseline_pipeline/results/samam_distinct5_512_mamba_b6_seg250_remote_wsl_20260601_2130_diag/eval_curve/step_002250/images/Ukiyo_e__katsushika-hokusai_cargo-ship-and-wave__to__Rococo.png,Ukiyo_e,katsushika-hokusai_cargo-ship-and-wave,Rococo,0.3928954601287842,0.4897131323814392,0.8572949171066284
/mnt/i/Github/Latent_Style/Related_Works/baseline_pipeline/results/samam_distinct5_512_mamba_b6_seg250_remote_wsl_20260601_2130_diag/eval_curve/step_002250/images/Ukiyo_e__katsushika-hokusai_cargo-ship-and-wave__to__Ukiyo_e.png,Ukiyo_e,katsushika-hokusai_cargo-ship-and-wave,Ukiyo_e,0.38485437631607056,0.670195996761322,0.8568335175514221
/mnt/i/Github/Latent_Style/Related_Works/baseline_pipeline/results/samam_distinct5_512_mamba_b6_seg250_remote_wsl_20260601_2130_diag/eval_curve/step_002250/images/Ukiyo_e__katsushika-hokusai_fishing-in-the-bay-uraga__to__Early_Renaissance.png,Ukiyo_e,katsushika-hokusai_fishing-in-the-bay-uraga,Early_Renaissance,0.40031516551971436,0.5643283724784851,0.8395519852638245
/mnt/i/Github/Latent_Style/Related_Works/baseline_pipeline/results/samam_distinct5_512_mamba_b6_seg250_remote_wsl_20260601_2130_diag/eval_curve/step_002250/images/Ukiyo_e__katsushika-hokusai_fishing-in-the-bay-uraga__to__Impressionism.png,Ukiyo_e,katsushika-hokusai_fishing-in-the-bay-uraga,Impressionism,0.3838431239128113,0.5989492535591125,0.8426438570022583
/mnt/i/Github/Latent_Style/Related_Works/baseline_pipeline/results/samam_distinct5_512_mamba_b6_seg250_remote_wsl_20260601_2130_diag/eval_curve/step_002250/images/Ukiyo_e__katsushika-hokusai_fishing-in-the-bay-uraga__to__Minimalism.png,Ukiyo_e,katsushika-hokusai_fishing-in-the-bay-uraga,Minimalism,0.42220795154571533,0.643281102180481,0.8716275095939636
/mnt/i/Github/Latent_Style/Related_Works/baseline_pipeline/results/samam_distinct5_512_mamba_b6_seg250_remote_wsl_20260601_2130_diag/eval_curve/step_002250/images/Ukiyo_e__katsushika-hokusai_fishing-in-the-bay-uraga__to__Rococo.png,Ukiyo_e,katsushika-hokusai_fishing-in-the-bay-uraga,Rococo,0.3808416724205017,0.48492372035980225,0.8434478640556335
/mnt/i/Github/Latent_Style/Related_Works/baseline_pipeline/results/samam_distinct5_512_mamba_b6_seg250_remote_wsl_20260601_2130_diag/eval_curve/step_002250/images/Ukiyo_e__katsushika-hokusai_fishing-in-the-bay-uraga__to__Ukiyo_e.png,Ukiyo_e,katsushika-hokusai_fishing-in-the-bay-uraga,Ukiyo_e,0.40617600083351135,0.7209441065788269,0.8347693681716919
/mnt/i/Github/Latent_Style/Related_Works/baseline_pipeline/results/samam_distinct5_512_mamba_b6_seg250_remote_wsl_20260601_2130_diag/eval_curve/step_002250/images/Ukiyo_e__katsushika-hokusai_fishing-in-the-river-kinu__to__Early_Renaissance.png,Ukiyo_e,katsushika-hokusai_fishing-in-the-river-kinu,Early_Renaissance,0.36954444646835327,0.6128100752830505,0.8975492715835571
/mnt/i/Github/Latent_Style/Related_Works/baseline_pipeline/results/samam_distinct5_512_mamba_b6_seg250_remote_wsl_20260601_2130_diag/eval_curve/step_002250/images/Ukiyo_e__katsushika-hokusai_fishing-in-the-river-kinu__to__Impressionism.png,Ukiyo_e,katsushika-hokusai_fishing-in-the-river-kinu,Impressionism,0.3697599768638611,0.5935189723968506,0.8867629766464233
/mnt/i/Github/Latent_Style/Related_Works/baseline_pipeline/results/samam_distinct5_512_mamba_b6_seg250_remote_wsl_20260601_2130_diag/eval_curve/step_002250/images/Ukiyo_e__katsushika-hokusai_fishing-in-the-river-kinu__to__Minimalism.png,Ukiyo_e,katsushika-hokusai_fishing-in-the-river-kinu,Minimalism,0.42567571997642517,0.5744091868400574,0.859740138053894
/mnt/i/Github/Latent_Style/Related_Works/baseline_pipeline/results/samam_distinct5_512_mamba_b6_seg250_remote_wsl_20260601_2130_diag/eval_curve/step_002250/images/Ukiyo_e__katsushika-hokusai_fishing-in-the-river-kinu__to__Rococo.png,Ukiyo_e,katsushika-hokusai_fishing-in-the-river-kinu,Rococo,0.3786984980106354,0.5272689461708069,0.8796112537384033
/mnt/i/Github/Latent_Style/Related_Works/baseline_pipeline/results/samam_distinct5_512_mamba_b6_seg250_remote_wsl_20260601_2130_diag/eval_curve/step_002250/images/Ukiyo_e__katsushika-hokusai_fishing-in-the-river-kinu__to__Ukiyo_e.png,Ukiyo_e,katsushika-hokusai_fishing-in-the-river-kinu,Ukiyo_e,0.3776096701622009,0.7524538040161133,0.8998651504516602
/mnt/i/Github/Latent_Style/Related_Works/baseline_pipeline/results/samam_distinct5_512_mamba_b6_seg250_remote_wsl_20260601_2130_diag/eval_curve/step_002250/images/Ukiyo_e__katsushika-hokusai_ono-shindon-in-the-suraga-province__to__Early_Renaissance.png,Ukiyo_e,katsushika-hokusai_ono-shindon-in-the-suraga-province,Early_Renaissance,0.2873046100139618,0.5887881517410278,0.8789889812469482
/mnt/i/Github/Latent_Style/Related_Works/baseline_pipeline/results/samam_distinct5_512_mamba_b6_seg250_remote_wsl_20260601_2130_diag/eval_curve/step_002250/images/Ukiyo_e__katsushika-hokusai_ono-shindon-in-the-suraga-province__to__Impressionism.png,Ukiyo_e,katsushika-hokusai_ono-shindon-in-the-suraga-province,Impressionism,0.2935337722301483,0.5542822480201721,0.8736498355865479
/mnt/i/Github/Latent_Style/Related_Works/baseline_pipeline/results/samam_distinct5_512_mamba_b6_seg250_remote_wsl_20260601_2130_diag/eval_curve/step_002250/images/Ukiyo_e__katsushika-hokusai_ono-shindon-in-the-suraga-province__to__Minimalism.png,Ukiyo_e,katsushika-hokusai_ono-shindon-in-the-suraga-province,Minimalism,0.34503036737442017,0.6054195761680603,0.8757616281509399
/mnt/i/Github/Latent_Style/Related_Works/baseline_pipeline/results/samam_distinct5_512_mamba_b6_seg250_remote_wsl_20260601_2130_diag/eval_curve/step_002250/images/Ukiyo_e__katsushika-hokusai_ono-shindon-in-the-suraga-province__to__Rococo.png,Ukiyo_e,katsushika-hokusai_ono-shindon-in-the-suraga-province,Rococo,0.30371642112731934,0.5090458393096924,0.8784783482551575
/mnt/i/Github/Latent_Style/Related_Works/baseline_pipeline/results/samam_distinct5_512_mamba_b6_seg250_remote_wsl_20260601_2130_diag/eval_curve/step_002250/images/Ukiyo_e__katsushika-hokusai_ono-shindon-in-the-suraga-province__to__Ukiyo_e.png,Ukiyo_e,katsushika-hokusai_ono-shindon-in-the-suraga-province,Ukiyo_e,0.28526049852371216,0.7410970330238342,0.8849849700927734
/mnt/i/Github/Latent_Style/Related_Works/baseline_pipeline/results/samam_distinct5_512_mamba_b6_seg250_remote_wsl_20260601_2130_diag/eval_curve/step_002250/images/Ukiyo_e__katsushika-hokusai_woman-looking-at-herself-in-a-mirror__to__Early_Renaissance.png,Ukiyo_e,katsushika-hokusai_woman-looking-at-herself-in-a-mirror,Early_Renaissance,0.31907638907432556,0.5868300795555115,0.6947921514511108
/mnt/i/Github/Latent_Style/Related_Works/baseline_pipeline/results/samam_distinct5_512_mamba_b6_seg250_remote_wsl_20260601_2130_diag/eval_curve/step_002250/images/Ukiyo_e__katsushika-hokusai_woman-looking-at-herself-in-a-mirror__to__Impressionism.png,Ukiyo_e,katsushika-hokusai_woman-looking-at-herself-in-a-mirror,Impressionism,0.27714622020721436,0.5523363947868347,0.7556481957435608
/mnt/i/Github/Latent_Style/Related_Works/baseline_pipeline/results/samam_distinct5_512_mamba_b6_seg250_remote_wsl_20260601_2130_diag/eval_curve/step_002250/images/Ukiyo_e__katsushika-hokusai_woman-looking-at-herself-in-a-mirror__to__Minimalism.png,Ukiyo_e,katsushika-hokusai_woman-looking-at-herself-in-a-mirror,Minimalism,0.2918042540550232,0.6899955868721008,0.7392431497573853
/mnt/i/Github/Latent_Style/Related_Works/baseline_pipeline/results/samam_distinct5_512_mamba_b6_seg250_remote_wsl_20260601_2130_diag/eval_curve/step_002250/images/Ukiyo_e__katsushika-hokusai_woman-looking-at-herself-in-a-mirror__to__Rococo.png,Ukiyo_e,katsushika-hokusai_woman-looking-at-herself-in-a-mirror,Rococo,0.26244544982910156,0.5270712375640869,0.7604956030845642
/mnt/i/Github/Latent_Style/Related_Works/baseline_pipeline/results/samam_distinct5_512_mamba_b6_seg250_remote_wsl_20260601_2130_diag/eval_curve/step_002250/images/Ukiyo_e__katsushika-hokusai_woman-looking-at-herself-in-a-mirror__to__Ukiyo_e.png,Ukiyo_e,katsushika-hokusai_woman-looking-at-herself-in-a-mirror,Ukiyo_e,0.3362789750099182,0.7007678151130676,0.7024111151695251
/mnt/i/Github/Latent_Style/Related_Works/baseline_pipeline/results/samam_distinct5_512_mamba_b6_seg250_remote_wsl_20260601_2130_diag/eval_curve/step_002250/images/Ukiyo_e__keisai-eisen_the-courtesan-kaoru-of-owariya-matched-with-okitsu-1825(1)__to__Early_Renaissance.png,Ukiyo_e,keisai-eisen_the-courtesan-kaoru-of-owariya-matched-with-okitsu-1825(1),Early_Renaissance,0.306684672832489,0.5687106251716614,0.8889119625091553
/mnt/i/Github/Latent_Style/Related_Works/baseline_pipeline/results/samam_distinct5_512_mamba_b6_seg250_remote_wsl_20260601_2130_diag/eval_curve/step_002250/images/Ukiyo_e__keisai-eisen_the-courtesan-kaoru-of-owariya-matched-with-okitsu-1825(1)__to__Impressionism.png,Ukiyo_e,keisai-eisen_the-courtesan-kaoru-of-owariya-matched-with-okitsu-1825(1),Impressionism,0.30507951974868774,0.5600324273109436,0.896225094795227
/mnt/i/Github/Latent_Style/Related_Works/baseline_pipeline/results/samam_distinct5_512_mamba_b6_seg250_remote_wsl_20260601_2130_diag/eval_curve/step_002250/images/Ukiyo_e__keisai-eisen_the-courtesan-kaoru-of-owariya-matched-with-okitsu-1825(1)__to__Minimalism.png,Ukiyo_e,keisai-eisen_the-courtesan-kaoru-of-owariya-matched-with-okitsu-1825(1),Minimalism,0.35766589641571045,0.6006650328636169,0.8844908475875854
/mnt/i/Github/Latent_Style/Related_Works/baseline_pipeline/results/samam_distinct5_512_mamba_b6_seg250_remote_wsl_20260601_2130_diag/eval_curve/step_002250/images/Ukiyo_e__keisai-eisen_the-courtesan-kaoru-of-owariya-matched-with-okitsu-1825(1)__to__Rococo.png,Ukiyo_e,keisai-eisen_the-courtesan-kaoru-of-owariya-matched-with-okitsu-1825(1),Rococo,0.3113107979297638,0.5444797277450562,0.8955972790718079
/mnt/i/Github/Latent_Style/Related_Works/baseline_pipeline/results/samam_distinct5_512_mamba_b6_seg250_remote_wsl_20260601_2130_diag/eval_curve/step_002250/images/Ukiyo_e__keisai-eisen_the-courtesan-kaoru-of-owariya-matched-with-okitsu-1825(1)__to__Ukiyo_e.png,Ukiyo_e,keisai-eisen_the-courtesan-kaoru-of-owariya-matched-with-okitsu-1825(1),Ukiyo_e,0.3114679455757141,0.7950029373168945,0.8829948902130127
/mnt/i/Github/Latent_Style/Related_Works/baseline_pipeline/results/samam_distinct5_512_mamba_b6_seg250_remote_wsl_20260601_2130_diag/eval_curve/step_002250/images/Ukiyo_e__keisai-eisen_yabai-with-two-women-1840__to__Early_Renaissance.png,Ukiyo_e,keisai-eisen_yabai-with-two-women-1840,Early_Renaissance,0.3003261387348175,0.5799235105514526,0.880509614944458
/mnt/i/Github/Latent_Style/Related_Works/baseline_pipeline/results/samam_distinct5_512_mamba_b6_seg250_remote_wsl_20260601_2130_diag/eval_curve/step_002250/images/Ukiyo_e__keisai-eisen_yabai-with-two-women-1840__to__Impressionism.png,Ukiyo_e,keisai-eisen_yabai-with-two-women-1840,Impressionism,0.28683680295944214,0.5637456774711609,0.8985426425933838
/mnt/i/Github/Latent_Style/Related_Works/baseline_pipeline/results/samam_distinct5_512_mamba_b6_seg250_remote_wsl_20260601_2130_diag/eval_curve/step_002250/images/Ukiyo_e__keisai-eisen_yabai-with-two-women-1840__to__Minimalism.png,Ukiyo_e,keisai-eisen_yabai-with-two-women-1840,Minimalism,0.331520676612854,0.6069069504737854,0.9034494757652283
/mnt/i/Github/Latent_Style/Related_Works/baseline_pipeline/results/samam_distinct5_512_mamba_b6_seg250_remote_wsl_20260601_2130_diag/eval_curve/step_002250/images/Ukiyo_e__keisai-eisen_yabai-with-two-women-1840__to__Rococo.png,Ukiyo_e,keisai-eisen_yabai-with-two-women-1840,Rococo,0.28900736570358276,0.5462589263916016,0.9008307456970215
/mnt/i/Github/Latent_Style/Related_Works/baseline_pipeline/results/samam_distinct5_512_mamba_b6_seg250_remote_wsl_20260601_2130_diag/eval_curve/step_002250/images/Ukiyo_e__keisai-eisen_yabai-with-two-women-1840__to__Ukiyo_e.png,Ukiyo_e,keisai-eisen_yabai-with-two-women-1840,Ukiyo_e,0.3048042356967926,0.7993144989013672,0.8754046559333801
/mnt/i/Github/Latent_Style/Related_Works/baseline_pipeline/results/samam_distinct5_512_mamba_b6_seg250_remote_wsl_20260601_2130_diag/eval_curve/step_002250/images/Ukiyo_e__kitagawa-utamaro_the-hour-of-the-horse__to__Early_Renaissance.png,Ukiyo_e,kitagawa-utamaro_the-hour-of-the-horse,Early_Renaissance,0.33409741520881653,0.5863121151924133,0.9179038405418396
/mnt/i/Github/Latent_Style/Related_Works/baseline_pipeline/results/samam_distinct5_512_mamba_b6_seg250_remote_wsl_20260601_2130_diag/eval_curve/step_002250/images/Ukiyo_e__kitagawa-utamaro_the-hour-of-the-horse__to__Impressionism.png,Ukiyo_e,kitagawa-utamaro_the-hour-of-the-horse,Impressionism,0.3427496552467346,0.5700449347496033,0.9163621068000793
/mnt/i/Github/Latent_Style/Related_Works/baseline_pipeline/results/samam_distinct5_512_mamba_b6_seg250_remote_wsl_20260601_2130_diag/eval_curve/step_002250/images/Ukiyo_e__kitagawa-utamaro_the-hour-of-the-horse__to__Minimalism.png,Ukiyo_e,kitagawa-utamaro_the-hour-of-the-horse,Minimalism,0.40956389904022217,0.6235218048095703,0.8983790874481201
/mnt/i/Github/Latent_Style/Related_Works/baseline_pipeline/results/samam_distinct5_512_mamba_b6_seg250_remote_wsl_20260601_2130_diag/eval_curve/step_002250/images/Ukiyo_e__kitagawa-utamaro_the-hour-of-the-horse__to__Rococo.png,Ukiyo_e,kitagawa-utamaro_the-hour-of-the-horse,Rococo,0.35539209842681885,0.5783094167709351,0.9136290550231934
/mnt/i/Github/Latent_Style/Related_Works/baseline_pipeline/results/samam_distinct5_512_mamba_b6_seg250_remote_wsl_20260601_2130_diag/eval_curve/step_002250/images/Ukiyo_e__kitagawa-utamaro_the-hour-of-the-horse__to__Ukiyo_e.png,Ukiyo_e,kitagawa-utamaro_the-hour-of-the-horse,Ukiyo_e,0.3389418125152588,0.8221243023872375,0.9183460474014282
/mnt/i/Github/Latent_Style/Related_Works/baseline_pipeline/results/samam_distinct5_512_mamba_b6_seg250_remote_wsl_20260601_2130_diag/eval_curve/step_002250/images/Ukiyo_e__kitagawa-utamaro_upon-my-oath__to__Early_Renaissance.png,Ukiyo_e,kitagawa-utamaro_upon-my-oath,Early_Renaissance,0.2715180516242981,0.5730857849121094,0.9192847013473511
/mnt/i/Github/Latent_Style/Related_Works/baseline_pipeline/results/samam_distinct5_512_mamba_b6_seg250_remote_wsl_20260601_2130_diag/eval_curve/step_002250/images/Ukiyo_e__kitagawa-utamaro_upon-my-oath__to__Impressionism.png,Ukiyo_e,kitagawa-utamaro_upon-my-oath,Impressionism,0.2607686519622803,0.5598040223121643,0.9272007942199707
/mnt/i/Github/Latent_Style/Related_Works/baseline_pipeline/results/samam_distinct5_512_mamba_b6_seg250_remote_wsl_20260601_2130_diag/eval_curve/step_002250/images/Ukiyo_e__kitagawa-utamaro_upon-my-oath__to__Minimalism.png,Ukiyo_e,kitagawa-utamaro_upon-my-oath,Minimalism,0.2970113754272461,0.6286836266517639,0.903132438659668
/mnt/i/Github/Latent_Style/Related_Works/baseline_pipeline/results/samam_distinct5_512_mamba_b6_seg250_remote_wsl_20260601_2130_diag/eval_curve/step_002250/images/Ukiyo_e__kitagawa-utamaro_upon-my-oath__to__Rococo.png,Ukiyo_e,kitagawa-utamaro_upon-my-oath,Rococo,0.26271775364875793,0.5943220853805542,0.9226425886154175
/mnt/i/Github/Latent_Style/Related_Works/baseline_pipeline/results/samam_distinct5_512_mamba_b6_seg250_remote_wsl_20260601_2130_diag/eval_curve/step_002250/images/Ukiyo_e__kitagawa-utamaro_upon-my-oath__to__Ukiyo_e.png,Ukiyo_e,kitagawa-utamaro_upon-my-oath,Ukiyo_e,0.2693827748298645,0.79543536901474,0.9075548648834229
/mnt/i/Github/Latent_Style/Related_Works/baseline_pipeline/results/samam_distinct5_512_mamba_b6_seg250_remote_wsl_20260601_2130_diag/eval_curve/step_002250/images/Ukiyo_e__kitagawa-utamaro_yama-uba-and-kintaro-1__to__Early_Renaissance.png,Ukiyo_e,kitagawa-utamaro_yama-uba-and-kintaro-1,Early_Renaissance,0.2288476675748825,0.539223849773407,0.8855738639831543
/mnt/i/Github/Latent_Style/Related_Works/baseline_pipeline/results/samam_distinct5_512_mamba_b6_seg250_remote_wsl_20260601_2130_diag/eval_curve/step_002250/images/Ukiyo_e__kitagawa-utamaro_yama-uba-and-kintaro-1__to__Impressionism.png,Ukiyo_e,kitagawa-utamaro_yama-uba-and-kintaro-1,Impressionism,0.21449045836925507,0.5381845831871033,0.8986406922340393
/mnt/i/Github/Latent_Style/Related_Works/baseline_pipeline/results/samam_distinct5_512_mamba_b6_seg250_remote_wsl_20260601_2130_diag/eval_curve/step_002250/images/Ukiyo_e__kitagawa-utamaro_yama-uba-and-kintaro-1__to__Minimalism.png,Ukiyo_e,kitagawa-utamaro_yama-uba-and-kintaro-1,Minimalism,0.25408533215522766,0.6324179172515869,0.9076709747314453
