"remote_root","exp_dir","total_mb","media_count","media_mb","generated_media_count","generated_media_mb","grid_media_count","grid_media_mb","summary_count","csv_count","weight_count","docs_hit_count","master_log_hit_count","paper_hit_count","policy_action","deletion_scope","reason","largest_media_examples","citation_hit_files"
"I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge","split_axis_execdecoder_40b_lr2e4","74.340","151","73.844","150","71.601","1","2.243","1","2","0","0","0","0","delete_uncited_summary_backed_media","delete PNG/JPG/JPEG/WebP/GIF only; retain summary.json, metrics CSV, logs, configs, checkpoints if any","Uncited directory with structured summary/CSV evidence retained; generated images are large non-source artifacts.","exp\split_axis_execdecoder_40b_lr2e4\quick_eval_n6\grid_first_per_class.png:2.243MB;exp\split_axis_execdecoder_40b_lr2e4\quick_eval_n6\generated\Expressionism__david-alfaro-siqueiros_from-the-dictatorship-of-porfirio-diaz-to-the-revolution-the-people-in-arms-1957__to__Impressionism.png:0.590MB;exp\split_axis_execdecoder_40b_lr2e4\quick_eval_n6\generated\Expressionism__david-alfaro-siqueiros_from-the-dictatorship-of-porfirio-diaz-to-the-revolution-the-people-in-arms-1957__to__Post_Impressionism.png:0.574MB;exp\split_axis_execdecoder_40b_lr2e4\quick_eval_n6\generated\Post_Impressionism__henri-de-toulouse-lautrec_at-the-rat-mort-1899__to__Impressionism.png:0.566MB;exp\split_axis_execdecoder_40b_lr2e4\quick_eval_n6\generated\Impressionism__childe-hassam_afternoon-in-nantucket__to__Impressionism.png:0.564MB;exp\split_axis_execdecoder_40b_lr2e4\quick_eval_n6\generated\Expressionism__david-alfaro-siqueiros_from-the-dictatorship-of-porfirio-diaz-to-the-revolution-the-people-in-arms-1957__to__Realism.png:0.564MB;exp\split_axis_execdecoder_40b_lr2e4\quick_eval_n6\generated\Expressionism__david-alfaro-siqueiros_from-the-dictatorship-of-porfirio-diaz-to-the-revolution-the-people-in-arms-1957__to__Expressionism.png:0.556MB;exp\split_axis_execdecoder_40b_lr2e4\quick_eval_n6\generated\Expressionism__david-alfaro-siqueiros_from-the-dictatorship-of-porfirio-diaz-to-the-revolution-the-people-in-arms-1957__to__Symbolism.png:0.556MB",""
"I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge","split_axis_execdecoder_bound070_120b_lr2e4","74.150","151","73.668","150","71.393","1","2.276","1","2","0","0","0","0","delete_uncited_summary_backed_media","delete PNG/JPG/JPEG/WebP/GIF only; retain summary.json, metrics CSV, logs, configs, checkpoints if any","Uncited directory with structured summary/CSV evidence retained; generated images are large non-source artifacts.","exp\split_axis_execdecoder_bound070_120b_lr2e4\quick_eval_n6\grid_first_per_class.png:2.276MB;exp\split_axis_execdecoder_bound070_120b_lr2e4\quick_eval_n6\generated\Expressionism__david-alfaro-siqueiros_from-the-dictatorship-of-porfirio-diaz-to-the-revolution-the-people-in-arms-1957__to__Impressionism.png:0.570MB;exp\split_axis_execdecoder_bound070_120b_lr2e4\quick_eval_n6\generated\Expressionism__david-alfaro-siqueiros_from-the-dictatorship-of-porfirio-diaz-to-the-revolution-the-people-in-arms-1957__to__Post_Impressionism.png:0.567MB;exp\split_axis_execdecoder_bound070_120b_lr2e4\quick_eval_n6\generated\Expressionism__david-alfaro-siqueiros_from-the-dictatorship-of-porfirio-diaz-to-the-revolution-the-people-in-arms-1957__to__Realism.png:0.558MB;exp\split_axis_execdecoder_bound070_120b_lr2e4\quick_eval_n6\generated\Post_Impressionism__henri-de-toulouse-lautrec_at-the-rat-mort-1899__to__Impressionism.png:0.555MB;exp\split_axis_execdecoder_bound070_120b_lr2e4\quick_eval_n6\generated\Post_Impressionism__henri-de-toulouse-lautrec_at-the-rat-mort-1899__to__Post_Impressionism.png:0.554MB;exp\split_axis_execdecoder_bound070_120b_lr2e4\quick_eval_n6\generated\Impressionism__childe-hassam_afternoon-in-nantucket__to__Impressionism.png:0.554MB;exp\split_axis_execdecoder_bound070_120b_lr2e4\quick_eval_n6\generated\Expressionism__david-alfaro-siqueiros_from-the-dictatorship-of-porfirio-diaz-to-the-revolution-the-people-in-arms-1957__to__Expressionism.png:0.552MB",""
"I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge","split_axis_execdecoder_bound090_120b_lr2e4","74.057","151","73.576","150","71.302","1","2.274","1","2","0","0","0","0","delete_uncited_summary_backed_media","delete PNG/JPG/JPEG/WebP/GIF only; retain summary.json, metrics CSV, logs, configs, checkpoints if any","Uncited directory with structured summary/CSV evidence retained; generated images are large non-source artifacts.","exp\split_axis_execdecoder_bound090_120b_lr2e4\quick_eval_n6\grid_first_per_class.png:2.274MB;exp\split_axis_execdecoder_bound090_120b_lr2e4\quick_eval_n6\generated\Expressionism__david-alfaro-siqueiros_from-the-dictatorship-of-porfirio-diaz-to-the-revolution-the-people-in-arms-1957__to__Impressionism.png:0.569MB;exp\split_axis_execdecoder_bound090_120b_lr2e4\quick_eval_n6\generated\Expressionism__david-alfaro-siqueiros_from-the-dictatorship-of-porfirio-diaz-to-the-revolution-the-people-in-arms-1957__to__Post_Impressionism.png:0.566MB;exp\split_axis_execdecoder_bound090_120b_lr2e4\quick_eval_n6\generated\Expressionism__david-alfaro-siqueiros_from-the-dictatorship-of-porfirio-diaz-to-the-revolution-the-people-in-arms-1957__to__Realism.png:0.558MB;exp\split_axis_execdecoder_bound090_120b_lr2e4\quick_eval_n6\generated\Post_Impressionism__henri-de-toulouse-lautrec_at-the-rat-mort-1899__to__Post_Impressionism.png:0.554MB;exp\split_axis_execdecoder_bound090_120b_lr2e4\quick_eval_n6\generated\Impressionism__childe-hassam_afternoon-in-nantucket__to__Impressionism.png:0.553MB;exp\split_axis_execdecoder_bound090_120b_lr2e4\quick_eval_n6\generated\Post_Impressionism__henri-de-toulouse-lautrec_at-the-rat-mort-1899__to__Impressionism.png:0.553MB;exp\split_axis_execdecoder_bound090_120b_lr2e4\quick_eval_n6\generated\Expressionism__david-alfaro-siqueiros_from-the-dictatorship-of-porfirio-diaz-to-the-revolution-the-people-in-arms-1957__to__Expressionism.png:0.550MB",""
"I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge","split_axis_execdecoder_fieldbound_c045_s090_g110_120b","147.953","302","147.311","300","142.764","2","4.547","2","5","0","0","0","0","delete_uncited_summary_backed_media","delete PNG/JPG/JPEG/WebP/GIF only; retain summary.json, metrics CSV, logs, configs, checkpoints if any","Uncited directory with structured summary/CSV evidence retained; generated images are large non-source artifacts.","exp\split_axis_execdecoder_fieldbound_c045_s090_g110_120b\quick_eval_n6_s115\grid_first_per_class.png:2.273MB;exp\split_axis_execdecoder_fieldbound_c045_s090_g110_120b\quick_eval_n6\grid_first_per_class.png:2.273MB;exp\split_axis_execdecoder_fieldbound_c045_s090_g110_120b\quick_eval_n6\generated\Expressionism__david-alfaro-siqueiros_from-the-dictatorship-of-porfirio-diaz-to-the-revolution-the-people-in-arms-1957__to__Impressionism.png:0.569MB;exp\split_axis_execdecoder_fieldbound_c045_s090_g110_120b\quick_eval_n6_s115\generated\Expressionism__david-alfaro-siqueiros_from-the-dictatorship-of-porfirio-diaz-to-the-revolution-the-people-in-arms-1957__to__Impressionism.png:0.569MB;exp\split_axis_execdecoder_fieldbound_c045_s090_g110_120b\quick_eval_n6\generated\Expressionism__david-alfaro-siqueiros_from-the-dictatorship-of-porfirio-diaz-to-the-revolution-the-people-in-arms-1957__to__Post_Impressionism.png:0.567MB;exp\split_axis_execdecoder_fieldbound_c045_s090_g110_120b\quick_eval_n6_s115\generated\Expressionism__david-alfaro-siqueiros_from-the-dictatorship-of-porfirio-diaz-to-the-revolution-the-people-in-arms-1957__to__Post_Impressionism.png:0.567MB;exp\split_axis_execdecoder_fieldbound_c045_s090_g110_120b\quick_eval_n6_s115\generated\Expressionism__david-alfaro-siqueiros_from-the-dictatorship-of-porfirio-diaz-to-the-revolution-the-people-in-arms-1957__to__Realism.png:0.556MB;exp\split_axis_execdecoder_fieldbound_c045_s090_g110_120b\quick_eval_n6\generated\Expressionism__david-alfaro-siqueiros_from-the-dictatorship-of-porfirio-diaz-to-the-revolution-the-people-in-arms-1957__to__Realism.png:0.556MB",""
"I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge","split_axis_execdecoder_tokprobe_e1_b32","76.752","151","76.183","150","73.733","1","2.450","1","2","0","0","0","0","delete_uncited_summary_backed_media","delete PNG/JPG/JPEG/WebP/GIF only; retain summary.json, metrics CSV, logs, configs, checkpoints if any","Uncited directory with structured summary/CSV evidence retained; generated images are large non-source artifacts.","exp\split_axis_execdecoder_tokprobe_e1_b32\quick_eval_n6\grid_first_per_class.png:2.450MB;exp\split_axis_execdecoder_tokprobe_e1_b32\quick_eval_n6\generated\Expressionism__david-alfaro-siqueiros_from-the-dictatorship-of-porfirio-diaz-to-the-revolution-the-people-in-arms-1957__to__Impressionism.png:0.592MB;exp\split_axis_execdecoder_tokprobe_e1_b32\quick_eval_n6\generated\Post_Impressionism__henri-de-toulouse-lautrec_at-the-rat-mort-1899__to__Impressionism.png:0.589MB;exp\split_axis_execdecoder_tokprobe_e1_b32\quick_eval_n6\generated\Impressionism__childe-hassam_afternoon-in-nantucket__to__Realism.png:0.589MB;exp\split_axis_execdecoder_tokprobe_e1_b32\quick_eval_n6\generated\Symbolism__ferdinand-hodler_compositional-study-to-retreat-from-marignano__to__Impressionism.png:0.588MB;exp\split_axis_execdecoder_tokprobe_e1_b32\quick_eval_n6\generated\Post_Impressionism__henri-de-toulouse-lautrec_at-the-rat-mort-1899__to__Realism.png:0.587MB;exp\split_axis_execdecoder_tokprobe_e1_b32\quick_eval_n6\generated\Impressionism__childe-hassam_afternoon-in-nantucket__to__Impressionism.png:0.587MB;exp\split_axis_execdecoder_tokprobe_e1_b32\quick_eval_n6\generated\Expressionism__david-alfaro-siqueiros_from-the-dictatorship-of-porfirio-diaz-to-the-revolution-the-people-in-arms-1957__to__Realism.png:0.579MB",""
"I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge","split_axis_geometry_derivative_filter_rank4_120b","75.148","151","74.657","150","72.339","1","2.318","1","2","0","0","0","0","delete_uncited_summary_backed_media","delete PNG/JPG/JPEG/WebP/GIF only; retain summary.json, metrics CSV, logs, configs, checkpoints if any","Uncited directory with structured summary/CSV evidence retained; generated images are large non-source artifacts.","exp\split_axis_geometry_derivative_filter_rank4_120b\quick_eval_n6\grid_first_per_class.png:2.318MB;exp\split_axis_geometry_derivative_filter_rank4_120b\quick_eval_n6\generated\Expressionism__david-alfaro-siqueiros_from-the-dictatorship-of-porfirio-diaz-to-the-revolution-the-people-in-arms-1957__to__Impressionism.png:0.581MB;exp\split_axis_geometry_derivative_filter_rank4_120b\quick_eval_n6\generated\Expressionism__david-alfaro-siqueiros_from-the-dictatorship-of-porfirio-diaz-to-the-revolution-the-people-in-arms-1957__to__Post_Impressionism.png:0.579MB;exp\split_axis_geometry_derivative_filter_rank4_120b\quick_eval_n6\generated\Post_Impressionism__henri-de-toulouse-lautrec_at-the-rat-mort-1899__to__Impressionism.png:0.567MB;exp\split_axis_geometry_derivative_filter_rank4_120b\quick_eval_n6\generated\Post_Impressionism__henri-de-toulouse-lautrec_at-the-rat-mort-1899__to__Post_Impressionism.png:0.565MB;exp\split_axis_geometry_derivative_filter_rank4_120b\quick_eval_n6\generated\Expressionism__david-alfaro-siqueiros_from-the-dictatorship-of-porfirio-diaz-to-the-revolution-the-people-in-arms-1957__to__Realism.png:0.565MB;exp\split_axis_geometry_derivative_filter_rank4_120b\quick_eval_n6\generated\Impressionism__childe-hassam_afternoon-in-nantucket__to__Impressionism.png:0.564MB;exp\split_axis_geometry_derivative_filter_rank4_120b\quick_eval_n6\generated\Expressionism__balthus_young-girl-at-the-window-1957__to__Impressionism.png:0.559MB",""
"I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge","split_axis_geometry_derivgate_fieldbound_g005_120b","89.254","151","73.656","150","71.383","1","2.273","1","2","1","1","0","0","keep_cited_media","none","Directory is cited by docs/reviews/master/paper; do not delete visual evidence before citation/image archive migration.","exp\split_axis_geometry_derivgate_fieldbound_g005_120b\quick_eval\grid_first_per_class.png:2.273MB;exp\split_axis_geometry_derivgate_fieldbound_g005_120b\quick_eval\generated\Expressionism__david-alfaro-siqueiros_from-the-dictatorship-of-porfirio-diaz-to-the-revolution-the-people-in-arms-1957__to__Impressionism.png:0.569MB;exp\split_axis_geometry_derivgate_fieldbound_g005_120b\quick_eval\generated\Expressionism__david-alfaro-siqueiros_from-the-dictatorship-of-porfirio-diaz-to-the-revolution-the-people-in-arms-1957__to__Post_Impressionism.png:0.567MB;exp\split_axis_geometry_derivgate_fieldbound_g005_120b\quick_eval\generated\Expressionism__david-alfaro-siqueiros_from-the-dictatorship-of-porfirio-diaz-to-the-revolution-the-people-in-arms-1957__to__Realism.png:0.557MB;exp\split_axis_geometry_derivgate_fieldbound_g005_120b\quick_eval\generated\Expressionism__david-alfaro-siqueiros_from-the-dictatorship-of-porfirio-diaz-to-the-revolution-the-people-in-arms-1957__to__Expressionism.png:0.555MB;exp\split_axis_geometry_derivgate_fieldbound_g005_120b\quick_eval\generated\Post_Impressionism__henri-de-toulouse-lautrec_at-the-rat-mort-1899__to__Post_Impressionism.png:0.554MB;exp\split_axis_geometry_derivgate_fieldbound_g005_120b\quick_eval\generated\Post_Impressionism__henri-de-toulouse-lautrec_at-the-rat-mort-1899__to__Impressionism.png:0.553MB;exp\split_axis_geometry_derivgate_fieldbound_g005_120b\quick_eval\generated\Impressionism__childe-hassam_afternoon-in-nantucket__to__Impressionism.png:0.552MB","docs\experiments\distinct5_512_20260602\historical_experiments.md"
"I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge","split_axis_geometry_filter_rank4_120b","75.090","151","74.602","150","72.287","1","2.315","1","2","0","0","0","0","delete_uncited_summary_backed_media","delete PNG/JPG/JPEG/WebP/GIF only; retain summary.json, metrics CSV, logs, configs, checkpoints if any","Uncited directory with structured summary/CSV evidence retained; generated images are large non-source artifacts.","exp\split_axis_geometry_filter_rank4_120b\quick_eval_n6\grid_first_per_class.png:2.315MB;exp\split_axis_geometry_filter_rank4_120b\quick_eval_n6\generated\Expressionism__david-alfaro-siqueiros_from-the-dictatorship-of-porfirio-diaz-to-the-revolution-the-people-in-arms-1957__to__Impressionism.png:0.581MB;exp\split_axis_geometry_filter_rank4_120b\quick_eval_n6\generated\Expressionism__david-alfaro-siqueiros_from-the-dictatorship-of-porfirio-diaz-to-the-revolution-the-people-in-arms-1957__to__Post_Impressionism.png:0.579MB;exp\split_axis_geometry_filter_rank4_120b\quick_eval_n6\generated\Post_Impressionism__henri-de-toulouse-lautrec_at-the-rat-mort-1899__to__Impressionism.png:0.567MB;exp\split_axis_geometry_filter_rank4_120b\quick_eval_n6\generated\Post_Impressionism__henri-de-toulouse-lautrec_at-the-rat-mort-1899__to__Post_Impressionism.png:0.564MB;exp\split_axis_geometry_filter_rank4_120b\quick_eval_n6\generated\Expressionism__david-alfaro-siqueiros_from-the-dictatorship-of-porfirio-diaz-to-the-revolution-the-people-in-arms-1957__to__Realism.png:0.564MB;exp\split_axis_geometry_filter_rank4_120b\quick_eval_n6\generated\Impressionism__childe-hassam_afternoon-in-nantucket__to__Impressionism.png:0.564MB;exp\split_axis_geometry_filter_rank4_120b\quick_eval_n6\generated\Expressionism__balthus_young-girl-at-the-window-1957__to__Impressionism.png:0.559MB",""
"I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge","split_axis_geometry_spatial_rank4_120b","75.082","151","74.597","150","72.282","1","2.315","1","2","0","0","0","0","delete_uncited_summary_backed_media","delete PNG/JPG/JPEG/WebP/GIF only; retain summary.json, metrics CSV, logs, configs, checkpoints if any","Uncited directory with structured summary/CSV evidence retained; generated images are large non-source artifacts.","exp\split_axis_geometry_spatial_rank4_120b\quick_eval_n6\grid_first_per_class.png:2.315MB;exp\split_axis_geometry_spatial_rank4_120b\quick_eval_n6\generated\Expressionism__david-alfaro-siqueiros_from-the-dictatorship-of-porfirio-diaz-to-the-revolution-the-people-in-arms-1957__to__Impressionism.png:0.581MB;exp\split_axis_geometry_spatial_rank4_120b\quick_eval_n6\generated\Expressionism__david-alfaro-siqueiros_from-the-dictatorship-of-porfirio-diaz-to-the-revolution-the-people-in-arms-1957__to__Post_Impressionism.png:0.578MB;exp\split_axis_geometry_spatial_rank4_120b\quick_eval_n6\generated\Post_Impressionism__henri-de-toulouse-lautrec_at-the-rat-mort-1899__to__Impressionism.png:0.567MB;exp\split_axis_geometry_spatial_rank4_120b\quick_eval_n6\generated\Expressionism__david-alfaro-siqueiros_from-the-dictatorship-of-porfirio-diaz-to-the-revolution-the-people-in-arms-1957__to__Realism.png:0.564MB;exp\split_axis_geometry_spatial_rank4_120b\quick_eval_n6\generated\Post_Impressionism__henri-de-toulouse-lautrec_at-the-rat-mort-1899__to__Post_Impressionism.png:0.564MB;exp\split_axis_geometry_spatial_rank4_120b\quick_eval_n6\generated\Impressionism__childe-hassam_afternoon-in-nantucket__to__Impressionism.png:0.564MB;exp\split_axis_geometry_spatial_rank4_120b\quick_eval_n6\generated\Expressionism__balthus_young-girl-at-the-window-1957__to__Impressionism.png:0.559MB",""
"I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge","split_axis_geostat_execdecoder_fieldbound_120b","73.880","151","73.388","150","71.131","1","2.257","1","2","0","0","0","0","delete_uncited_summary_backed_media","delete PNG/JPG/JPEG/WebP/GIF only; retain summary.json, metrics CSV, logs, configs, checkpoints if any","Uncited directory with structured summary/CSV evidence retained; generated images are large non-source artifacts.","exp\split_axis_geostat_execdecoder_fieldbound_120b\quick_eval\grid_first_per_class.png:2.257MB;exp\split_axis_geostat_execdecoder_fieldbound_120b\quick_eval\generated\Expressionism__david-alfaro-siqueiros_from-the-dictatorship-of-porfirio-diaz-to-the-revolution-the-people-in-arms-1957__to__Impressionism.png:0.584MB;exp\split_axis_geostat_execdecoder_fieldbound_120b\quick_eval\generated\Post_Impressionism__henri-de-toulouse-lautrec_at-the-rat-mort-1899__to__Impressionism.png:0.569MB;exp\split_axis_geostat_execdecoder_fieldbound_120b\quick_eval\generated\Impressionism__childe-hassam_afternoon-in-nantucket__to__Impressionism.png:0.565MB;exp\split_axis_geostat_execdecoder_fieldbound_120b\quick_eval\generated\Expressionism__david-alfaro-siqueiros_from-the-dictatorship-of-porfirio-diaz-to-the-revolution-the-people-in-arms-1957__to__Realism.png:0.561MB;exp\split_axis_geostat_execdecoder_fieldbound_120b\quick_eval\generated\Expressionism__david-alfaro-siqueiros_from-the-dictatorship-of-porfirio-diaz-to-the-revolution-the-people-in-arms-1957__to__Post_Impressionism.png:0.558MB;exp\split_axis_geostat_execdecoder_fieldbound_120b\quick_eval\generated\Expressionism__balthus_young-girl-at-the-window-1957__to__Impressionism.png:0.553MB;exp\split_axis_geostat_execdecoder_fieldbound_120b\quick_eval\generated\Expressionism__ernst-ludwig-kirchner_female-nude-kneeling-before-a-red-screen__to__Impressionism.png:0.545MB",""
"I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge","split_axis_high_channel_operator_120b_b80","0.449","0","0.000","0","0.000","0","0.000","0","1","0","0","0","0","no_media","none","No PNG/JPG/WebP/GIF media files found.","",""
"I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge","split_axis_spatial_gate_channel_tokonly_120b","0.000","0","0.000","0","0.000","0","0.000","0","0","0","0","0","0","no_media","none","No PNG/JPG/WebP/GIF media files found.","",""
"I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge","split_axis_tokenizer_geomnorm_120b","73.925","151","73.431","150","71.171","1","2.259","1","2","0","0","0","0","delete_uncited_summary_backed_media","delete PNG/JPG/JPEG/WebP/GIF only; retain summary.json, metrics CSV, logs, configs, checkpoints if any","Uncited directory with structured summary/CSV evidence retained; generated images are large non-source artifacts.","exp\split_axis_tokenizer_geomnorm_120b\quick_eval\grid_first_per_class.png:2.259MB;exp\split_axis_tokenizer_geomnorm_120b\quick_eval\generated\Expressionism__david-alfaro-siqueiros_from-the-dictatorship-of-porfirio-diaz-to-the-revolution-the-people-in-arms-1957__to__Impressionism.png:0.585MB;exp\split_axis_tokenizer_geomnorm_120b\quick_eval\generated\Post_Impressionism__henri-de-toulouse-lautrec_at-the-rat-mort-1899__to__Impressionism.png:0.569MB;exp\split_axis_tokenizer_geomnorm_120b\quick_eval\generated\Impressionism__childe-hassam_afternoon-in-nantucket__to__Impressionism.png:0.566MB;exp\split_axis_tokenizer_geomnorm_120b\quick_eval\generated\Expressionism__david-alfaro-siqueiros_from-the-dictatorship-of-porfirio-diaz-to-the-revolution-the-people-in-arms-1957__to__Realism.png:0.561MB;exp\split_axis_tokenizer_geomnorm_120b\quick_eval\generated\Expressionism__david-alfaro-siqueiros_from-the-dictatorship-of-porfirio-diaz-to-the-revolution-the-people-in-arms-1957__to__Post_Impressionism.png:0.559MB;exp\split_axis_tokenizer_geomnorm_120b\quick_eval\generated\Expressionism__balthus_young-girl-at-the-window-1957__to__Impressionism.png:0.553MB;exp\split_axis_tokenizer_geomnorm_120b\quick_eval\generated\Expressionism__ernst-ludwig-kirchner_female-nude-kneeling-before-a-red-screen__to__Impressionism.png:0.546MB",""
"I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge","split_axis_tokenizer_geostat_120b","73.920","151","73.425","150","71.166","1","2.259","1","3","0","0","0","0","delete_uncited_summary_backed_media","delete PNG/JPG/JPEG/WebP/GIF only; retain summary.json, metrics CSV, logs, configs, checkpoints if any","Uncited directory with structured summary/CSV evidence retained; generated images are large non-source artifacts.","exp\split_axis_tokenizer_geostat_120b\quick_eval_n6\grid_first_per_class.png:2.259MB;exp\split_axis_tokenizer_geostat_120b\quick_eval_n6\generated\Expressionism__david-alfaro-siqueiros_from-the-dictatorship-of-porfirio-diaz-to-the-revolution-the-people-in-arms-1957__to__Impressionism.png:0.585MB;exp\split_axis_tokenizer_geostat_120b\quick_eval_n6\generated\Post_Impressionism__henri-de-toulouse-lautrec_at-the-rat-mort-1899__to__Impressionism.png:0.569MB;exp\split_axis_tokenizer_geostat_120b\quick_eval_n6\generated\Impressionism__childe-hassam_afternoon-in-nantucket__to__Impressionism.png:0.565MB;exp\split_axis_tokenizer_geostat_120b\quick_eval_n6\generated\Expressionism__david-alfaro-siqueiros_from-the-dictatorship-of-porfirio-diaz-to-the-revolution-the-people-in-arms-1957__to__Realism.png:0.561MB;exp\split_axis_tokenizer_geostat_120b\quick_eval_n6\generated\Expressionism__david-alfaro-siqueiros_from-the-dictatorship-of-porfirio-diaz-to-the-revolution-the-people-in-arms-1957__to__Post_Impressionism.png:0.559MB;exp\split_axis_tokenizer_geostat_120b\quick_eval_n6\generated\Expressionism__balthus_young-girl-at-the-window-1957__to__Impressionism.png:0.553MB;exp\split_axis_tokenizer_geostat_120b\quick_eval_n6\generated\Expressionism__ernst-ludwig-kirchner_female-nude-kneeling-before-a-red-screen__to__Impressionism.png:0.546MB",""
"I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge","split_axis_tokenizer_geostat_g005_120b","73.934","151","73.440","150","71.180","1","2.259","1","2","0","0","0","0","delete_uncited_summary_backed_media","delete PNG/JPG/JPEG/WebP/GIF only; retain summary.json, metrics CSV, logs, configs, checkpoints if any","Uncited directory with structured summary/CSV evidence retained; generated images are large non-source artifacts.","exp\split_axis_tokenizer_geostat_g005_120b\quick_eval\grid_first_per_class.png:2.259MB;exp\split_axis_tokenizer_geostat_g005_120b\quick_eval\generated\Expressionism__david-alfaro-siqueiros_from-the-dictatorship-of-porfirio-diaz-to-the-revolution-the-people-in-arms-1957__to__Impressionism.png:0.585MB;exp\split_axis_tokenizer_geostat_g005_120b\quick_eval\generated\Post_Impressionism__henri-de-toulouse-lautrec_at-the-rat-mort-1899__to__Impressionism.png:0.569MB;exp\split_axis_tokenizer_geostat_g005_120b\quick_eval\generated\Impressionism__childe-hassam_afternoon-in-nantucket__to__Impressionism.png:0.565MB;exp\split_axis_tokenizer_geostat_g005_120b\quick_eval\generated\Expressionism__david-alfaro-siqueiros_from-the-dictatorship-of-porfirio-diaz-to-the-revolution-the-people-in-arms-1957__to__Realism.png:0.561MB;exp\split_axis_tokenizer_geostat_g005_120b\quick_eval\generated\Expressionism__david-alfaro-siqueiros_from-the-dictatorship-of-porfirio-diaz-to-the-revolution-the-people-in-arms-1957__to__Post_Impressionism.png:0.558MB;exp\split_axis_tokenizer_geostat_g005_120b\quick_eval\generated\Expressionism__balthus_young-girl-at-the-window-1957__to__Impressionism.png:0.553MB;exp\split_axis_tokenizer_geostat_g005_120b\quick_eval\generated\Expressionism__ernst-ludwig-kirchner_female-nude-kneeling-before-a-red-screen__to__Impressionism.png:0.545MB",""
"I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge","temp_anneal_proper","0.002","0","0.000","0","0.000","0","0.000","0","0","0","0","0","0","no_media","none","No PNG/JPG/WebP/GIF media files found.","",""
"I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge","tokenizer_control_probes","1,977.872","4125","1,974.441","4125","1,974.441","0","0.000","52","45","0","0","0","0","delete_uncited_summary_backed_media","delete PNG/JPG/JPEG/WebP/GIF only; retain summary.json, metrics CSV, logs, configs, checkpoints if any","Uncited directory with structured summary/CSV evidence retained; generated images are large non-source artifacts.","exp\tokenizer_control_probes\truegrad_e1_core_n4\zero_spatial_prior\generated\Expressionism__david-alfaro-siqueiros_from-the-dictatorship-of-porfirio-diaz-to-the-revolution-the-people-in-arms-1957__to__Impressionism.png:0.599MB;exp\tokenizer_control_probes\truegrad_e1_core_n4\zero_spatial_prior\generated\Expressionism__david-alfaro-siqueiros_from-the-dictatorship-of-porfirio-diaz-to-the-revolution-the-people-in-arms-1957__to__Post_Impressionism.png:0.596MB;exp\tokenizer_control_probes\truegrad_e1_fields_n4\budget_high_150\generated\Expressionism__david-alfaro-siqueiros_from-the-dictatorship-of-porfirio-diaz-to-the-revolution-the-people-in-arms-1957__to__Impressionism.png:0.594MB;exp\tokenizer_control_probes\fieldbound_causal_n2\zero_spatial_prior\generated\Expressionism__david-alfaro-siqueiros_from-the-dictatorship-of-porfirio-diaz-to-the-revolution-the-people-in-arms-1957__to__Expressionism.png:0.594MB;exp\tokenizer_control_probes\fieldbound_or_budget_n6\zero_spatial_prior\generated\Expressionism__david-alfaro-siqueiros_from-the-dictatorship-of-porfirio-diaz-to-the-revolution-the-people-in-arms-1957__to__Expressionism.png:0.594MB;exp\tokenizer_control_probes\truegrad_e1_core_n4\zero_spatial_prior\generated\Expressionism__david-alfaro-siqueiros_from-the-dictatorship-of-porfirio-diaz-to-the-revolution-the-people-in-arms-1957__to__Realism.png:0.593MB;exp\tokenizer_control_probes\truegrad_e1_fields_n4\zero_code_zero_spatial\generated\Expressionism__david-alfaro-siqueiros_from-the-dictatorship-of-porfirio-diaz-to-the-revolution-the-people-in-arms-1957__to__Post_Impressionism.png:0.591MB;exp\tokenizer_control_probes\truegrad_e1_fields_n4\zero_code_zero_spatial\generated\Expressionism__david-alfaro-siqueiros_from-the-dictatorship-of-porfirio-diaz-to-the-revolution-the-people-in-arms-1957__to__Impressionism.png:0.591MB",""
