"source_table","source_row","method","dataset_or_setting","resolution","train_time_value","train_time_unit","infer_time_value","infer_time_unit","params_m","source_path","note","quality_class","claim_use","quality_reason"
"manual_remote_tokenizerclean_timing_evidence_20260605.csv","460","LBM","review_additional_experiments","","","","","s full_eval wall_total from summary.json","","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\review_additional_experiments\full_eval\epoch_0003\summary.json","clip_style=0.707; content_lpips=0.428; training_csv_count=9","full_eval_summary_wall_time_tokenizerclean","audit_full_eval_wall_time_only","TokenizerClean summary.json wall_total row; train time absent in this table and left blank."
"manual_remote_tokenizerclean_timing_evidence_20260605.csv","461","LBM","review_additional_experiments","","","","","s full_eval wall_total from summary.json","","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\review_additional_experiments\full_eval\epoch_0004\summary.json","clip_style=0.707; content_lpips=0.438; training_csv_count=9","full_eval_summary_wall_time_tokenizerclean","audit_full_eval_wall_time_only","TokenizerClean summary.json wall_total row; train time absent in this table and left blank."
"manual_remote_tokenizerclean_timing_evidence_20260605.csv","462","LBM","review_additional_experiments","","","","","s full_eval wall_total from summary.json","","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\review_additional_experiments\full_eval\epoch_0005\summary.json","clip_style=0.710; content_lpips=0.439; training_csv_count=9","full_eval_summary_wall_time_tokenizerclean","audit_full_eval_wall_time_only","TokenizerClean summary.json wall_total row; train time absent in this table and left blank."
"manual_remote_tokenizerclean_timing_evidence_20260605.csv","463","LBM","review_additional_experiments","","","","","s full_eval wall_total from summary.json","","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\review_additional_experiments\full_eval\epoch_0006\summary.json","clip_style=0.714; content_lpips=0.440; training_csv_count=9","full_eval_summary_wall_time_tokenizerclean","audit_full_eval_wall_time_only","TokenizerClean summary.json wall_total row; train time absent in this table and left blank."
"manual_remote_tokenizerclean_timing_evidence_20260605.csv","464","LBM","review_additional_experiments","","","","","s full_eval wall_total from summary.json","","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\review_additional_experiments\full_eval\epoch_0007\summary.json","clip_style=0.713; content_lpips=0.443; training_csv_count=9","full_eval_summary_wall_time_tokenizerclean","audit_full_eval_wall_time_only","TokenizerClean summary.json wall_total row; train time absent in this table and left blank."
"manual_remote_tokenizerclean_timing_evidence_20260605.csv","465","LBM","review_additional_experiments","","","","","s full_eval wall_total from summary.json","","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\review_additional_experiments\full_eval\epoch_0008\summary.json","clip_style=0.713; content_lpips=0.447; training_csv_count=9","full_eval_summary_wall_time_tokenizerclean","audit_full_eval_wall_time_only","TokenizerClean summary.json wall_total row; train time absent in this table and left blank."
"manual_remote_tokenizerclean_timing_evidence_20260605.csv","466","LBM","review_additional_experiments","","","","","s full_eval wall_total from summary.json","","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\review_additional_experiments\full_eval\epoch_0001\summary.json","clip_style=0.707; content_lpips=0.483; training_csv_count=9","full_eval_summary_wall_time_tokenizerclean","audit_full_eval_wall_time_only","TokenizerClean summary.json wall_total row; train time absent in this table and left blank."
"manual_remote_tokenizerclean_timing_evidence_20260605.csv","467","LBM","review_additional_experiments","","","","","s full_eval wall_total from summary.json","","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\review_additional_experiments\full_eval\epoch_0002\summary.json","clip_style=0.703; content_lpips=0.491; training_csv_count=9","full_eval_summary_wall_time_tokenizerclean","audit_full_eval_wall_time_only","TokenizerClean summary.json wall_total row; train time absent in this table and left blank."
"manual_remote_tokenizerclean_timing_evidence_20260605.csv","468","LBM","review_additional_experiments","","","","","s full_eval wall_total from summary.json","","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\review_additional_experiments\full_eval\epoch_0003\summary.json","clip_style=0.707; content_lpips=0.495; training_csv_count=9","full_eval_summary_wall_time_tokenizerclean","audit_full_eval_wall_time_only","TokenizerClean summary.json wall_total row; train time absent in this table and left blank."
"manual_remote_tokenizerclean_timing_evidence_20260605.csv","469","LBM","review_additional_experiments","","","","","s full_eval wall_total from summary.json","","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\review_additional_experiments\full_eval\epoch_0004\summary.json","clip_style=0.704; content_lpips=0.507; training_csv_count=9","full_eval_summary_wall_time_tokenizerclean","audit_full_eval_wall_time_only","TokenizerClean summary.json wall_total row; train time absent in this table and left blank."
"manual_remote_tokenizerclean_timing_evidence_20260605.csv","470","LBM","review_additional_experiments","","","","","s full_eval wall_total from summary.json","","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\review_additional_experiments\full_eval\epoch_0005\summary.json","clip_style=0.707; content_lpips=0.509; training_csv_count=9","full_eval_summary_wall_time_tokenizerclean","audit_full_eval_wall_time_only","TokenizerClean summary.json wall_total row; train time absent in this table and left blank."
"manual_remote_tokenizerclean_timing_evidence_20260605.csv","471","LBM","review_additional_experiments","","","","","s full_eval wall_total from summary.json","","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\review_additional_experiments\full_eval\epoch_0006\summary.json","clip_style=0.715; content_lpips=0.505; training_csv_count=9","full_eval_summary_wall_time_tokenizerclean","audit_full_eval_wall_time_only","TokenizerClean summary.json wall_total row; train time absent in this table and left blank."
"manual_remote_tokenizerclean_timing_evidence_20260605.csv","472","LBM","review_additional_experiments","","","","","s full_eval wall_total from summary.json","","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\review_additional_experiments\full_eval\epoch_0007\summary.json","clip_style=0.716; content_lpips=0.504; training_csv_count=9","full_eval_summary_wall_time_tokenizerclean","audit_full_eval_wall_time_only","TokenizerClean summary.json wall_total row; train time absent in this table and left blank."
"manual_remote_tokenizerclean_timing_evidence_20260605.csv","473","LBM","review_additional_experiments","","","","","s full_eval wall_total from summary.json","","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\review_additional_experiments\full_eval\epoch_0008\summary.json","clip_style=0.714; content_lpips=0.506; training_csv_count=9","full_eval_summary_wall_time_tokenizerclean","audit_full_eval_wall_time_only","TokenizerClean summary.json wall_total row; train time absent in this table and left blank."
"manual_remote_tokenizerclean_timing_evidence_20260605.csv","474","LBM","review_additional_experiments","","","","","s full_eval wall_total from summary.json","","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\review_additional_experiments\full_eval\epoch_0001\summary.json","clip_style=0.706; content_lpips=0.501; training_csv_count=9","full_eval_summary_wall_time_tokenizerclean","audit_full_eval_wall_time_only","TokenizerClean summary.json wall_total row; train time absent in this table and left blank."
"manual_remote_tokenizerclean_timing_evidence_20260605.csv","475","LBM","review_additional_experiments","","","","","s full_eval wall_total from summary.json","","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\review_additional_experiments\full_eval\epoch_0002\summary.json","clip_style=0.696; content_lpips=0.526; training_csv_count=9","full_eval_summary_wall_time_tokenizerclean","audit_full_eval_wall_time_only","TokenizerClean summary.json wall_total row; train time absent in this table and left blank."
"manual_remote_tokenizerclean_timing_evidence_20260605.csv","476","LBM","review_additional_experiments","","","","","s full_eval wall_total from summary.json","","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\review_additional_experiments\full_eval\epoch_0003\summary.json","clip_style=0.695; content_lpips=0.538; training_csv_count=9","full_eval_summary_wall_time_tokenizerclean","audit_full_eval_wall_time_only","TokenizerClean summary.json wall_total row; train time absent in this table and left blank."
"manual_remote_tokenizerclean_timing_evidence_20260605.csv","477","LBM","review_additional_experiments","","","","","s full_eval wall_total from summary.json","","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\review_additional_experiments\full_eval\epoch_0004\summary.json","clip_style=0.686; content_lpips=0.553; training_csv_count=9","full_eval_summary_wall_time_tokenizerclean","audit_full_eval_wall_time_only","TokenizerClean summary.json wall_total row; train time absent in this table and left blank."
"manual_remote_tokenizerclean_timing_evidence_20260605.csv","478","LBM","review_additional_experiments","","","","","s full_eval wall_total from summary.json","","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\review_additional_experiments\full_eval\epoch_0005\summary.json","clip_style=0.688; content_lpips=0.559; training_csv_count=9","full_eval_summary_wall_time_tokenizerclean","audit_full_eval_wall_time_only","TokenizerClean summary.json wall_total row; train time absent in this table and left blank."
"manual_remote_tokenizerclean_timing_evidence_20260605.csv","479","LBM","review_additional_experiments","","","","","s full_eval wall_total from summary.json","","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\review_additional_experiments\full_eval\epoch_0006\summary.json","clip_style=0.700; content_lpips=0.552; training_csv_count=9","full_eval_summary_wall_time_tokenizerclean","audit_full_eval_wall_time_only","TokenizerClean summary.json wall_total row; train time absent in this table and left blank."
"manual_remote_tokenizerclean_timing_evidence_20260605.csv","480","LBM","review_additional_experiments","","","","","s full_eval wall_total from summary.json","","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\review_additional_experiments\full_eval\epoch_0007\summary.json","clip_style=0.704; content_lpips=0.550; training_csv_count=9","full_eval_summary_wall_time_tokenizerclean","audit_full_eval_wall_time_only","TokenizerClean summary.json wall_total row; train time absent in this table and left blank."
"manual_remote_tokenizerclean_timing_evidence_20260605.csv","481","LBM","review_additional_experiments","","","","","s full_eval wall_total from summary.json","","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\review_additional_experiments\full_eval\epoch_0008\summary.json","clip_style=0.702; content_lpips=0.554; training_csv_count=9","full_eval_summary_wall_time_tokenizerclean","audit_full_eval_wall_time_only","TokenizerClean summary.json wall_total row; train time absent in this table and left blank."
"manual_remote_tokenizerclean_timing_evidence_20260605.csv","482","LBM","review_additional_experiments","","","","","s full_eval wall_total from summary.json","","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\review_additional_experiments\full_eval\epoch_0001\summary.json","clip_style=0.691; content_lpips=0.387; training_csv_count=9","full_eval_summary_wall_time_tokenizerclean","audit_full_eval_wall_time_only","TokenizerClean summary.json wall_total row; train time absent in this table and left blank."
"manual_remote_tokenizerclean_timing_evidence_20260605.csv","483","LBM","review_additional_experiments","","","","","s full_eval wall_total from summary.json","","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\review_additional_experiments\full_eval\epoch_0002\summary.json","clip_style=0.698; content_lpips=0.388; training_csv_count=9","full_eval_summary_wall_time_tokenizerclean","audit_full_eval_wall_time_only","TokenizerClean summary.json wall_total row; train time absent in this table and left blank."
"manual_remote_tokenizerclean_timing_evidence_20260605.csv","484","LBM","review_additional_experiments","","","","","s full_eval wall_total from summary.json","","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\review_additional_experiments\full_eval\epoch_0003\summary.json","clip_style=0.700; content_lpips=0.384; training_csv_count=9","full_eval_summary_wall_time_tokenizerclean","audit_full_eval_wall_time_only","TokenizerClean summary.json wall_total row; train time absent in this table and left blank."
"manual_remote_tokenizerclean_timing_evidence_20260605.csv","485","LBM","review_additional_experiments","","","","","s full_eval wall_total from summary.json","","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\review_additional_experiments\full_eval\epoch_0004\summary.json","clip_style=0.702; content_lpips=0.397; training_csv_count=9","full_eval_summary_wall_time_tokenizerclean","audit_full_eval_wall_time_only","TokenizerClean summary.json wall_total row; train time absent in this table and left blank."
"manual_remote_tokenizerclean_timing_evidence_20260605.csv","486","LBM","review_additional_experiments","","","","","s full_eval wall_total from summary.json","","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\review_additional_experiments\full_eval\epoch_0005\summary.json","clip_style=0.703; content_lpips=0.399; training_csv_count=9","full_eval_summary_wall_time_tokenizerclean","audit_full_eval_wall_time_only","TokenizerClean summary.json wall_total row; train time absent in this table and left blank."
"manual_remote_tokenizerclean_timing_evidence_20260605.csv","487","LBM","review_additional_experiments","","","","","s full_eval wall_total from summary.json","","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\review_additional_experiments\full_eval\epoch_0006\summary.json","clip_style=0.704; content_lpips=0.397; training_csv_count=9","full_eval_summary_wall_time_tokenizerclean","audit_full_eval_wall_time_only","TokenizerClean summary.json wall_total row; train time absent in this table and left blank."
"manual_remote_tokenizerclean_timing_evidence_20260605.csv","488","LBM","review_additional_experiments","","","","","s full_eval wall_total from summary.json","","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\review_additional_experiments\full_eval\epoch_0007\summary.json","clip_style=0.704; content_lpips=0.401; training_csv_count=9","full_eval_summary_wall_time_tokenizerclean","audit_full_eval_wall_time_only","TokenizerClean summary.json wall_total row; train time absent in this table and left blank."
"manual_remote_tokenizerclean_timing_evidence_20260605.csv","489","LBM","review_additional_experiments","","","","","s full_eval wall_total from summary.json","","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\review_additional_experiments\full_eval\epoch_0008\summary.json","clip_style=0.705; content_lpips=0.406; training_csv_count=9","full_eval_summary_wall_time_tokenizerclean","audit_full_eval_wall_time_only","TokenizerClean summary.json wall_total row; train time absent in this table and left blank."
"manual_remote_tokenizerclean_timing_evidence_20260605.csv","490","LBM","review_additional_experiments","","","","","s full_eval wall_total from summary.json","","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\review_additional_experiments\full_eval\epoch_0001\summary.json","clip_style=0.699; content_lpips=0.433; training_csv_count=9","full_eval_summary_wall_time_tokenizerclean","audit_full_eval_wall_time_only","TokenizerClean summary.json wall_total row; train time absent in this table and left blank."
"manual_remote_tokenizerclean_timing_evidence_20260605.csv","491","LBM","review_additional_experiments","","","","","s full_eval wall_total from summary.json","","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\review_additional_experiments\full_eval\epoch_0002\summary.json","clip_style=0.704; content_lpips=0.429; training_csv_count=9","full_eval_summary_wall_time_tokenizerclean","audit_full_eval_wall_time_only","TokenizerClean summary.json wall_total row; train time absent in this table and left blank."
"manual_remote_tokenizerclean_timing_evidence_20260605.csv","492","LBM","review_additional_experiments","","","","","s full_eval wall_total from summary.json","","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\review_additional_experiments\full_eval\epoch_0003\summary.json","clip_style=0.707; content_lpips=0.428; training_csv_count=9","full_eval_summary_wall_time_tokenizerclean","audit_full_eval_wall_time_only","TokenizerClean summary.json wall_total row; train time absent in this table and left blank."
"manual_remote_tokenizerclean_timing_evidence_20260605.csv","493","LBM","review_additional_experiments","","","","","s full_eval wall_total from summary.json","","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\review_additional_experiments\full_eval\epoch_0004\summary.json","clip_style=0.708; content_lpips=0.438; training_csv_count=9","full_eval_summary_wall_time_tokenizerclean","audit_full_eval_wall_time_only","TokenizerClean summary.json wall_total row; train time absent in this table and left blank."
"manual_remote_tokenizerclean_timing_evidence_20260605.csv","494","LBM","review_additional_experiments","","","","","s full_eval wall_total from summary.json","","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\review_additional_experiments\full_eval\epoch_0005\summary.json","clip_style=0.710; content_lpips=0.440; training_csv_count=9","full_eval_summary_wall_time_tokenizerclean","audit_full_eval_wall_time_only","TokenizerClean summary.json wall_total row; train time absent in this table and left blank."
"manual_remote_tokenizerclean_timing_evidence_20260605.csv","495","LBM","review_additional_experiments","","","","","s full_eval wall_total from summary.json","","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\review_additional_experiments\full_eval\epoch_0006\summary.json","clip_style=0.714; content_lpips=0.440; training_csv_count=9","full_eval_summary_wall_time_tokenizerclean","audit_full_eval_wall_time_only","TokenizerClean summary.json wall_total row; train time absent in this table and left blank."
"manual_remote_tokenizerclean_timing_evidence_20260605.csv","496","LBM","review_additional_experiments","","","","","s full_eval wall_total from summary.json","","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\review_additional_experiments\full_eval\epoch_0007\summary.json","clip_style=0.713; content_lpips=0.444; training_csv_count=9","full_eval_summary_wall_time_tokenizerclean","audit_full_eval_wall_time_only","TokenizerClean summary.json wall_total row; train time absent in this table and left blank."
"manual_remote_tokenizerclean_timing_evidence_20260605.csv","497","LBM","review_additional_experiments","","","","","s full_eval wall_total from summary.json","","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\review_additional_experiments\full_eval\epoch_0008\summary.json","clip_style=0.713; content_lpips=0.448; training_csv_count=9","full_eval_summary_wall_time_tokenizerclean","audit_full_eval_wall_time_only","TokenizerClean summary.json wall_total row; train time absent in this table and left blank."
"manual_remote_tokenizerclean_timing_evidence_20260605.csv","498","LBM","review_additional_experiments","","","","","s full_eval wall_total from summary.json","","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\review_additional_experiments\full_eval\epoch_0001\summary.json","clip_style=0.705; content_lpips=0.464; training_csv_count=9","full_eval_summary_wall_time_tokenizerclean","audit_full_eval_wall_time_only","TokenizerClean summary.json wall_total row; train time absent in this table and left blank."
"manual_remote_tokenizerclean_timing_evidence_20260605.csv","499","LBM","review_additional_experiments","","","","","s full_eval wall_total from summary.json","","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\review_additional_experiments\full_eval\epoch_0002\summary.json","clip_style=0.706; content_lpips=0.464; training_csv_count=9","full_eval_summary_wall_time_tokenizerclean","audit_full_eval_wall_time_only","TokenizerClean summary.json wall_total row; train time absent in this table and left blank."
"manual_remote_tokenizerclean_timing_evidence_20260605.csv","500","LBM","review_additional_experiments","","","","","s full_eval wall_total from summary.json","","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\review_additional_experiments\full_eval\epoch_0003\summary.json","clip_style=0.711; content_lpips=0.462; training_csv_count=9","full_eval_summary_wall_time_tokenizerclean","audit_full_eval_wall_time_only","TokenizerClean summary.json wall_total row; train time absent in this table and left blank."
"manual_remote_tokenizerclean_timing_evidence_20260605.csv","501","LBM","review_additional_experiments","","","","","s full_eval wall_total from summary.json","","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\review_additional_experiments\full_eval\epoch_0004\summary.json","clip_style=0.709; content_lpips=0.472; training_csv_count=9","full_eval_summary_wall_time_tokenizerclean","audit_full_eval_wall_time_only","TokenizerClean summary.json wall_total row; train time absent in this table and left blank."
"manual_remote_tokenizerclean_timing_evidence_20260605.csv","502","LBM","review_additional_experiments","","","","","s full_eval wall_total from summary.json","","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\review_additional_experiments\full_eval\epoch_0005\summary.json","clip_style=0.711; content_lpips=0.472; training_csv_count=9","full_eval_summary_wall_time_tokenizerclean","audit_full_eval_wall_time_only","TokenizerClean summary.json wall_total row; train time absent in this table and left blank."
"manual_remote_tokenizerclean_timing_evidence_20260605.csv","503","LBM","review_additional_experiments","","","","","s full_eval wall_total from summary.json","","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\review_additional_experiments\full_eval\epoch_0006\summary.json","clip_style=0.717; content_lpips=0.474; training_csv_count=9","full_eval_summary_wall_time_tokenizerclean","audit_full_eval_wall_time_only","TokenizerClean summary.json wall_total row; train time absent in this table and left blank."
"manual_remote_tokenizerclean_timing_evidence_20260605.csv","504","LBM","review_additional_experiments","","","","","s full_eval wall_total from summary.json","","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\review_additional_experiments\full_eval\epoch_0007\summary.json","clip_style=0.716; content_lpips=0.476; training_csv_count=9","full_eval_summary_wall_time_tokenizerclean","audit_full_eval_wall_time_only","TokenizerClean summary.json wall_total row; train time absent in this table and left blank."
"manual_remote_tokenizerclean_timing_evidence_20260605.csv","505","LBM","review_additional_experiments","","","","","s full_eval wall_total from summary.json","","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\review_additional_experiments\full_eval\epoch_0008\summary.json","clip_style=0.716; content_lpips=0.477; training_csv_count=9","full_eval_summary_wall_time_tokenizerclean","audit_full_eval_wall_time_only","TokenizerClean summary.json wall_total row; train time absent in this table and left blank."
"manual_remote_tokenizerclean_timing_evidence_20260605.csv","506","LBM","review_additional_experiments","","","","","s full_eval wall_total from summary.json","","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\review_additional_experiments\full_eval\epoch_0001\summary.json","clip_style=0.685; content_lpips=0.357; training_csv_count=9","full_eval_summary_wall_time_tokenizerclean","audit_full_eval_wall_time_only","TokenizerClean summary.json wall_total row; train time absent in this table and left blank."
"manual_remote_tokenizerclean_timing_evidence_20260605.csv","507","LBM","review_additional_experiments","","","","","s full_eval wall_total from summary.json","","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\review_additional_experiments\full_eval\epoch_0002\summary.json","clip_style=0.687; content_lpips=0.354; training_csv_count=9","full_eval_summary_wall_time_tokenizerclean","audit_full_eval_wall_time_only","TokenizerClean summary.json wall_total row; train time absent in this table and left blank."
"manual_remote_tokenizerclean_timing_evidence_20260605.csv","508","LBM","review_additional_experiments","","","","","s full_eval wall_total from summary.json","","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\review_additional_experiments\full_eval\epoch_0003\summary.json","clip_style=0.691; content_lpips=0.353; training_csv_count=9","full_eval_summary_wall_time_tokenizerclean","audit_full_eval_wall_time_only","TokenizerClean summary.json wall_total row; train time absent in this table and left blank."
"manual_remote_tokenizerclean_timing_evidence_20260605.csv","509","LBM","review_additional_experiments","","","","","s full_eval wall_total from summary.json","","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\review_additional_experiments\full_eval\epoch_0004\summary.json","clip_style=0.695; content_lpips=0.365; training_csv_count=9","full_eval_summary_wall_time_tokenizerclean","audit_full_eval_wall_time_only","TokenizerClean summary.json wall_total row; train time absent in this table and left blank."
"manual_remote_tokenizerclean_timing_evidence_20260605.csv","510","LBM","review_additional_experiments","","","","","s full_eval wall_total from summary.json","","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\review_additional_experiments\full_eval\epoch_0005\summary.json","clip_style=0.696; content_lpips=0.367; training_csv_count=9","full_eval_summary_wall_time_tokenizerclean","audit_full_eval_wall_time_only","TokenizerClean summary.json wall_total row; train time absent in this table and left blank."
"manual_remote_tokenizerclean_timing_evidence_20260605.csv","511","LBM","review_additional_experiments","","","","","s full_eval wall_total from summary.json","","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\review_additional_experiments\full_eval\epoch_0006\summary.json","clip_style=0.695; content_lpips=0.364; training_csv_count=9","full_eval_summary_wall_time_tokenizerclean","audit_full_eval_wall_time_only","TokenizerClean summary.json wall_total row; train time absent in this table and left blank."
"manual_remote_tokenizerclean_timing_evidence_20260605.csv","512","LBM","review_additional_experiments","","","","","s full_eval wall_total from summary.json","","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\review_additional_experiments\full_eval\epoch_0007\summary.json","clip_style=0.694; content_lpips=0.364; training_csv_count=9","full_eval_summary_wall_time_tokenizerclean","audit_full_eval_wall_time_only","TokenizerClean summary.json wall_total row; train time absent in this table and left blank."
"manual_remote_tokenizerclean_timing_evidence_20260605.csv","513","LBM","review_additional_experiments","","","","","s full_eval wall_total from summary.json","","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\review_additional_experiments\full_eval\epoch_0008\summary.json","clip_style=0.696; content_lpips=0.372; training_csv_count=9","full_eval_summary_wall_time_tokenizerclean","audit_full_eval_wall_time_only","TokenizerClean summary.json wall_total row; train time absent in this table and left blank."
"manual_remote_tokenizerclean_timing_evidence_20260605.csv","514","LBM","review_additional_experiments","","","","","s full_eval wall_total from summary.json","","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\review_additional_experiments\full_eval\epoch_0001\summary.json","clip_style=0.691; content_lpips=0.387; training_csv_count=9","full_eval_summary_wall_time_tokenizerclean","audit_full_eval_wall_time_only","TokenizerClean summary.json wall_total row; train time absent in this table and left blank."
"manual_remote_tokenizerclean_timing_evidence_20260605.csv","515","LBM","review_additional_experiments","","","","","s full_eval wall_total from summary.json","","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\review_additional_experiments\full_eval\epoch_0002\summary.json","clip_style=0.698; content_lpips=0.389; training_csv_count=9","full_eval_summary_wall_time_tokenizerclean","audit_full_eval_wall_time_only","TokenizerClean summary.json wall_total row; train time absent in this table and left blank."
"manual_remote_tokenizerclean_timing_evidence_20260605.csv","516","LBM","review_additional_experiments","","","","","s full_eval wall_total from summary.json","","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\review_additional_experiments\full_eval\epoch_0003\summary.json","clip_style=0.700; content_lpips=0.385; training_csv_count=9","full_eval_summary_wall_time_tokenizerclean","audit_full_eval_wall_time_only","TokenizerClean summary.json wall_total row; train time absent in this table and left blank."
"manual_remote_tokenizerclean_timing_evidence_20260605.csv","517","LBM","review_additional_experiments","","","","","s full_eval wall_total from summary.json","","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\review_additional_experiments\full_eval\epoch_0004\summary.json","clip_style=0.702; content_lpips=0.397; training_csv_count=9","full_eval_summary_wall_time_tokenizerclean","audit_full_eval_wall_time_only","TokenizerClean summary.json wall_total row; train time absent in this table and left blank."
"manual_remote_tokenizerclean_timing_evidence_20260605.csv","518","LBM","review_additional_experiments","","","","","s full_eval wall_total from summary.json","","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\review_additional_experiments\full_eval\epoch_0005\summary.json","clip_style=0.703; content_lpips=0.398; training_csv_count=9","full_eval_summary_wall_time_tokenizerclean","audit_full_eval_wall_time_only","TokenizerClean summary.json wall_total row; train time absent in this table and left blank."
"manual_remote_tokenizerclean_timing_evidence_20260605.csv","519","LBM","review_additional_experiments","","","","","s full_eval wall_total from summary.json","","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\review_additional_experiments\full_eval\epoch_0006\summary.json","clip_style=0.704; content_lpips=0.396; training_csv_count=9","full_eval_summary_wall_time_tokenizerclean","audit_full_eval_wall_time_only","TokenizerClean summary.json wall_total row; train time absent in this table and left blank."
"manual_remote_tokenizerclean_timing_evidence_20260605.csv","520","LBM","review_additional_experiments","","","","","s full_eval wall_total from summary.json","","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\review_additional_experiments\full_eval\epoch_0007\summary.json","clip_style=0.703; content_lpips=0.400; training_csv_count=9","full_eval_summary_wall_time_tokenizerclean","audit_full_eval_wall_time_only","TokenizerClean summary.json wall_total row; train time absent in this table and left blank."
"manual_remote_tokenizerclean_timing_evidence_20260605.csv","521","LBM","review_additional_experiments","","","","","s full_eval wall_total from summary.json","","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\review_additional_experiments\full_eval\epoch_0008\summary.json","clip_style=0.705; content_lpips=0.406; training_csv_count=9","full_eval_summary_wall_time_tokenizerclean","audit_full_eval_wall_time_only","TokenizerClean summary.json wall_total row; train time absent in this table and left blank."
"manual_remote_tokenizerclean_timing_evidence_20260605.csv","522","LBM","review_additional_experiments","","","","","s full_eval wall_total from summary.json","","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\review_additional_experiments\full_eval\epoch_0001\summary.json","clip_style=0.695; content_lpips=0.412; training_csv_count=9","full_eval_summary_wall_time_tokenizerclean","audit_full_eval_wall_time_only","TokenizerClean summary.json wall_total row; train time absent in this table and left blank."
