"remote_root","exp_dir","total_mb","weight_count","weight_mb","docs_hit_count","master_log_hit_count","review_doc_hit_count","paper_hit_count","summary_count","config_exists","training_csv_count","action","deletion_scope","reason","weight_names","summary_metrics","citation_hit_files","internal_evidence_source","citation_source"
"I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge","representation_probes","12.845","2","9.906","0","0","0","0","43","False","0","delete_ckpt_candidate_uncited_with_summary","delete .pt/.ckpt/.pth only; retain config/log/summary/metrics/png/csv","uncited non-aaai exploratory/sweep directory with summary/metrics retained; eligible for checkpoint-only deletion while keeping data evidence","latent_style_classifier_w192.pt;latent_style_classifier_w64.pt","ema_test_n30_e8:clip=;lpips=;wall= | ema_test_n30_gain4_adapt_e2:clip=;lpips=;wall= | ema_test_n30_spectral_stat_full_adapt_e2_b48:clip=;lpips=;wall= | ema_test_n30_spectral_stat_tokonly_e4_b64:clip=;lpips=;wall= | ema_test_n30_tokonly_e4:clip=;lpips=;wall= | ema_train_n256_e8:clip=;lpips=;wall= | field_control_gain1_n2:clip=;lpips=;wall= | field_control_gain2_n2:clip=;lpips=;wall= | field_control_gain4_adapt_e2_n2:clip=;lpips=;wall= | field_control_gain4_n2:clip=;lpips=;wall= | field_control_spectral_stat_full_adapt_e2_b48_n2:clip=;lpips=;wall= | field_control_spectral_stat_full_adapt_e2_b48_n2_scale:clip=;lpips=;wall= | field_control_split_axis_execdecoder_40b_lr2e4_n2:clip=;lpips=;wall= | field_control_split_axis_execdecoder_bound070_120b_lr2e4_n2:clip=;lpips=;wall= | field_control_split_axis_execdecoder_bound090_120b_lr2e4_n2:clip=;lpips=;wall= | field_control_split_axis_execdecoder_fieldbound_c045_s090_g110_120b_n2:clip=;lpips=;wall= | field_control_split_axis_execdecoder_tokprobe_e1_b32_n2:clip=;lpips=;wall= | field_control_split_axis_fieldconsume_probe_truegrad_e1_n2:clip=;lpips=;wall= | field_control_split_axis_metric_truegrad_e1_n2:clip=;lpips=;wall= | intrinsic_e8:clip=;lpips=;wall= | intrinsic_gain4_adapt_e2:clip=;lpips=;wall= | intrinsic_metric_direct_train512:clip=;lpips=;wall= | intrinsic_spectral_tokonly_e4:clip=;lpips=;wall= | separability_derivgate_fieldbound_g005:clip=;lpips=;wall= | separability_fieldbound_best:clip=;lpips=;wall= | separability_geomnorm:clip=;lpips=;wall= | separability_geostat_execdecoder:clip=;lpips=;wall= | separability_geostat_g005:clip=;lpips=;wall= | split_axis_geometry_derivative_filter_rank4_120b:clip=;lpips=;wall= | split_axis_geometry_derivgate_fieldbound_g005_120b_field_control:clip=;lpips=;wall= | split_axis_geometry_filter_rank4_120b:clip=;lpips=;wall= | split_axis_geometry_spatial_rank4_120b:clip=;lpips=;wall= | split_axis_geostat_execdecoder_fieldbound_120b_field_control:clip=;lpips=;wall= | split_axis_tokenizer_geomnorm_120b_field_control:clip=;lpips=;wall= | split_axis_tokenizer_geostat_120b:clip=;lpips=;wall= | split_axis_tokenizer_geostat_g005_120b_field_control:clip=;lpips=;wall= | target_sep_directional_e300_b16_n6:clip=;lpips=;wall= | target_sep_directional_from_spectral_e120_n6:clip=;lpips=;wall= | target_sep_directional_smoke_b16_n6:clip=;lpips=;wall= | target_sep_e8_direct_atom_n6:clip=;lpips=;wall= | target_sep_metric_direct_n6:clip=;lpips=;wall= | target_sep_spectral_full_adapt_e2_n6:clip=;lpips=;wall= | target_sep_spectral_guard_from_spectral_e2_n6:clip=;lpips=;wall=","","manual_remote_tokenizerclean_exp_internal_evidence_20260605.csv","manual_remote_tokenizerclean_exp_citation_graph_all_20260605.csv"
"I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge","review_additional_experiments","23.138","0","0.000","8","0","0","0","78","False","9","keep_cited_until_citation_migrated","none","referenced by docs/reviews/master log/paper-facing files; TokenizerClean exp-surface policy says cited exp paths stay in place","","epoch_0001:clip=0.700;lpips=0.432;wall= | epoch_0001:clip=0.700;lpips=0.432;wall= | epoch_0002:clip=0.704;lpips=0.430;wall= | epoch_0003:clip=0.707;lpips=0.428;wall= | epoch_0004:clip=0.707;lpips=0.438;wall= | epoch_0005:clip=0.710;lpips=0.439;wall= | epoch_0006:clip=0.714;lpips=0.440;wall= | epoch_0007:clip=0.713;lpips=0.443;wall= | epoch_0008:clip=0.713;lpips=0.447;wall= | epoch_0001:clip=0.707;lpips=0.483;wall= | epoch_0002:clip=0.703;lpips=0.491;wall= | epoch_0003:clip=0.707;lpips=0.495;wall= | epoch_0004:clip=0.704;lpips=0.507;wall= | epoch_0005:clip=0.707;lpips=0.509;wall= | epoch_0006:clip=0.715;lpips=0.505;wall= | epoch_0007:clip=0.716;lpips=0.504;wall= | epoch_0008:clip=0.714;lpips=0.506;wall= | epoch_0001:clip=0.706;lpips=0.501;wall= | epoch_0002:clip=0.696;lpips=0.526;wall= | epoch_0003:clip=0.695;lpips=0.538;wall= | epoch_0004:clip=0.686;lpips=0.553;wall= | epoch_0005:clip=0.688;lpips=0.559;wall= | epoch_0006:clip=0.700;lpips=0.552;wall= | epoch_0007:clip=0.704;lpips=0.550;wall= | epoch_0008:clip=0.702;lpips=0.554;wall= | epoch_0001:clip=0.691;lpips=0.387;wall= | epoch_0002:clip=0.698;lpips=0.388;wall= | epoch_0003:clip=0.700;lpips=0.384;wall= | epoch_0004:clip=0.702;lpips=0.397;wall= | epoch_0005:clip=0.703;lpips=0.399;wall= | epoch_0006:clip=0.704;lpips=0.397;wall= | epoch_0007:clip=0.704;lpips=0.401;wall= | epoch_0008:clip=0.705;lpips=0.406;wall= | epoch_0001:clip=0.699;lpips=0.433;wall= | epoch_0002:clip=0.704;lpips=0.429;wall= | epoch_0003:clip=0.707;lpips=0.428;wall= | epoch_0004:clip=0.708;lpips=0.438;wall= | epoch_0005:clip=0.710;lpips=0.440;wall= | epoch_0006:clip=0.714;lpips=0.440;wall= | epoch_0007:clip=0.713;lpips=0.444;wall= | epoch_0008:clip=0.713;lpips=0.448;wall= | epoch_0001:clip=0.705;lpips=0.464;wall= | epoch_0002:clip=0.706;lpips=0.464;wall= | epoch_0003:clip=0.711;lpips=0.462;wall= | epoch_0004:clip=0.709;lpips=0.472;wall= | epoch_0005:clip=0.711;lpips=0.472;wall= | epoch_0006:clip=0.717;lpips=0.474;wall= | epoch_0007:clip=0.716;lpips=0.476;wall= | epoch_0008:clip=0.716;lpips=0.477;wall= | epoch_0001:clip=0.685;lpips=0.357;wall= | epoch_0002:clip=0.687;lpips=0.354;wall= | epoch_0003:clip=0.691;lpips=0.353;wall= | epoch_0004:clip=0.695;lpips=0.365;wall= | epoch_0005:clip=0.696;lpips=0.367;wall= | epoch_0006:clip=0.695;lpips=0.364;wall= | epoch_0007:clip=0.694;lpips=0.364;wall= | epoch_0008:clip=0.696;lpips=0.372;wall= | epoch_0001:clip=0.691;lpips=0.387;wall= | epoch_0002:clip=0.698;lpips=0.389;wall= | epoch_0003:clip=0.700;lpips=0.385;wall= | epoch_0004:clip=0.702;lpips=0.397;wall= | epoch_0005:clip=0.703;lpips=0.398;wall= | epoch_0006:clip=0.704;lpips=0.396;wall= | epoch_0007:clip=0.703;lpips=0.400;wall= | epoch_0008:clip=0.705;lpips=0.406;wall= | epoch_0001:clip=0.695;lpips=0.412;wall= | epoch_0002:clip=0.702;lpips=0.411;wall= | epoch_0003:clip=0.704;lpips=0.407;wall= | epoch_0004:clip=0.705;lpips=0.418;wall= | epoch_0005:clip=0.707;lpips=0.421;wall= | epoch_0006:clip=0.710;lpips=0.421;wall= | epoch_0007:clip=0.710;lpips=0.424;wall= | epoch_0008:clip=0.710;lpips=0.428;wall= | steps_01:clip=0.716;lpips=0.451;wall= | steps_04:clip=0.716;lpips=0.451;wall= | steps_08:clip=0.716;lpips=0.451;wall= | steps_12:clip=0.716;lpips=0.451;wall= | steps_16:clip=0.716;lpips=0.451;wall=","docs\experiments\2026-05-16-directory-cleanup-pass-1.md;docs\experiments\2026-06-03-exp-surface-classification.md;docs\experiments\comparison_20260602\lancet_history_by_dataset.md;docs\experiments\comparison_20260602\lancet_history_registry.csv;docs\experiments\comparison_20260602\lancet_history_registry.json;docs\experiments\comparison_20260602\lancet_representative_points.csv;docs\experiments\comparison_20260602\scatter_points.csv;docs\maths\FULL_EVIDENCE_ANALYSIS_2026-05-16.md","manual_remote_tokenizerclean_exp_internal_evidence_20260605.csv","manual_remote_tokenizerclean_exp_citation_graph_all_20260605.csv"
"I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge","runs","78.028","0","0.000","52","0","15","2","23","False","42","keep_cited_until_citation_migrated","none","referenced by docs/reviews/master log/paper-facing files; TokenizerClean exp-surface policy says cited exp paths stay in place","","o10e:clip=0.711;lpips=0.620;wall= | o10l1:clip=0.712;lpips=0.573;wall= | o10l2:clip=0.715;lpips=0.557;wall= | o10l3:clip=0.714;lpips=0.543;wall= | o10l4:clip=0.713;lpips=0.539;wall= | o10l5:clip=0.715;lpips=0.535;wall= | o10m1:clip=0.703;lpips=0.465;wall= | o10m2:clip=0.700;lpips=0.429;wall= | o10m3:clip=0.710;lpips=0.488;wall= | o10pb:clip=0.712;lpips=0.539;wall= | o10pc:clip=0.712;lpips=0.536;wall= | o10pn:clip=0.703;lpips=0.422;wall= | o10pr:clip=0.711;lpips=0.541;wall= | o10s:clip=0.710;lpips=0.589;wall= | epoch_0010:clip=0.702;lpips=0.443;wall= | epoch_0020:clip=0.705;lpips=0.450;wall= | o20a:clip=0.667;lpips=0.296;wall= | o20cahf:clip=0.689;lpips=0.455;wall= | o20d1:clip=0.713;lpips=0.555;wall= | o20d2:clip=0.715;lpips=0.550;wall= | o20d3:clip=0.716;lpips=0.544;wall= | o20k3p135:clip=0.697;lpips=0.446;wall= | o30e3:clip=0.676;lpips=0.329;wall=","aaai_submission\final\paper.tex;aaai_submission\paper_aaai2026.tex;docs\aaai2027_working_index_20260602.md;docs\experiments\2026-05-09-black-dot-mitigation-report.md;docs\experiments\2026-05-10-full-dimensional-orthogonal-sweep-plan.md;docs\experiments\2026-05-11-baseline-reproduction-lab-notes.md;docs\experiments\2026-05-11-baseline-reproduction-progress.md;docs\experiments\2026-05-16-phase1-diagnostic-launcher.md;docs\experiments\2026-05-30-tokenizer-restart-design.md;docs\experiments\2026-05-31-aaai-saswd-plan.md;docs\experiments\2026-06-01-main-table-gap-analysis.md;docs\experiments\2026-06-02-aaai2027-paper-update-plan.md;docs\experiments\2026-06-02-distinct5-512-lancet-representation-speed.md;docs\experiments\2026-06-02-wikiart512-inference-speed.md;docs\experiments\2026-06-03-exp-surface-classification.md;docs\experiments\2026-06-03-flow-loss-metric-ablation\README.md;docs\experiments\2026-06-03-flow-loss-metric-ablation-protocol.md;docs\experiments\2026-06-03-selected-style-metrics-helper-smoke.md;docs\experiments\2026-06-03-time-to-parity\README.md;docs\experiments\2026-06-03-tokenizer-execution-alignment-protocol.md;docs\experiments\aaai2027_experiment_logging_contract_20260603.md;docs\experiments\blackdot_mitigation_runs.csv;docs\experiments\comparison_20260602\comparison_report.md;docs\experiments\comparison_20260602\lancet_history_registry.csv;docs\experiments\comparison_20260602\lancet_history_registry.json;docs\experiments\comparison_20260602\README.md;docs\experiments\comparison_20260602\scatter_points.csv;docs\experiments\distinct5_512_20260602\historical_experiments.md;docs\experiments\distinct5_512_20260602\lancet_runs.md;docs\experiments\distinct5_512_20260602\README.zh.md;docs\experiments\experiment_registry.csv;docs\experiments\experiment_registry.json;docs\experiments\metric_hacking_noop_20260602\README.md;docs\maths\05_style_transfer_problem_and_next_switches.md;docs\maths\CSV_STATISTICAL_APPENDIX_2026-05-16.md;docs\maths\FULL_EVIDENCE_ANALYSIS_2026-05-16.md;docs\quickstart.md;docs\reviews\aaai2027_adversarial_review_20260602.md;docs\reviews\aaai2027_adversarial_review_20260602_r2.md;docs\reviews\aaai2027_agent_ops_20260603.md;docs\reviews\aaai2027_boundary_followup_overclaims_20260603.md;docs\reviews\aaai2027_claim_safety_memo_20260603.md;docs\reviews\aaai2027_experiment_audit_20260602.md;docs\reviews\aaai2027_gate_c_time_to_parity_audit_20260603.md;docs\reviews\aaai2027_review_consensus_20260603.md;docs\reviews\aaai2027_review_score_log.csv;docs\reviews\aaai2027_rewrite_hit_list_20260603.md;docs\reviews\aaai2027_theory_owner_audit_20260603.md;docs\reviews\aaai2027_tokenizer_execution_packet_prelaunch_reread_20260603.md;docs\reviews\aaai2027_weak_reject_gate_checklist_20260603.md;docs\reviews\aaai2027_weak_reject_pressure_memo_20260603.md;docs\reviews\tokenizer_representation_theory_queue_20260603.md","manual_remote_tokenizerclean_exp_internal_evidence_20260605.csv","manual_remote_tokenizerclean_exp_citation_graph_all_20260605.csv"
"I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge","saswd_axis_h_base_seed42_b44_saswd_random","0.005","0","0.000","5","1","2","0","0","False","0","keep_cited_until_citation_migrated","none","referenced by docs/reviews/master log/paper-facing files; TokenizerClean exp-surface policy says cited exp paths stay in place","","","docs\experiments\2026-06-03-saswd-axis-ablation\launch_manifest_20260603.md;docs\experiments\2026-06-03-saswd-axis-ablation\README.md;docs\experiments\aaai2027_master_experiment_log.csv;docs\reviews\aaai2027_agent_ops_20260603.md;docs\reviews\aaai2027_weak_reject_gate_checklist_20260603.md","manual_remote_tokenizerclean_exp_internal_evidence_20260605.csv","manual_remote_tokenizerclean_exp_citation_graph_all_20260605.csv"
"I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge","saswd_axis_h_base_seed42_b44_saswd_semantic","0.005","0","0.000","5","1","1","0","0","False","0","keep_cited_until_citation_migrated","none","referenced by docs/reviews/master log/paper-facing files; TokenizerClean exp-surface policy says cited exp paths stay in place","","","docs\experiments\2026-06-03-saswd-axis-ablation\launch_manifest_20260603.md;docs\experiments\2026-06-03-saswd-axis-ablation\README.md;docs\experiments\aaai2027_experiment_logging_contract_20260603.md;docs\experiments\aaai2027_master_experiment_log.csv;docs\reviews\aaai2027_weak_reject_gate_checklist_20260603.md","manual_remote_tokenizerclean_exp_internal_evidence_20260605.csv","manual_remote_tokenizerclean_exp_citation_graph_all_20260605.csv"
"I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge","scripts","0.103","0","0.000","13","0","2","2","0","False","0","keep_cited_until_citation_migrated","none","referenced by docs/reviews/master log/paper-facing files; TokenizerClean exp-surface policy says cited exp paths stay in place","","","aaai_submission\figures\README.md;aaai_submission\framework_figure.tikz.tex;docs\aaai2027_working_index_20260602.md;docs\cleanup\worktree_triage_20260603.md;docs\experiments\2026-05-11-baseline-reproduction-lab-notes.md;docs\experiments\2026-05-11-baseline-reproduction-progress.md;docs\experiments\2026-05-16-root-directory-audit.md;docs\experiments\2026-06-02-aaai2027-paper-update-plan.md;docs\experiments\2026-06-03-exp-surface-classification.md;docs\references\ai_research_prompt_usage_20260602.md;docs\remote_server.md;docs\reviews\aaai2027_scorecard_20260602.md;docs\reviews\tokenizer_probe_checkpoint_reselection_policy_20260603.md","manual_remote_tokenizerclean_exp_internal_evidence_20260605.csv","manual_remote_tokenizerclean_exp_citation_graph_all_20260605.csv"
"I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge","smoke_lowfreq_moment_hfguard_b48","0.351","0","0.000","0","0","0","0","0","True","1","no_checkpoint_delete","none","no .pt/.ckpt/.pth files found; if space cleanup is desired this needs a generated-image/archive policy, not ckpt cleanup","","","","manual_remote_tokenizerclean_exp_internal_evidence_20260605.csv","manual_remote_tokenizerclean_exp_citation_graph_all_20260605.csv"
"I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge","spatial_prototype_init","875.242","8","349.133","0","0","0","0","7","False","0","delete_ckpt_candidate_uncited_with_summary","delete .pt/.ckpt/.pth only; retain config/log/summary/metrics/png/csv","uncited non-aaai exploratory/sweep directory with summary/metrics retained; eligible for checkpoint-only deletion while keeping data evidence","spectral_stat_e2_spatial_proto_blend015.pt;spectral_stat_e2_spatial_proto_blend025.pt;spectral_stat_e2_spatial_proto_blend025_gate_g2_min25.pt;spectral_stat_e2_spatial_proto_blend050.pt;spectral_stat_e2_spatial_proto_lowk5_a050.pt;spectral_stat_e2_spatial_proto_lowk5_a075.pt;spectral_stat_e2_spatial_proto_n256.pt;spectral_stat_e2_spatial_proto_n256_gate_g2_min25.pt","eval_blend015_quick_n6:clip=;lpips=;wall= | eval_blend025_gate_g2_min25_quick_n6:clip=;lpips=;wall= | eval_blend025_quick_n6:clip=;lpips=;wall= | eval_lowk5_a050_quick_n6:clip=;lpips=;wall= | eval_lowk5_a075_quick_n6:clip=;lpips=;wall= | eval_proto_gate_g2_min25_quick_n6:clip=;lpips=;wall= | eval_spectral_stat_e2_spatial_proto_n256_quick_n6:clip=;lpips=;wall=","","manual_remote_tokenizerclean_exp_internal_evidence_20260605.csv","manual_remote_tokenizerclean_exp_citation_graph_all_20260605.csv"
"I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge","split_axis_color_channel_operator_120b_b80","15.490","1","15.045","0","0","0","0","0","True","1","review_ckpt_candidate_no_summary","none in this pass","uncited weight directory but no summary.json found; checkpoint may be the only model artifact, so do not delete before deeper manual owner review","epoch_0001.pt","","","manual_remote_tokenizerclean_exp_internal_evidence_20260605.csv","manual_remote_tokenizerclean_exp_citation_graph_all_20260605.csv"
"I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge","split_axis_color_channel_operator_realism4_120b_b80","15.491","1","15.045","0","0","0","0","0","True","1","review_ckpt_candidate_no_summary","none in this pass","uncited weight directory but no summary.json found; checkpoint may be the only model artifact, so do not delete before deeper manual owner review","epoch_0001.pt","","","manual_remote_tokenizerclean_exp_internal_evidence_20260605.csv","manual_remote_tokenizerclean_exp_citation_graph_all_20260605.csv"
"I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge","split_axis_execdecoder_40b_lr2e4","89.386","1","15.046","0","0","0","0","1","True","1","delete_ckpt_candidate_uncited_with_summary","delete .pt/.ckpt/.pth only; retain config/log/summary/metrics/png/csv","uncited non-aaai exploratory/sweep directory with summary/metrics retained; eligible for checkpoint-only deletion while keeping data evidence","epoch_0001.pt","quick_eval_n6:clip=;lpips=;wall=","","manual_remote_tokenizerclean_exp_internal_evidence_20260605.csv","manual_remote_tokenizerclean_exp_citation_graph_all_20260605.csv"
"I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge","split_axis_execdecoder_bound070_120b_lr2e4","89.196","1","15.046","0","0","0","0","1","True","1","delete_ckpt_candidate_uncited_with_summary","delete .pt/.ckpt/.pth only; retain config/log/summary/metrics/png/csv","uncited non-aaai exploratory/sweep directory with summary/metrics retained; eligible for checkpoint-only deletion while keeping data evidence","epoch_0001.pt","quick_eval_n6:clip=;lpips=;wall=","","manual_remote_tokenizerclean_exp_internal_evidence_20260605.csv","manual_remote_tokenizerclean_exp_citation_graph_all_20260605.csv"
"I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge","split_axis_execdecoder_bound090_120b_lr2e4","89.103","1","15.046","0","0","0","0","1","True","1","delete_ckpt_candidate_uncited_with_summary","delete .pt/.ckpt/.pth only; retain config/log/summary/metrics/png/csv","uncited non-aaai exploratory/sweep directory with summary/metrics retained; eligible for checkpoint-only deletion while keeping data evidence","epoch_0001.pt","quick_eval_n6:clip=;lpips=;wall=","","manual_remote_tokenizerclean_exp_internal_evidence_20260605.csv","manual_remote_tokenizerclean_exp_citation_graph_all_20260605.csv"
"I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge","split_axis_execdecoder_fieldbound_c045_s090_g110_120b","178.049","2","30.095","0","0","0","0","2","True","3","delete_ckpt_candidate_uncited_with_summary","delete .pt/.ckpt/.pth only; retain config/log/summary/metrics/png/csv","uncited non-aaai exploratory/sweep directory with summary/metrics retained; eligible for checkpoint-only deletion while keeping data evidence","epoch_0001.pt;epoch_0001_budget_safety125.pt","quick_eval_n6:clip=;lpips=;wall= | quick_eval_n6_s115:clip=;lpips=;wall=","","manual_remote_tokenizerclean_exp_internal_evidence_20260605.csv","manual_remote_tokenizerclean_exp_citation_graph_all_20260605.csv"
"I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge","split_axis_execdecoder_tokprobe_e1_b32","120.387","1","43.635","0","0","0","0","1","True","1","delete_ckpt_candidate_uncited_with_summary","delete .pt/.ckpt/.pth only; retain config/log/summary/metrics/png/csv","uncited non-aaai exploratory/sweep directory with summary/metrics retained; eligible for checkpoint-only deletion while keeping data evidence","epoch_0001.pt","quick_eval_n6:clip=;lpips=;wall=","","manual_remote_tokenizerclean_exp_internal_evidence_20260605.csv","manual_remote_tokenizerclean_exp_citation_graph_all_20260605.csv"
"I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge","split_axis_geometry_derivative_filter_rank4_120b","90.250","1","15.101","0","0","0","0","1","True","1","delete_ckpt_candidate_uncited_with_summary","delete .pt/.ckpt/.pth only; retain config/log/summary/metrics/png/csv","uncited non-aaai exploratory/sweep directory with summary/metrics retained; eligible for checkpoint-only deletion while keeping data evidence","epoch_0001.pt","quick_eval_n6:clip=;lpips=;wall=","","manual_remote_tokenizerclean_exp_internal_evidence_20260605.csv","manual_remote_tokenizerclean_exp_citation_graph_all_20260605.csv"
"I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge","split_axis_geometry_derivgate_fieldbound_g005_120b","89.254","1","15.104","1","0","0","0","1","True","1","keep_cited_until_citation_migrated","none","referenced by docs/reviews/master log/paper-facing files; TokenizerClean exp-surface policy says cited exp paths stay in place","epoch_0001.pt","quick_eval:clip=;lpips=;wall=","docs\experiments\distinct5_512_20260602\historical_experiments.md","manual_remote_tokenizerclean_exp_internal_evidence_20260605.csv","manual_remote_tokenizerclean_exp_citation_graph_all_20260605.csv"
"I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge","split_axis_geometry_filter_rank4_120b","90.191","1","15.101","0","0","0","0","1","True","1","delete_ckpt_candidate_uncited_with_summary","delete .pt/.ckpt/.pth only; retain config/log/summary/metrics/png/csv","uncited non-aaai exploratory/sweep directory with summary/metrics retained; eligible for checkpoint-only deletion while keeping data evidence","epoch_0001.pt","quick_eval_n6:clip=;lpips=;wall=","","manual_remote_tokenizerclean_exp_internal_evidence_20260605.csv","manual_remote_tokenizerclean_exp_citation_graph_all_20260605.csv"
"I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge","split_axis_geometry_spatial_rank4_120b","91.630","1","16.548","0","0","0","0","1","True","1","delete_ckpt_candidate_uncited_with_summary","delete .pt/.ckpt/.pth only; retain config/log/summary/metrics/png/csv","uncited non-aaai exploratory/sweep directory with summary/metrics retained; eligible for checkpoint-only deletion while keeping data evidence","epoch_0001.pt","quick_eval_n6:clip=;lpips=;wall=","","manual_remote_tokenizerclean_exp_internal_evidence_20260605.csv","manual_remote_tokenizerclean_exp_citation_graph_all_20260605.csv"
"I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge","split_axis_geostat_execdecoder_fieldbound_120b","88.927","1","15.047","0","0","0","0","1","True","1","delete_ckpt_candidate_uncited_with_summary","delete .pt/.ckpt/.pth only; retain config/log/summary/metrics/png/csv","uncited non-aaai exploratory/sweep directory with summary/metrics retained; eligible for checkpoint-only deletion while keeping data evidence","epoch_0001.pt","quick_eval:clip=;lpips=;wall=","","manual_remote_tokenizerclean_exp_internal_evidence_20260605.csv","manual_remote_tokenizerclean_exp_citation_graph_all_20260605.csv"
"I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge","split_axis_high_channel_operator_120b_b80","15.498","1","15.049","0","0","0","0","0","True","1","review_ckpt_candidate_no_summary","none in this pass","uncited weight directory but no summary.json found; checkpoint may be the only model artifact, so do not delete before deeper manual owner review","epoch_0001.pt","","","manual_remote_tokenizerclean_exp_internal_evidence_20260605.csv","manual_remote_tokenizerclean_exp_citation_graph_all_20260605.csv"
"I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge","split_axis_spatial_gate_channel_tokonly_120b","16.374","1","16.374","0","0","0","0","0","False","0","review_ckpt_candidate_no_summary","none in this pass","uncited weight directory but no summary.json found; checkpoint may be the only model artifact, so do not delete before deeper manual owner review","epoch_0001.pt","","","manual_remote_tokenizerclean_exp_internal_evidence_20260605.csv","manual_remote_tokenizerclean_exp_citation_graph_all_20260605.csv"
"I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge","split_axis_tokenizer_geomnorm_120b","90.289","1","16.365","0","0","0","0","1","True","1","delete_ckpt_candidate_uncited_with_summary","delete .pt/.ckpt/.pth only; retain config/log/summary/metrics/png/csv","uncited non-aaai exploratory/sweep directory with summary/metrics retained; eligible for checkpoint-only deletion while keeping data evidence","epoch_0001.pt","quick_eval:clip=;lpips=;wall=","","manual_remote_tokenizerclean_exp_internal_evidence_20260605.csv","manual_remote_tokenizerclean_exp_citation_graph_all_20260605.csv"
"I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge","split_axis_tokenizer_geostat_120b","90.285","1","16.365","0","0","0","0","1","True","2","delete_ckpt_candidate_uncited_with_summary","delete .pt/.ckpt/.pth only; retain config/log/summary/metrics/png/csv","uncited non-aaai exploratory/sweep directory with summary/metrics retained; eligible for checkpoint-only deletion while keeping data evidence","epoch_0001.pt","quick_eval_n6:clip=;lpips=;wall=","","manual_remote_tokenizerclean_exp_internal_evidence_20260605.csv","manual_remote_tokenizerclean_exp_citation_graph_all_20260605.csv"
"I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge","split_axis_tokenizer_geostat_g005_120b","90.299","1","16.365","0","0","0","0","1","True","1","delete_ckpt_candidate_uncited_with_summary","delete .pt/.ckpt/.pth only; retain config/log/summary/metrics/png/csv","uncited non-aaai exploratory/sweep directory with summary/metrics retained; eligible for checkpoint-only deletion while keeping data evidence","epoch_0001.pt","quick_eval:clip=;lpips=;wall=","","manual_remote_tokenizerclean_exp_internal_evidence_20260605.csv","manual_remote_tokenizerclean_exp_citation_graph_all_20260605.csv"
"I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge","temp_anneal_proper","0.002","0","0.000","0","0","0","0","0","False","0","no_checkpoint_delete","none","no .pt/.ckpt/.pth files found; if space cleanup is desired this needs a generated-image/archive policy, not ckpt cleanup","","","","manual_remote_tokenizerclean_exp_internal_evidence_20260605.csv","manual_remote_tokenizerclean_exp_citation_graph_all_20260605.csv"
