"path","action","delete_class","size_mb","extension","last_write_time","deleted_at","reason","evidence_files","error"
"G:\GitHub\Latent_Style\Related_Works\run_511\outputs\review_baseline_suite_full4g\cast\checkpoints\run511_cast\10_net_P_style.pth","deleted","manual_local_relatedworks_run511_output_checkpoint","151.879422",".pth","2026-05-13T23:41:02","2026-06-05T06:03:57","Manual local audit: Related_Works run_511 generated baseline/smoke suite checkpoint; summary.csv/json, train/infer logs, and timing_summary.csv retained.","Related_Works/run_511/outputs/<run>/summary.csv,json; logs/*.log; Related_Works/results/metrics_summary/timing_summary.csv",""
"G:\GitHub\Latent_Style\Related_Works\run_511\outputs\review_baseline_suite_full4g\cast\checkpoints\run511_cast\15_915_net_AE.pth","deleted","manual_local_relatedworks_run511_output_checkpoint","13.380618",".pth","2026-05-13T23:42:28","2026-06-05T06:03:57","Manual local audit: Related_Works run_511 generated baseline/smoke suite checkpoint; summary.csv/json, train/infer logs, and timing_summary.csv retained.","Related_Works/run_511/outputs/<run>/summary.csv,json; logs/*.log; Related_Works/results/metrics_summary/timing_summary.csv",""
"G:\GitHub\Latent_Style\Related_Works\run_511\outputs\review_baseline_suite_full4g\cast\checkpoints\run511_cast\15_915_net_D.pth","deleted","manual_local_relatedworks_run511_output_checkpoint","119.22204",".pth","2026-05-13T23:42:28","2026-06-05T06:03:57","Manual local audit: Related_Works run_511 generated baseline/smoke suite checkpoint; summary.csv/json, train/infer logs, and timing_summary.csv retained.","Related_Works/run_511/outputs/<run>/summary.csv,json; logs/*.log; Related_Works/results/metrics_summary/timing_summary.csv",""
"G:\GitHub\Latent_Style\Related_Works\run_511\outputs\review_baseline_suite_full4g\cast\checkpoints\run511_cast\15_915_net_Dec_A.pth","deleted","manual_local_relatedworks_run511_output_checkpoint","13.37824",".pth","2026-05-13T23:42:28","2026-06-05T06:03:57","Manual local audit: Related_Works run_511 generated baseline/smoke suite checkpoint; summary.csv/json, train/infer logs, and timing_summary.csv retained.","Related_Works/run_511/outputs/<run>/summary.csv,json; logs/*.log; Related_Works/results/metrics_summary/timing_summary.csv",""
"G:\GitHub\Latent_Style\Related_Works\run_511\outputs\review_baseline_suite_full4g\cast\checkpoints\run511_cast\15_915_net_Dec_B.pth","deleted","manual_local_relatedworks_run511_output_checkpoint","13.37824",".pth","2026-05-13T23:42:28","2026-06-05T06:03:57","Manual local audit: Related_Works run_511 generated baseline/smoke suite checkpoint; summary.csv/json, train/infer logs, and timing_summary.csv retained.","Related_Works/run_511/outputs/<run>/summary.csv,json; logs/*.log; Related_Works/results/metrics_summary/timing_summary.csv",""
"G:\GitHub\Latent_Style\Related_Works\run_511\outputs\review_baseline_suite_full4g\cast\checkpoints\run511_cast\15_915_net_D_A.pth","deleted","manual_local_relatedworks_run511_output_checkpoint","10.567201",".pth","2026-05-13T23:42:29","2026-06-05T06:03:57","Manual local audit: Related_Works run_511 generated baseline/smoke suite checkpoint; summary.csv/json, train/infer logs, and timing_summary.csv retained.","Related_Works/run_511/outputs/<run>/summary.csv,json; logs/*.log; Related_Works/results/metrics_summary/timing_summary.csv",""
"G:\GitHub\Latent_Style\Related_Works\run_511\outputs\review_baseline_suite_full4g\cast\checkpoints\run511_cast\15_915_net_D_B.pth","deleted","manual_local_relatedworks_run511_output_checkpoint","10.567201",".pth","2026-05-13T23:42:29","2026-06-05T06:03:57","Manual local audit: Related_Works run_511 generated baseline/smoke suite checkpoint; summary.csv/json, train/infer logs, and timing_summary.csv retained.","Related_Works/run_511/outputs/<run>/summary.csv,json; logs/*.log; Related_Works/results/metrics_summary/timing_summary.csv",""
"G:\GitHub\Latent_Style\Related_Works\run_511\outputs\review_baseline_suite_full4g\cast\checkpoints\run511_cast\15_915_net_P_style.pth","deleted","manual_local_relatedworks_run511_output_checkpoint","151.879582",".pth","2026-05-13T23:42:29","2026-06-05T06:03:57","Manual local audit: Related_Works run_511 generated baseline/smoke suite checkpoint; summary.csv/json, train/infer logs, and timing_summary.csv retained.","Related_Works/run_511/outputs/<run>/summary.csv,json; logs/*.log; Related_Works/results/metrics_summary/timing_summary.csv",""
"G:\GitHub\Latent_Style\Related_Works\run_511\outputs\review_baseline_suite_full4g\cast\checkpoints\run511_cast\15_net_AE.pth","deleted","manual_local_relatedworks_run511_output_checkpoint","13.380519",".pth","2026-05-13T23:42:29","2026-06-05T06:03:57","Manual local audit: Related_Works run_511 generated baseline/smoke suite checkpoint; summary.csv/json, train/infer logs, and timing_summary.csv retained.","Related_Works/run_511/outputs/<run>/summary.csv,json; logs/*.log; Related_Works/results/metrics_summary/timing_summary.csv",""
"G:\GitHub\Latent_Style\Related_Works\run_511\outputs\review_baseline_suite_full4g\cast\checkpoints\run511_cast\15_net_D.pth","deleted","manual_local_relatedworks_run511_output_checkpoint","119.221411",".pth","2026-05-13T23:42:29","2026-06-05T06:03:57","Manual local audit: Related_Works run_511 generated baseline/smoke suite checkpoint; summary.csv/json, train/infer logs, and timing_summary.csv retained.","Related_Works/run_511/outputs/<run>/summary.csv,json; logs/*.log; Related_Works/results/metrics_summary/timing_summary.csv",""
"G:\GitHub\Latent_Style\Related_Works\run_511\outputs\review_baseline_suite_full4g\cast\checkpoints\run511_cast\15_net_Dec_A.pth","deleted","manual_local_relatedworks_run511_output_checkpoint","13.378148",".pth","2026-05-13T23:42:29","2026-06-05T06:03:57","Manual local audit: Related_Works run_511 generated baseline/smoke suite checkpoint; summary.csv/json, train/infer logs, and timing_summary.csv retained.","Related_Works/run_511/outputs/<run>/summary.csv,json; logs/*.log; Related_Works/results/metrics_summary/timing_summary.csv",""
"G:\GitHub\Latent_Style\Related_Works\run_511\outputs\review_baseline_suite_full4g\cast\checkpoints\run511_cast\15_net_Dec_B.pth","deleted","manual_local_relatedworks_run511_output_checkpoint","13.378148",".pth","2026-05-13T23:42:29","2026-06-05T06:03:57","Manual local audit: Related_Works run_511 generated baseline/smoke suite checkpoint; summary.csv/json, train/infer logs, and timing_summary.csv retained.","Related_Works/run_511/outputs/<run>/summary.csv,json; logs/*.log; Related_Works/results/metrics_summary/timing_summary.csv",""
"G:\GitHub\Latent_Style\Related_Works\run_511\outputs\review_baseline_suite_full4g\cast\checkpoints\run511_cast\15_net_D_A.pth","deleted","manual_local_relatedworks_run511_output_checkpoint","10.567128",".pth","2026-05-13T23:42:29","2026-06-05T06:03:57","Manual local audit: Related_Works run_511 generated baseline/smoke suite checkpoint; summary.csv/json, train/infer logs, and timing_summary.csv retained.","Related_Works/run_511/outputs/<run>/summary.csv,json; logs/*.log; Related_Works/results/metrics_summary/timing_summary.csv",""
"G:\GitHub\Latent_Style\Related_Works\run_511\outputs\review_baseline_suite_full4g\cast\checkpoints\run511_cast\15_net_D_B.pth","deleted","manual_local_relatedworks_run511_output_checkpoint","10.567128",".pth","2026-05-13T23:42:29","2026-06-05T06:03:57","Manual local audit: Related_Works run_511 generated baseline/smoke suite checkpoint; summary.csv/json, train/infer logs, and timing_summary.csv retained.","Related_Works/run_511/outputs/<run>/summary.csv,json; logs/*.log; Related_Works/results/metrics_summary/timing_summary.csv",""
"G:\GitHub\Latent_Style\Related_Works\run_511\outputs\review_baseline_suite_full4g\cast\checkpoints\run511_cast\15_net_P_style.pth","deleted","manual_local_relatedworks_run511_output_checkpoint","151.879422",".pth","2026-05-13T23:42:29","2026-06-05T06:03:57","Manual local audit: Related_Works run_511 generated baseline/smoke suite checkpoint; summary.csv/json, train/infer logs, and timing_summary.csv retained.","Related_Works/run_511/outputs/<run>/summary.csv,json; logs/*.log; Related_Works/results/metrics_summary/timing_summary.csv",""
"G:\GitHub\Latent_Style\Related_Works\run_511\outputs\review_baseline_suite_full4g\cast\checkpoints\run511_cast\20_1220_net_AE.pth","deleted","manual_local_relatedworks_run511_output_checkpoint","13.380643",".pth","2026-05-13T23:43:55","2026-06-05T06:03:57","Manual local audit: Related_Works run_511 generated baseline/smoke suite checkpoint; summary.csv/json, train/infer logs, and timing_summary.csv retained.","Related_Works/run_511/outputs/<run>/summary.csv,json; logs/*.log; Related_Works/results/metrics_summary/timing_summary.csv",""
"G:\GitHub\Latent_Style\Related_Works\run_511\outputs\review_baseline_suite_full4g\cast\checkpoints\run511_cast\20_1220_net_D.pth","deleted","manual_local_relatedworks_run511_output_checkpoint","119.222198",".pth","2026-05-13T23:43:55","2026-06-05T06:03:57","Manual local audit: Related_Works run_511 generated baseline/smoke suite checkpoint; summary.csv/json, train/infer logs, and timing_summary.csv retained.","Related_Works/run_511/outputs/<run>/summary.csv,json; logs/*.log; Related_Works/results/metrics_summary/timing_summary.csv",""
"G:\GitHub\Latent_Style\Related_Works\run_511\outputs\review_baseline_suite_full4g\cast\checkpoints\run511_cast\20_1220_net_Dec_A.pth","deleted","manual_local_relatedworks_run511_output_checkpoint","13.378263",".pth","2026-05-13T23:43:55","2026-06-05T06:03:57","Manual local audit: Related_Works run_511 generated baseline/smoke suite checkpoint; summary.csv/json, train/infer logs, and timing_summary.csv retained.","Related_Works/run_511/outputs/<run>/summary.csv,json; logs/*.log; Related_Works/results/metrics_summary/timing_summary.csv",""
"G:\GitHub\Latent_Style\Related_Works\run_511\outputs\review_baseline_suite_full4g\cast\checkpoints\run511_cast\20_1220_net_Dec_B.pth","deleted","manual_local_relatedworks_run511_output_checkpoint","13.378263",".pth","2026-05-13T23:43:55","2026-06-05T06:03:57","Manual local audit: Related_Works run_511 generated baseline/smoke suite checkpoint; summary.csv/json, train/infer logs, and timing_summary.csv retained.","Related_Works/run_511/outputs/<run>/summary.csv,json; logs/*.log; Related_Works/results/metrics_summary/timing_summary.csv",""
"G:\GitHub\Latent_Style\Related_Works\run_511\outputs\review_baseline_suite_full4g\cast\checkpoints\run511_cast\20_1220_net_D_A.pth","deleted","manual_local_relatedworks_run511_output_checkpoint","10.567219",".pth","2026-05-13T23:43:55","2026-06-05T06:03:57","Manual local audit: Related_Works run_511 generated baseline/smoke suite checkpoint; summary.csv/json, train/infer logs, and timing_summary.csv retained.","Related_Works/run_511/outputs/<run>/summary.csv,json; logs/*.log; Related_Works/results/metrics_summary/timing_summary.csv",""
"G:\GitHub\Latent_Style\Related_Works\run_511\outputs\review_baseline_suite_full4g\cast\checkpoints\run511_cast\20_1220_net_D_B.pth","deleted","manual_local_relatedworks_run511_output_checkpoint","10.567219",".pth","2026-05-13T23:43:55","2026-06-05T06:03:57","Manual local audit: Related_Works run_511 generated baseline/smoke suite checkpoint; summary.csv/json, train/infer logs, and timing_summary.csv retained.","Related_Works/run_511/outputs/<run>/summary.csv,json; logs/*.log; Related_Works/results/metrics_summary/timing_summary.csv",""
"G:\GitHub\Latent_Style\Related_Works\run_511\outputs\review_baseline_suite_full4g\cast\checkpoints\run511_cast\20_1220_net_P_style.pth","deleted","manual_local_relatedworks_run511_output_checkpoint","151.879622",".pth","2026-05-13T23:43:55","2026-06-05T06:03:57","Manual local audit: Related_Works run_511 generated baseline/smoke suite checkpoint; summary.csv/json, train/infer logs, and timing_summary.csv retained.","Related_Works/run_511/outputs/<run>/summary.csv,json; logs/*.log; Related_Works/results/metrics_summary/timing_summary.csv",""
"G:\GitHub\Latent_Style\Related_Works\run_511\outputs\review_baseline_suite_full4g\cast\checkpoints\run511_cast\20_net_AE.pth","deleted","manual_local_relatedworks_run511_output_checkpoint","13.380519",".pth","2026-05-13T23:43:55","2026-06-05T06:03:57","Manual local audit: Related_Works run_511 generated baseline/smoke suite checkpoint; summary.csv/json, train/infer logs, and timing_summary.csv retained.","Related_Works/run_511/outputs/<run>/summary.csv,json; logs/*.log; Related_Works/results/metrics_summary/timing_summary.csv",""
"G:\GitHub\Latent_Style\Related_Works\run_511\outputs\review_baseline_suite_full4g\cast\checkpoints\run511_cast\20_net_D.pth","deleted","manual_local_relatedworks_run511_output_checkpoint","119.221411",".pth","2026-05-13T23:43:55","2026-06-05T06:03:57","Manual local audit: Related_Works run_511 generated baseline/smoke suite checkpoint; summary.csv/json, train/infer logs, and timing_summary.csv retained.","Related_Works/run_511/outputs/<run>/summary.csv,json; logs/*.log; Related_Works/results/metrics_summary/timing_summary.csv",""
"G:\GitHub\Latent_Style\Related_Works\run_511\outputs\review_baseline_suite_full4g\cast\checkpoints\run511_cast\20_net_Dec_A.pth","deleted","manual_local_relatedworks_run511_output_checkpoint","13.378148",".pth","2026-05-13T23:43:55","2026-06-05T06:03:57","Manual local audit: Related_Works run_511 generated baseline/smoke suite checkpoint; summary.csv/json, train/infer logs, and timing_summary.csv retained.","Related_Works/run_511/outputs/<run>/summary.csv,json; logs/*.log; Related_Works/results/metrics_summary/timing_summary.csv",""
"G:\GitHub\Latent_Style\Related_Works\run_511\outputs\review_baseline_suite_full4g\cast\checkpoints\run511_cast\20_net_Dec_B.pth","deleted","manual_local_relatedworks_run511_output_checkpoint","13.378148",".pth","2026-05-13T23:43:55","2026-06-05T06:03:57","Manual local audit: Related_Works run_511 generated baseline/smoke suite checkpoint; summary.csv/json, train/infer logs, and timing_summary.csv retained.","Related_Works/run_511/outputs/<run>/summary.csv,json; logs/*.log; Related_Works/results/metrics_summary/timing_summary.csv",""
"G:\GitHub\Latent_Style\Related_Works\run_511\outputs\review_baseline_suite_full4g\cast\checkpoints\run511_cast\20_net_D_A.pth","deleted","manual_local_relatedworks_run511_output_checkpoint","10.567128",".pth","2026-05-13T23:43:56","2026-06-05T06:03:57","Manual local audit: Related_Works run_511 generated baseline/smoke suite checkpoint; summary.csv/json, train/infer logs, and timing_summary.csv retained.","Related_Works/run_511/outputs/<run>/summary.csv,json; logs/*.log; Related_Works/results/metrics_summary/timing_summary.csv",""
"G:\GitHub\Latent_Style\Related_Works\run_511\outputs\review_baseline_suite_full4g\cast\checkpoints\run511_cast\20_net_D_B.pth","deleted","manual_local_relatedworks_run511_output_checkpoint","10.567128",".pth","2026-05-13T23:43:56","2026-06-05T06:03:57","Manual local audit: Related_Works run_511 generated baseline/smoke suite checkpoint; summary.csv/json, train/infer logs, and timing_summary.csv retained.","Related_Works/run_511/outputs/<run>/summary.csv,json; logs/*.log; Related_Works/results/metrics_summary/timing_summary.csv",""
"G:\GitHub\Latent_Style\Related_Works\run_511\outputs\review_baseline_suite_full4g\cast\checkpoints\run511_cast\20_net_P_style.pth","deleted","manual_local_relatedworks_run511_output_checkpoint","151.879422",".pth","2026-05-13T23:43:56","2026-06-05T06:03:57","Manual local audit: Related_Works run_511 generated baseline/smoke suite checkpoint; summary.csv/json, train/infer logs, and timing_summary.csv retained.","Related_Works/run_511/outputs/<run>/summary.csv,json; logs/*.log; Related_Works/results/metrics_summary/timing_summary.csv",""
"G:\GitHub\Latent_Style\Related_Works\run_511\outputs\review_baseline_suite_full4g\cast\checkpoints\run511_cast\25_1525_net_AE.pth","deleted","manual_local_relatedworks_run511_output_checkpoint","13.380643",".pth","2026-05-13T23:45:22","2026-06-05T06:03:57","Manual local audit: Related_Works run_511 generated baseline/smoke suite checkpoint; summary.csv/json, train/infer logs, and timing_summary.csv retained.","Related_Works/run_511/outputs/<run>/summary.csv,json; logs/*.log; Related_Works/results/metrics_summary/timing_summary.csv",""
"G:\GitHub\Latent_Style\Related_Works\run_511\outputs\review_baseline_suite_full4g\cast\checkpoints\run511_cast\25_1525_net_D.pth","deleted","manual_local_relatedworks_run511_output_checkpoint","119.222198",".pth","2026-05-13T23:45:22","2026-06-05T06:03:57","Manual local audit: Related_Works run_511 generated baseline/smoke suite checkpoint; summary.csv/json, train/infer logs, and timing_summary.csv retained.","Related_Works/run_511/outputs/<run>/summary.csv,json; logs/*.log; Related_Works/results/metrics_summary/timing_summary.csv",""
"G:\GitHub\Latent_Style\Related_Works\run_511\outputs\review_baseline_suite_full4g\cast\checkpoints\run511_cast\25_1525_net_Dec_A.pth","deleted","manual_local_relatedworks_run511_output_checkpoint","13.378263",".pth","2026-05-13T23:45:22","2026-06-05T06:03:57","Manual local audit: Related_Works run_511 generated baseline/smoke suite checkpoint; summary.csv/json, train/infer logs, and timing_summary.csv retained.","Related_Works/run_511/outputs/<run>/summary.csv,json; logs/*.log; Related_Works/results/metrics_summary/timing_summary.csv",""
"G:\GitHub\Latent_Style\Related_Works\run_511\outputs\review_baseline_suite_full4g\cast\checkpoints\run511_cast\25_1525_net_Dec_B.pth","deleted","manual_local_relatedworks_run511_output_checkpoint","13.378263",".pth","2026-05-13T23:45:22","2026-06-05T06:03:57","Manual local audit: Related_Works run_511 generated baseline/smoke suite checkpoint; summary.csv/json, train/infer logs, and timing_summary.csv retained.","Related_Works/run_511/outputs/<run>/summary.csv,json; logs/*.log; Related_Works/results/metrics_summary/timing_summary.csv",""
"G:\GitHub\Latent_Style\Related_Works\run_511\outputs\review_baseline_suite_full4g\cast\checkpoints\run511_cast\25_1525_net_D_A.pth","deleted","manual_local_relatedworks_run511_output_checkpoint","10.567219",".pth","2026-05-13T23:45:23","2026-06-05T06:03:57","Manual local audit: Related_Works run_511 generated baseline/smoke suite checkpoint; summary.csv/json, train/infer logs, and timing_summary.csv retained.","Related_Works/run_511/outputs/<run>/summary.csv,json; logs/*.log; Related_Works/results/metrics_summary/timing_summary.csv",""
"G:\GitHub\Latent_Style\Related_Works\run_511\outputs\review_baseline_suite_full4g\cast\checkpoints\run511_cast\25_1525_net_D_B.pth","deleted","manual_local_relatedworks_run511_output_checkpoint","10.567219",".pth","2026-05-13T23:45:23","2026-06-05T06:03:57","Manual local audit: Related_Works run_511 generated baseline/smoke suite checkpoint; summary.csv/json, train/infer logs, and timing_summary.csv retained.","Related_Works/run_511/outputs/<run>/summary.csv,json; logs/*.log; Related_Works/results/metrics_summary/timing_summary.csv",""
"G:\GitHub\Latent_Style\Related_Works\run_511\outputs\review_baseline_suite_full4g\cast\checkpoints\run511_cast\25_1525_net_P_style.pth","deleted","manual_local_relatedworks_run511_output_checkpoint","151.879622",".pth","2026-05-13T23:45:23","2026-06-05T06:03:57","Manual local audit: Related_Works run_511 generated baseline/smoke suite checkpoint; summary.csv/json, train/infer logs, and timing_summary.csv retained.","Related_Works/run_511/outputs/<run>/summary.csv,json; logs/*.log; Related_Works/results/metrics_summary/timing_summary.csv",""
"G:\GitHub\Latent_Style\Related_Works\run_511\outputs\review_baseline_suite_full4g\cast\checkpoints\run511_cast\25_net_AE.pth","deleted","manual_local_relatedworks_run511_output_checkpoint","13.380519",".pth","2026-05-13T23:45:23","2026-06-05T06:03:57","Manual local audit: Related_Works run_511 generated baseline/smoke suite checkpoint; summary.csv/json, train/infer logs, and timing_summary.csv retained.","Related_Works/run_511/outputs/<run>/summary.csv,json; logs/*.log; Related_Works/results/metrics_summary/timing_summary.csv",""
"G:\GitHub\Latent_Style\Related_Works\run_511\outputs\review_baseline_suite_full4g\cast\checkpoints\run511_cast\25_net_D.pth","deleted","manual_local_relatedworks_run511_output_checkpoint","119.221411",".pth","2026-05-13T23:45:23","2026-06-05T06:03:57","Manual local audit: Related_Works run_511 generated baseline/smoke suite checkpoint; summary.csv/json, train/infer logs, and timing_summary.csv retained.","Related_Works/run_511/outputs/<run>/summary.csv,json; logs/*.log; Related_Works/results/metrics_summary/timing_summary.csv",""
"G:\GitHub\Latent_Style\Related_Works\run_511\outputs\review_baseline_suite_full4g\cast\checkpoints\run511_cast\25_net_Dec_A.pth","deleted","manual_local_relatedworks_run511_output_checkpoint","13.378148",".pth","2026-05-13T23:45:23","2026-06-05T06:03:57","Manual local audit: Related_Works run_511 generated baseline/smoke suite checkpoint; summary.csv/json, train/infer logs, and timing_summary.csv retained.","Related_Works/run_511/outputs/<run>/summary.csv,json; logs/*.log; Related_Works/results/metrics_summary/timing_summary.csv",""
"G:\GitHub\Latent_Style\Related_Works\run_511\outputs\review_baseline_suite_full4g\cast\checkpoints\run511_cast\25_net_Dec_B.pth","deleted","manual_local_relatedworks_run511_output_checkpoint","13.378148",".pth","2026-05-13T23:45:23","2026-06-05T06:03:57","Manual local audit: Related_Works run_511 generated baseline/smoke suite checkpoint; summary.csv/json, train/infer logs, and timing_summary.csv retained.","Related_Works/run_511/outputs/<run>/summary.csv,json; logs/*.log; Related_Works/results/metrics_summary/timing_summary.csv",""
"G:\GitHub\Latent_Style\Related_Works\run_511\outputs\review_baseline_suite_full4g\cast\checkpoints\run511_cast\25_net_D_A.pth","deleted","manual_local_relatedworks_run511_output_checkpoint","10.567128",".pth","2026-05-13T23:45:23","2026-06-05T06:03:57","Manual local audit: Related_Works run_511 generated baseline/smoke suite checkpoint; summary.csv/json, train/infer logs, and timing_summary.csv retained.","Related_Works/run_511/outputs/<run>/summary.csv,json; logs/*.log; Related_Works/results/metrics_summary/timing_summary.csv",""
"G:\GitHub\Latent_Style\Related_Works\run_511\outputs\review_baseline_suite_full4g\cast\checkpoints\run511_cast\25_net_D_B.pth","deleted","manual_local_relatedworks_run511_output_checkpoint","10.567128",".pth","2026-05-13T23:45:23","2026-06-05T06:03:57","Manual local audit: Related_Works run_511 generated baseline/smoke suite checkpoint; summary.csv/json, train/infer logs, and timing_summary.csv retained.","Related_Works/run_511/outputs/<run>/summary.csv,json; logs/*.log; Related_Works/results/metrics_summary/timing_summary.csv",""
"G:\GitHub\Latent_Style\Related_Works\run_511\outputs\review_baseline_suite_full4g\cast\checkpoints\run511_cast\25_net_P_style.pth","deleted","manual_local_relatedworks_run511_output_checkpoint","151.879422",".pth","2026-05-13T23:45:23","2026-06-05T06:03:57","Manual local audit: Related_Works run_511 generated baseline/smoke suite checkpoint; summary.csv/json, train/infer logs, and timing_summary.csv retained.","Related_Works/run_511/outputs/<run>/summary.csv,json; logs/*.log; Related_Works/results/metrics_summary/timing_summary.csv",""
"G:\GitHub\Latent_Style\Related_Works\run_511\outputs\review_baseline_suite_full4g\cast\checkpoints\run511_cast\30_1830_net_AE.pth","deleted","manual_local_relatedworks_run511_output_checkpoint","13.380643",".pth","2026-05-13T23:46:50","2026-06-05T06:03:57","Manual local audit: Related_Works run_511 generated baseline/smoke suite checkpoint; summary.csv/json, train/infer logs, and timing_summary.csv retained.","Related_Works/run_511/outputs/<run>/summary.csv,json; logs/*.log; Related_Works/results/metrics_summary/timing_summary.csv",""
"G:\GitHub\Latent_Style\Related_Works\run_511\outputs\review_baseline_suite_full4g\cast\checkpoints\run511_cast\30_1830_net_D.pth","deleted","manual_local_relatedworks_run511_output_checkpoint","119.222198",".pth","2026-05-13T23:46:50","2026-06-05T06:03:57","Manual local audit: Related_Works run_511 generated baseline/smoke suite checkpoint; summary.csv/json, train/infer logs, and timing_summary.csv retained.","Related_Works/run_511/outputs/<run>/summary.csv,json; logs/*.log; Related_Works/results/metrics_summary/timing_summary.csv",""
"G:\GitHub\Latent_Style\Related_Works\run_511\outputs\review_baseline_suite_full4g\cast\checkpoints\run511_cast\30_1830_net_Dec_A.pth","deleted","manual_local_relatedworks_run511_output_checkpoint","13.378263",".pth","2026-05-13T23:46:50","2026-06-05T06:03:57","Manual local audit: Related_Works run_511 generated baseline/smoke suite checkpoint; summary.csv/json, train/infer logs, and timing_summary.csv retained.","Related_Works/run_511/outputs/<run>/summary.csv,json; logs/*.log; Related_Works/results/metrics_summary/timing_summary.csv",""
"G:\GitHub\Latent_Style\Related_Works\run_511\outputs\review_baseline_suite_full4g\cast\checkpoints\run511_cast\30_1830_net_Dec_B.pth","deleted","manual_local_relatedworks_run511_output_checkpoint","13.378263",".pth","2026-05-13T23:46:50","2026-06-05T06:03:57","Manual local audit: Related_Works run_511 generated baseline/smoke suite checkpoint; summary.csv/json, train/infer logs, and timing_summary.csv retained.","Related_Works/run_511/outputs/<run>/summary.csv,json; logs/*.log; Related_Works/results/metrics_summary/timing_summary.csv",""
"G:\GitHub\Latent_Style\Related_Works\run_511\outputs\review_baseline_suite_full4g\cast\checkpoints\run511_cast\30_1830_net_D_A.pth","deleted","manual_local_relatedworks_run511_output_checkpoint","10.567219",".pth","2026-05-13T23:46:51","2026-06-05T06:03:57","Manual local audit: Related_Works run_511 generated baseline/smoke suite checkpoint; summary.csv/json, train/infer logs, and timing_summary.csv retained.","Related_Works/run_511/outputs/<run>/summary.csv,json; logs/*.log; Related_Works/results/metrics_summary/timing_summary.csv",""
"G:\GitHub\Latent_Style\Related_Works\run_511\outputs\review_baseline_suite_full4g\cast\checkpoints\run511_cast\30_1830_net_D_B.pth","deleted","manual_local_relatedworks_run511_output_checkpoint","10.567219",".pth","2026-05-13T23:46:51","2026-06-05T06:03:57","Manual local audit: Related_Works run_511 generated baseline/smoke suite checkpoint; summary.csv/json, train/infer logs, and timing_summary.csv retained.","Related_Works/run_511/outputs/<run>/summary.csv,json; logs/*.log; Related_Works/results/metrics_summary/timing_summary.csv",""
"G:\GitHub\Latent_Style\Related_Works\run_511\outputs\review_baseline_suite_full4g\cast\checkpoints\run511_cast\30_1830_net_P_style.pth","deleted","manual_local_relatedworks_run511_output_checkpoint","151.879622",".pth","2026-05-13T23:46:51","2026-06-05T06:03:57","Manual local audit: Related_Works run_511 generated baseline/smoke suite checkpoint; summary.csv/json, train/infer logs, and timing_summary.csv retained.","Related_Works/run_511/outputs/<run>/summary.csv,json; logs/*.log; Related_Works/results/metrics_summary/timing_summary.csv",""
"G:\GitHub\Latent_Style\Related_Works\run_511\outputs\review_baseline_suite_full4g\cast\checkpoints\run511_cast\30_net_AE.pth","deleted","manual_local_relatedworks_run511_output_checkpoint","13.380519",".pth","2026-05-13T23:46:51","2026-06-05T06:03:57","Manual local audit: Related_Works run_511 generated baseline/smoke suite checkpoint; summary.csv/json, train/infer logs, and timing_summary.csv retained.","Related_Works/run_511/outputs/<run>/summary.csv,json; logs/*.log; Related_Works/results/metrics_summary/timing_summary.csv",""
"G:\GitHub\Latent_Style\Related_Works\run_511\outputs\review_baseline_suite_full4g\cast\checkpoints\run511_cast\30_net_D.pth","deleted","manual_local_relatedworks_run511_output_checkpoint","119.221411",".pth","2026-05-13T23:46:51","2026-06-05T06:03:57","Manual local audit: Related_Works run_511 generated baseline/smoke suite checkpoint; summary.csv/json, train/infer logs, and timing_summary.csv retained.","Related_Works/run_511/outputs/<run>/summary.csv,json; logs/*.log; Related_Works/results/metrics_summary/timing_summary.csv",""
"G:\GitHub\Latent_Style\Related_Works\run_511\outputs\review_baseline_suite_full4g\cast\checkpoints\run511_cast\30_net_Dec_A.pth","deleted","manual_local_relatedworks_run511_output_checkpoint","13.378148",".pth","2026-05-13T23:46:51","2026-06-05T06:03:57","Manual local audit: Related_Works run_511 generated baseline/smoke suite checkpoint; summary.csv/json, train/infer logs, and timing_summary.csv retained.","Related_Works/run_511/outputs/<run>/summary.csv,json; logs/*.log; Related_Works/results/metrics_summary/timing_summary.csv",""
"G:\GitHub\Latent_Style\Related_Works\run_511\outputs\review_baseline_suite_full4g\cast\checkpoints\run511_cast\30_net_Dec_B.pth","deleted","manual_local_relatedworks_run511_output_checkpoint","13.378148",".pth","2026-05-13T23:46:51","2026-06-05T06:03:57","Manual local audit: Related_Works run_511 generated baseline/smoke suite checkpoint; summary.csv/json, train/infer logs, and timing_summary.csv retained.","Related_Works/run_511/outputs/<run>/summary.csv,json; logs/*.log; Related_Works/results/metrics_summary/timing_summary.csv",""
"G:\GitHub\Latent_Style\Related_Works\run_511\outputs\review_baseline_suite_full4g\cast\checkpoints\run511_cast\30_net_D_A.pth","deleted","manual_local_relatedworks_run511_output_checkpoint","10.567128",".pth","2026-05-13T23:46:51","2026-06-05T06:03:57","Manual local audit: Related_Works run_511 generated baseline/smoke suite checkpoint; summary.csv/json, train/infer logs, and timing_summary.csv retained.","Related_Works/run_511/outputs/<run>/summary.csv,json; logs/*.log; Related_Works/results/metrics_summary/timing_summary.csv",""
