case_id,src_style,tgt_style,best_overall,best_style_specificity,best_structure,best_artifact_control,confidence_1_to_5,LBM-Knee_e13_style_specificity,LBM-Knee_e13_structure_preservation,LBM-Knee_e13_artifact_control,LBM-Knee_e13_note,LBM-PS-v2_e13_style_specificity,LBM-PS-v2_e13_structure_preservation,LBM-PS-v2_e13_artifact_control,LBM-PS-v2_e13_note,Seedream_repaired750_style_specificity,Seedream_repaired750_structure_preservation,Seedream_repaired750_artifact_control,Seedream_repaired750_note
Rococo__maurice-quentin-de-la-tour_marie-josephe-of-saxony-1__to__Ukiyo_e,Rococo,Ukiyo_e,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,"Faint, washed-out appearance; minimal Ukiyo-e stylistic traits; structure preserved but overly blurred.",1,2,1,Severely degraded output; almost no recognizable structure or style; heavy artifacts and loss of detail.,5,5,5,"Strong Ukiyo-e line art and flat color application; excellent preservation of facial features and clothing structure; clean, artifact-free result."
Minimalism__william-scott_bowl-white-on-grey-1962__to__Early_Renaissance,Minimalism,Early_Renaissance,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,4,3,Minimal style transfer; mostly preserves source structure with faint warm tones. Lacks Renaissance texture or depth.,2,2,1,Severe blurring and loss of structure. No discernible Renaissance style applied; appears as a degraded smear.,5,5,5,"Excellent preservation of shield shape and shadowing. Applies Early Renaissance painterly texture, chiaroscuro, and earthy palette effectively. Clean edges, no artifacts."
Ukiyo_e__utagawa-kuniyoshi_tamatori-being-pursued-bya-dragon__to__Minimalism,Ukiyo_e,Minimalism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,"Faint, washed-out output with minimal stylistic reduction; structure is partially preserved but heavily blurred and low-contrast.",2,2,2,Overly smoothed and abstracted; nearly loses all structural detail and stylistic intent; appears as a gray blur.,5,5,5,"Excellent minimalism: retains key compositional elements (figures, waves, color blocks) while removing ornate detail; clean, artifact-free, and stylistically faithful."
Rococo__dmitry-levitzky_maria-feodorovna__to__Rococo,Rococo,Rococo,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,Very blurry and over-smoothed; loses facial detail and texture. Some Rococo color tones present but heavily degraded by haze-like artifact.,3,3,2,"Slightly better definition than C, but still suffers from heavy blur and vignetting. Color palette hints at Rococo but lacks ornamental framing or decorative richness.",5,5,5,Excellent preservation of source structure with added Rococo-style ornate frame and soft pastel palette. Clean output with no visible artifacts; faithfully merges content and style.
Ukiyo_e__ogata-gekko_nihon-hana-zue-1896__to__Ukiyo_e,Ukiyo_e,Ukiyo_e,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,3,Faint Ukiyo-e influence but lacks color and detail; structure preserved but style is weak.,1,2,1,Very blurry and washed out; minimal style transfer and poor structure.,5,5,5,"Excellent Ukiyo-e style with vibrant colors, clear structure, and no visible artifacts."
Impressionism__childe-hassam_evening-champs-elysees-aka-pres-du-louvre__to__Early_Renaissance,Impressionism,Early_Renaissance,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,Heavy blur and loss of detail; style is vague and not clearly Early Renaissance; structure partially preserved but degraded by noise.,2,2,1,Severe smudging and color bleeding; structure heavily distorted; no clear stylistic alignment with Early Renaissance.,5,5,5,"Excellent preservation of source structure; strong Early Renaissance stylistic traits (soft modeling, muted palette, compositional balance); minimal artifacts."
Ukiyo_e__hiroshige_hakone-kosuizu__to__Ukiyo_e,Ukiyo_e,Ukiyo_e,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,3,4,3,Moderate Ukiyo-e style with visible brushwork and color washes; structure preserved but lacks fine detail fidelity; some smudging and soft edges reduce clarity.,2,2,1,"Very low style specificity — appears as a blurred, indistinct wash; structure nearly lost; heavy artifacts dominate the output.",5,5,5,"Excellent Ukiyo-e style replication with accurate color palette, line work, and compositional fidelity; no visible artifacts; structure perfectly preserved."
Ukiyo_e__utagawa-kunisada_not_detected_240347__to__Minimalism,Ukiyo_e,Minimalism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,"Faint, washed-out output with minimal stylistic fidelity to minimalism; structure is partially preserved but heavily degraded by noise and low contrast.",1,1,1,"Nearly blank, over-smoothed output; fails to convey any recognizable style or structure; severe artifact loss.",5,5,5,"Excellent preservation of source structure and composition; clean, crisp lines and flat color blocks align well with minimalism; no visible artifacts."
Impressionism__camille-pissarro_the-gardener-afternoon-sun-eragny-1899__to__Rococo,Impressionism,Rococo,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,Weak Rococo influence; heavy texture and color distortion obscure content; frame-like border adds noise rather than style.,1,2,1,Extremely blurred and muddy; no discernible Rococo features; structure nearly lost; severe artifacts.,5,5,5,"Excellent Rococo framing and ornamental border; source structure perfectly preserved; clean, artifact-free output with appropriate stylistic embellishment."
Minimalism__sean-scully_untitled-1973__to__Rococo,Minimalism,Rococo,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,"Retains source geometry but applies a flat, pastel wash lacking Rococo ornamentation; visible edge artifacts and low stylistic fidelity.",1,2,1,Severely blurred and indistinct; no discernible Rococo features or structural coherence; heavy artifacts throughout.,5,5,5,"Exemplary Rococo style transfer: ornate gilded frame, floral motifs, and elegant curves perfectly overlay the source’s green-and-gold pattern without distortion or artifacts."
Impressionism__armand-guillaumin_valley-in-pontgibaud-1890__to__Minimalism,Impressionism,Minimalism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,"Faint, washed-out output with minimal stylistic reduction; retains some texture but lacks clean minimalism.",1,2,1,"Overly blurred and indistinct; structure nearly lost, no clear stylistic intent or artifact control.",5,5,5,"Clean, bold shapes and flat colors achieve strong minimalism while preserving source composition and edges without artifacts."
Rococo__william-hogarth_the-countess-s-morning-levee__to__Rococo,Rococo,Rococo,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,Faint Rococo color palette but lacks texture and detail; heavy blur and smearing distort structure and introduce artifacts.,1,2,1,Extremely blurry and muddy; almost no recognizable style or structure; severe loss of detail and high artifact presence.,5,5,5,"Excellent Rococo styling with appropriate pastel tones, ornate framing, and soft lighting; structure fully preserved; minimal to no artifacts."
Impressionism__armand-guillaumin_valley-in-pontgibaud-1890__to__Ukiyo_e,Impressionism,Ukiyo_e,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,4,3,Mild watercolor-like washes applied; structure mostly preserved but lacks Ukiyo-e linework or flat color blocks. Some smudging and low contrast reduce stylistic fidelity.,1,2,1,Severely degraded output — heavy blur and loss of detail. No discernible Ukiyo-e traits. Structure collapsed into indistinct forms with significant artifacts.,5,5,5,"Excellent Ukiyo-e emulation: bold outlines, flat saturated colors, stylized foliage, and compositional framing match target reference. Source structure fully preserved with no visible artifacts."
Ukiyo_e__utagawa-kuniyoshi_ishiyakushi__to__Impressionism,Ukiyo_e,Impressionism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,Partial impressionistic texture but retains too much original structure; inconsistent brushwork and visible artifacts.,1,2,1,"Heavy blurring and loss of detail; minimal style transfer, mostly degraded source image.",5,5,5,Excellent impressionistic rendering with preserved structure and clean output; best overall result.
Minimalism__robert-ryman_conversion-2003__to__Ukiyo_e,Minimalism,Ukiyo_e,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,1,1,1,Completely blank output; no style or structure preserved.,1,1,1,Severely blurred and indistinct; fails to convey any Ukiyo-e characteristics or source structure.,5,5,5,"Perfectly replicates the source’s minimal structure (two dots on beige background) and applies a clean, artifact-free Ukiyo-e paper-like texture consistent with the target reference."
Impressionism__william-merritt-chase_at-the-boat-landing__to__Rococo,Impressionism,Rococo,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,4,3,"Preserves structure well but lacks Rococo styling; appears as a muted, painterly version without ornamental or stylistic cues.",1,2,1,"Severely degraded output; almost entirely blurred and indistinct, losing both structure and any trace of Rococo style.",5,5,5,Excellent Rococo styling with ornate frame and soft pastel tones; perfectly preserves source composition and content with no visible artifacts.
Rococo__carl-ludwig-johann-christineck_nikolai-mordvinov-1771__to__Impressionism,Rococo,Impressionism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,Very low style transfer; image appears washed out and foggy with minimal impressionistic texture. Structure is preserved but obscured by haze. Heavy artifacts from over-smoothing or failed stylization.,2,3,2,"Similar to C — extremely blurry and hazy, lacking visible brushwork or color variation typical of Impressionism. Structure is faintly visible but degraded. Poor artifact control due to excessive blurring.",5,5,5,"Excellent Impressionist style: visible impasto-like brushstrokes, vibrant yet harmonious color palette, and soft edges consistent with the target reference. Structure of the portrait is fully preserved. No noticeable artifacts; clean and coherent output."
Minimalism__brice-marden_joined-2011__to__Ukiyo_e,Minimalism,Ukiyo_e,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,4,3,Preserves structure well but lacks Ukiyo-e stylistic elements; appears as a faded version of source with minimal style transfer.,1,2,1,Severely blurred and distorted; no discernible Ukiyo-e style or structural fidelity. High artifacts.,5,5,5,"Excellent preservation of source structure while applying clear Ukiyo-e aesthetic (color palette, line quality, texture). Clean output with no visible artifacts."
Impressionism__childe-hassam_september-moonrise__to__Impressionism,Impressionism,Impressionism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,3,4,3,Moderate impressionistic texture applied; structure mostly preserved but with some blurring and color bleeding. Style is present but not strongly evocative of Impressionism.,2,2,1,Heavy smudging and loss of detail; structure severely degraded. Style application is muddy and lacks clarity — poor artifact control and weak stylistic fidelity.,5,5,5,"Excellent Impressionist brushwork and color palette; structure fully preserved with no visible artifacts. Clean, coherent, and stylistically faithful output."
Rococo__francois-boucher_portrait-of-madame-boucher-1745__to__Minimalism,Rococo,Minimalism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,Retains some ornamental frame structure but fails to achieve minimalism; heavy texture and noise artifacts degrade clarity.,1,2,1,Extremely blurred and indistinct; no clear structure or stylistic intent; severe loss of detail and high artifact presence.,5,5,5,"Clean, flat-color illustration with simplified geometry and bold outlines; perfectly captures minimalism while preserving subject identity and composition."
Impressionism__rudolf-schweitzer-cumpana_str-du-n-atena__to__Minimalism,Impressionism,Minimalism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,"Faint, washed-out output with minimal stylistic fidelity to minimalism; structure is blurred but recognizable; heavy artifacts and low contrast.",1,2,1,"Nearly blank, over-smoothed output; fails to convey any meaningful style or structure; severe artifact loss (content erased).",5,5,5,"Clean, geometric, flat-color composition matching minimalism; source structure fully preserved; no visible artifacts or noise."
Ukiyo_e__keisai-eisen_the-courtesan-kaoru-of-owariya-matched-with-okitsu-1825(1)__to__Rococo,Ukiyo_e,Rococo,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,Partial Rococo texture applied but heavily distorted; structure partially preserved with visible warping and noise artifacts.,1,2,1,"Severe loss of structure and style; image is overly blurred and indistinct, failing to convey Rococo characteristics or source content.",5,5,5,"Excellent preservation of source structure and faithful application of Rococo style (soft pastels, ornate framing, delicate textures) with minimal artifacts."
Minimalism__joan-hernandez-pijuan_nuvol-rosa-2-1990__to__Rococo,Minimalism,Rococo,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,1,2,1,"Fails to apply Rococo style; appears as a noisy, low-quality texture with a prominent black border artifact.",2,2,2,Shows some Rococo color palette but lacks detail; structure is preserved but the image is blurry and indistinct.,5,5,5,Perfectly captures the Rococo aesthetic with ornate gold frames and floral patterns while maintaining the source's oval structure cleanly.
Impressionism__childe-hassam_evening-champs-elysees-aka-pres-du-louvre__to__Ukiyo_e,Impressionism,Ukiyo_e,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,4,3,"Muted, painterly style with minimal Ukiyo-e characteristics; structure preserved but lacks bold lines or flat color blocks typical of Ukiyo-e.",1,3,1,Heavily blurred and smudged; almost no recognizable Ukiyo-e features; severe artifacts obscure both style and structure.,5,5,5,"Strong Ukiyo-e aesthetic: bold outlines, flat color areas, stylized forms, and decorative elements closely match target reference while preserving source composition cleanly."
Minimalism__robert-mangold_untitled-fcpa-1995__to__Early_Renaissance,Minimalism,Early_Renaissance,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,4,3,Preserves structure well but lacks Renaissance texture and depth; appears flat and modern.,3,3,2,Shows some textural variation but introduces smudging and loss of edge definition; moderate style attempt.,5,5,5,"Excellent preservation of original geometry with added Renaissance-style shading, texture, and aged canvas effect; minimal artifacts."
Minimalism__mira-schendel_untitled-1984__to__Impressionism,Minimalism,Impressionism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,1,1,Completely lost structure and style; appears as a blurred orange gradient with no recognizable content or impressionistic texture.,3,2,2,"Shows faint impressionistic brushwork but structure is heavily distorted; face is unrecognizable and overly smoothed, indicating poor artifact control.",5,5,5,"Excellent preservation of source structure (portrait) with strong impressionistic rendering: visible brushstrokes, color blending, and atmospheric lighting matching the target reference."
Impressionism__nikolay-bogdanov-belsky_connoisseurs-of-books-knowledge-is-power__to__Rococo,Impressionism,Rococo,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,Heavy texture and color distortion; Rococo elegance lost; structural outlines blurred but recognizable; significant artifacts from over-smoothing and noise.,1,2,1,Extremely muddy and indistinct; no clear Rococo features; structure nearly obliterated; severe artifacts including smearing and loss of detail.,5,5,5,"Excellent Rococo styling with ornate table, soft pastel tones, and delicate brushwork; structure perfectly preserved; minimal artifacts, clean and refined output."
Rococo__thomas-gainsborough_john-plampin__to__Early_Renaissance,Rococo,Early_Renaissance,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,Very low style specificity; structure preserved but with heavy smearing and loss of detail; artifacts include blurred edges and unnatural color washes.,2,2,1,"Poor structure preservation with severe distortion; minimal style transfer; heavy artifacts including ghosting, smearing, and loss of object integrity.",4,5,4,"Strong structure preservation; moderate Early Renaissance style infusion (warm tones, soft modeling); minor artifacts in background texture but overall clean and coherent."
Impressionism__claude-monet_bordighera-the-house-of-gardener__to__Rococo,Impressionism,Rococo,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,Very faint Rococo influence; heavy noise and low contrast obscure structure and style.,1,2,1,Almost entirely obscured by gray blur; no discernible style or structure preserved.,5,5,5,"Excellent Rococo style transfer with ornate border, soft pastel tones, and full structural fidelity to source."
Minimalism__robert-ryman_conversion-2003__to__Minimalism,Minimalism,Minimalism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,1,1,Completely washed out; no structure or style retained. Appears as a blank off-white gradient with no discernible content.,2,1,2,Slightly more contrast than C but still extremely blurred and indistinct. No structural elements visible; minimal style transfer evident.,5,5,5,"Perfectly preserves the source’s minimalist composition (off-white background, two small dark dots, subtle border). Matches target style’s simplicity and color palette without introducing artifacts or distortion."
Rococo__thomas-gainsborough_a-coastal-landscape-1782__to__Early_Renaissance,Rococo,Early_Renaissance,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,Overly hazy and washed-out; loses color saturation and detail. Structure is somewhat preserved but obscured by heavy blur. Style transfer is weak and indistinct.,2,2,1,"Severe smearing and loss of structural integrity. Colors are muddy and unnatural. Artifacts dominate the image, making it nearly unrecognizable as a coherent scene.",5,5,5,"Excellent preservation of original composition and details. Style transfer successfully applies Early Renaissance painterly qualities (soft edges, rich earth tones, atmospheric depth) without introducing artifacts or distorting structure."
Minimalism__yves-gaucher_traces-2000__to__Rococo,Minimalism,Rococo,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,1,2,1,"Completely fails to apply Rococo style; output is a blurred, indistinct rectangle with no ornamental or stylistic features. Structure is barely preserved as a vague horizontal line.",2,2,2,Slightly more textured than C but still lacks any recognizable Rococo elements. The horizontal line is faintly visible but heavily distorted. No clear structure or style transfer achieved.,5,4,5,"Excellent Rococo style transfer with ornate floral and scrollwork borders matching the target reference. The original horizontal line is preserved with minor color distortion but remains structurally intact. Clean, artifact-free output."
Minimalism__imi-knoebel_weiss-und-schwarz-4-2009__to__Ukiyo_e,Minimalism,Ukiyo_e,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,4,3,Minimal style transfer; grayscale gradient applied but lacks Ukiyo-e texture or color. Structure preserved well. Some soft artifacts from blending.,1,2,1,Heavy blur and loss of structure; no discernible Ukiyo-e style. Severe artifacts and over-smoothing destroy content.,5,5,5,"Excellent Ukiyo-e style: paper texture, ink wash gradients, and subtle color tones match reference. Structure perfectly preserved with clean edges. No visible artifacts."
Ukiyo_e__kitagawa-utamaro_the-hour-of-the-horse__to__Ukiyo_e,Ukiyo_e,Ukiyo_e,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,"Faint, washed-out appearance; minimal Ukiyo-e texture or color depth; structure preserved but style transfer is weak and blurry.",1,2,1,Severely degraded output; almost entirely blurred and indistinct; no discernible style or structure retained.,5,5,5,"Excellent Ukiyo-e style transfer with rich colors, bold outlines, and traditional patterns; source structure perfectly preserved; no visible artifacts."
Impressionism__john-singer-sargent_lake-in-the-tyrol__to__Impressionism,Impressionism,Impressionism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,3,4,3,Moderate impressionistic brushwork but lacks color vibrancy and texture fidelity; some structural clarity retained but muted by over-smoothing.,2,2,1,Severely degraded output; almost entirely blurred with no discernible style or structure; heavy artifacts dominate.,5,5,5,"Excellent impressionist rendering with vivid colors, visible brushstrokes, and full preservation of scene structure; minimal artifacts."
Minimalism__brice-marden_joined-2011__to__Early_Renaissance,Minimalism,Early_Renaissance,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,4,3,Minimal style transfer; mostly preserves source structure but lacks Renaissance stylistic elements. Some color bleeding and flat appearance.,1,2,1,Heavy blur and loss of detail; no discernible Renaissance style. Structure is severely degraded with smearing artifacts.,5,5,5,"Excellent preservation of source structure with clear Renaissance-style coloring, texture, and lighting. Clean output with no visible artifacts."
Rococo__thomas-gainsborough_robert-butcher-of-walthamstan__to__Rococo,Rococo,Rococo,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,Very blurry and indistinct; style is vague and lacks Rococo elegance; structure is preserved but heavily degraded by blur.,2,3,2,Similar to C but slightly more coherent; still suffers from heavy blur and lack of stylistic detail; structure is recognizable but soft.,5,5,5,Excellent preservation of source structure; clear Rococo-style ornate frame and soft pastel tones; no visible artifacts; highly faithful to target style.
Ukiyo_e__keisai-eisen_yabai-with-two-women-1840__to__Impressionism,Ukiyo_e,Impressionism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,3,Faint impressionistic washes but very low contrast and detail loss; structure is partially preserved but overly blurred.,1,1,2,Almost entirely lost content; appears as a smudged gray blur with no discernible style or structure.,5,5,5,Excellent impressionist brushwork and color palette while perfectly preserving the original composition and figures; clean output with no artifacts.
Impressionism__rudolf-schweitzer-cumpana_str-du-n-atena__to__Rococo,Impressionism,Rococo,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,Weak Rococo influence; heavy vignetting and color distortion degrade structure and introduce artifacts.,1,1,1,Severely blurred and indistinct; no discernible style or structure preserved; extreme artifacts.,5,5,5,Excellent Rococo styling with soft pastels and ornate details; source structure fully preserved; clean output with minimal artifacts.
Minimalism__john-mclaughlin_number-4__to__Minimalism,Minimalism,Minimalism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,3,Color is washed out and lacks the crisp minimalism; structure is preserved but edges are soft and blurry.,1,2,2,Over-blurred to the point of losing all definition; fails to capture minimalism or source structure.,5,5,5,"Perfectly preserves the geometric layout and color blocks of the source while achieving a clean, minimalist aesthetic with no artifacts."
Impressionism__edgar-degas_study-of-gentile-bellini-1855__to__Ukiyo_e,Impressionism,Ukiyo_e,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,4,3,Retains source structure well but fails to apply Ukiyo-e style; output remains grayscale sketch-like with no color or line-art characteristics.,1,2,1,Severely blurred and indistinct; loses both style and structure. No discernible Ukiyo-e features or facial details preserved.,5,5,5,"Excellent Ukiyo-e style transfer: bold outlines, flat color regions, stylized shading, and traditional composition. Structure of source face and hat perfectly preserved. No artifacts."
Impressionism__camille-pissarro_the-gardener-afternoon-sun-eragny-1899__to__Ukiyo_e,Impressionism,Ukiyo_e,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,Very faint Ukiyo-e influence; washed-out colors and low contrast. Structure is preserved but lacks stylistic definition. Artifacts include blurriness and loss of detail.,1,1,1,Almost no recognizable style or structure. Heavily blurred and abstracted. Appears as a smudged texture with no coherent content or stylistic mapping.,5,5,5,"Strong Ukiyo-e aesthetic: bold outlines, flat color planes, stylized sky and foliage. Source structure (figure, path, trees) is well preserved. Clean output with minimal artifacts."
Rococo__maurice-quentin-de-la-tour_marie-josephe-of-saxony-1__to__Minimalism,Rococo,Minimalism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,"Fails to capture minimalism; overly blurred and washed out, losing key structural details and introducing significant artifacts.",1,2,1,Completely fails to preserve structure or style; image is nearly unrecognizable due to extreme blurring and artifacting.,5,5,5,"Perfectly captures minimalism with clean lines, flat colors, and simplified forms while preserving the subject’s pose and key features without artifacts."
Minimalism__joan-hernandez-pijuan_untitled-120-1999__to__Ukiyo_e,Minimalism,Ukiyo_e,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,4,3,Preserves structure well but lacks Ukiyo-e style; minimal artifacts but no stylistic transfer.,1,2,1,Fails to preserve structure or apply style; heavy blurring and artifacts degrade output.,5,5,5,"Excellent Ukiyo-e style transfer with clean lines, preserved structure, and no visible artifacts."
Minimalism__yves-gaucher_traces-2000__to__Minimalism,Minimalism,Minimalism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,1,1,1,Completely blank; no style or structure preserved.,1,1,1,Completely blank; no style or structure preserved.,4,5,5,"Clean, minimal aesthetic with well-preserved line structure and no artifacts."
Ukiyo_e__utagawa-kuniyoshi_tamatori-being-pursued-bya-dragon__to__Impressionism,Ukiyo_e,Impressionism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,3,Partial impressionistic brushwork applied but lacks cohesive style; structure is somewhat preserved but blurred; minor artifacts from over-smoothing.,1,2,2,Very weak impressionism — mostly gray wash with no clear stylistic traits; structure heavily degraded; significant smudging and loss of detail.,5,5,5,"Excellent impressionist rendering with visible brushstrokes, color blending, and atmospheric effects; source structure fully preserved; no visible artifacts."
Ukiyo_e__utagawa-kunisada_not_detected_240347__to__Early_Renaissance,Ukiyo_e,Early_Renaissance,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,4,3,Preserves source structure well but applies minimal stylistic influence; appears mostly unmodified with slight color shifts.,3,2,2,Shows some Early Renaissance texture and tone but heavily blurs and distorts source content; artifacts from over-smoothing.,5,5,5,"Excellent fusion: retains full source composition while applying coherent Early Renaissance chiaroscuro, drapery rendering, and aged parchment texture without distortion or noise."
Rococo__joseph-wright_d-ewes-coke-his-wife-hannah-and-daniel-parker-coke__to__Early_Renaissance,Rococo,Early_Renaissance,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,3,4,3,Moderate Early Renaissance style with muted tones; structure mostly preserved but faces and drapery lack detail; noticeable smudging and loss of fine texture.,2,2,1,Very weak style transfer; heavy blur and haze obscure content; structure severely degraded; excessive artifacts and loss of figure definition.,5,5,5,"Excellent Early Renaissance style match with appropriate color palette and brushwork; structure fully preserved; minimal artifacts, clean edges and details."
Impressionism__william-merritt-chase_gray-day-on-the-lagoon-a-passenger-boat-venice__to__Rococo,Impressionism,Rococo,Seedream_repaired750,Seedream_repaired750,LBM-Knee_e13,Seedream_repaired750,4,2,5,3,Preserves source structure well but applies minimal Rococo styling; appears more like a faded impressionist painting than Rococo.,1,2,1,Severely degrades structure and lacks any discernible Rococo characteristics; output is blurry and indistinct.,5,4,5,"Excellent Rococo style transfer with ornate frame, soft pastel palette, and decorative elements; maintains good structural coherence of the harbor scene."
Rococo__jean-marc-nattier_portrait-of-louis-tocqu-1762__to__Rococo,Rococo,Rococo,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,Very blurry and washed out; fails to capture Rococo elegance or detail. Structure is barely recognizable due to heavy smoothing.,2,2,1,Extremely distorted and smeared. Loses nearly all structural integrity and introduces severe artifacts. No discernible Rococo style.,5,5,5,"Excellent preservation of source structure with appropriate Rococo-style ornate framing and soft, painterly texture. Clean output with no visible artifacts."
Ukiyo_e__utagawa-kuniyoshi_kuzunoha__to__Ukiyo_e,Ukiyo_e,Ukiyo_e,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,3,4,3,Moderate Ukiyo-e style with visible color bleeding and slight structural distortion; artifacts present in background and figure edges.,2,2,1,"Poor style transfer — overly blurred, lacks Ukiyo-e characteristics; severe structural loss and heavy artifacts throughout.",5,5,5,"Excellent Ukiyo-e style fidelity, perfect structure retention, and minimal to no artifacts — near-perfect output."
Impressionism__edgar-degas_study-of-gentile-bellini-1855__to__Early_Renaissance,Impressionism,Early_Renaissance,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,4,3,Retains source structure well but fails to apply Renaissance style; output remains a monochrome sketch with no color or texture transfer.,1,2,1,Severe structural collapse and blurring; completely fails to preserve the source face or apply any coherent style.,5,5,5,"Perfectly maps the source content to the Early Renaissance style, preserving facial structure while applying appropriate color, lighting, and texture."
Ukiyo_e__utagawa-kuniyoshi_ishiyakushi__to__Rococo,Ukiyo_e,Rococo,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,"Partial Rococo elements (soft colors, floral motifs) but heavily distorted; structure partially preserved but with significant warping and noise artifacts.",1,2,1,"Very weak Rococo style transfer; image is overly blurred and smudged, losing both stylistic detail and structural integrity; high artifact presence.",5,5,5,"Excellent Rococo style integration with ornate borders, soft pastel tones, and decorative flourishes; source structure perfectly preserved; no visible artifacts."
Minimalism__robert-mangold_untitled-fcpa-1995__to__Minimalism,Minimalism,Minimalism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,3,4,3,Moderate style transfer with muted colors; structure preserved but lacks minimalism clarity; some color bleeding and soft edges.,2,3,2,"Over-blurred, loses structural definition; minimalism not well captured; significant artifacting and loss of detail.",5,5,5,Excellent preservation of source structure and clean application of minimalism style; no visible artifacts; faithful to target aesthetic.
