case_id,src_style,tgt_style,best_overall,best_style_specificity,best_structure,best_artifact_control,confidence_1_to_5,LBM-Knee_e13_style_specificity,LBM-Knee_e13_structure_preservation,LBM-Knee_e13_artifact_control,LBM-Knee_e13_note,Seedream_repaired750_style_specificity,Seedream_repaired750_structure_preservation,Seedream_repaired750_artifact_control,Seedream_repaired750_note,EdgeGated_e01_style_specificity,EdgeGated_e01_structure_preservation,EdgeGated_e01_artifact_control,EdgeGated_e01_note
Ukiyo_e__hiroshige_hakone-kosuizu__to__Ukiyo_e,Ukiyo_e,Ukiyo_e,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,3,4,3,Moderate Ukiyo-e style with visible brushstroke texture; structure preserved but lacks fine detail; some color bleeding and soft edges.,5,5,5,"Excellent Ukiyo-e fidelity: crisp lines, authentic color palette, clean edges, and faithful structural retention with minimal artifacts.",4,4,4,Strong style match with good edge definition; slight over-smoothing in sky/water areas; minor loss of fine texture compared to reference.
Ukiyo_e__utagawa-kunisada_not_detected_240347__to__Minimalism,Ukiyo_e,Minimalism,EdgeGated_e01,EdgeGated_e01,Seedream_repaired750,EdgeGated_e01,4,2,3,3,"Overly blurred and washed-out; minimalism not clearly expressed, structure partially preserved but lacks clarity.",3,5,4,Strong structural fidelity to source; style is somewhat stylized but retains recognizable elements; minor artifacts in background.,5,4,5,Excellent minimalism with clean edges and reduced detail; structure well-preserved; no visible artifacts.
Impressionism__camille-pissarro_the-gardener-afternoon-sun-eragny-1899__to__Rococo,Impressionism,Rococo,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,LBM-Knee_e13,4,3,4,5,Moderate Rococo feel via soft color washes; structure well preserved; minimal artifacts but lacks ornamental Rococo framing.,5,5,4,Strong Rococo specificity with ornate frame and pastel palette; excellent structure retention; slight vignette/darkening at edges.,3,4,3,Rococo hints through texture and color; structure mostly intact; noticeable edge artifacts and uneven tonal degradation.
Minimalism__sean-scully_untitled-1973__to__Rococo,Minimalism,Rococo,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,Minimal Rococo influence; structure preserved but style transfer is weak and blurry.,5,5,5,Excellent Rococo style integration with ornate details; source structure perfectly preserved; no visible artifacts.,2,3,2,"Similar to LBM-Knee_e13; minimal style transfer, structure intact but output lacks stylistic fidelity and clarity."
Impressionism__armand-guillaumin_valley-in-pontgibaud-1890__to__Minimalism,Impressionism,Minimalism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,"Overly blurred and washed-out; minimalism not clearly expressed, structure partially preserved but lacks clarity.",5,5,5,"Strong minimalism with clean shapes, bold colors, and clear structure; no visible artifacts.",3,4,3,Moderate minimalism with soft edges; structure mostly preserved but slightly hazy; minor artifacts in texture blending.
Rococo__william-hogarth_the-countess-s-morning-levee__to__Rococo,Rococo,Rococo,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,4,3,4,3,Moderate Rococo feel with soft colors but lacks ornate detail; structure mostly preserved; noticeable vignetting and blur artifacts.,5,5,5,"Strong Rococo aesthetic with pastel tones, elegant figures, and decorative framing; excellent structure retention; minimal artifacts.",3,4,3,Some Rococo color palette applied but muted; structure intact; heavy dark vignette and edge distortion reduce quality.
Impressionism__armand-guillaumin_valley-in-pontgibaud-1890__to__Ukiyo_e,Impressionism,Ukiyo_e,Seedream_repaired750,Seedream_repaired750,EdgeGated_e01,EdgeGated_e01,4,2,3,3,Very faint Ukiyo-e influence; mostly retains source’s painterly texture with minimal stylistic shift. Structure is preserved but lacks definition. Some color bleeding and softness reduce clarity.,5,4,4,"Strong Ukiyo-e aesthetic: bold outlines, flat color planes, and stylized forms. Slight over-saturation and minor edge halos near trees, but overall excellent style transfer with good structural fidelity.",3,5,5,"Excellent structure preservation and clean edges, but style transfer is subtle — more impressionistic than Ukiyo-e. Minimal artifacts, but lacks the defining graphic qualities of the target style."
Early_Renaissance__andrea-mantegna_maria-with-the-sleeping-child-1455__to__Minimalism,Early_Renaissance,Minimalism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,Fails to capture minimalism; overly soft and blurry with no clear stylistic reduction. Structure is preserved but degraded by haze. High artifact presence.,5,5,5,Perfectly captures minimalism via flat color blocks and clean outlines. Structure is cleanly preserved. No artifacts.,2,3,2,"Similar to LBM-Knee_e13 — lacks minimalism, overly diffuse, and suffers from blurring artifacts. Structure is partially preserved but obscured."
Ukiyo_e__utagawa-kuniyoshi_ishiyakushi__to__Impressionism,Ukiyo_e,Impressionism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,4,2,3,2,"Fails to apply Impressionist style; retains original flat, graphic aesthetic with minimal textural variation. Structure is preserved but lacks stylistic transformation. Artifacts include unnatural color bleeding and edge halos.",5,5,5,"Excellent Impressionist rendering: visible brushstrokes, soft color blending, and atmospheric lighting match the target reference. Structure is perfectly preserved with no distortion. Clean output with no visible artifacts.",3,4,3,"Moderate Impressionist style applied — some brushwork and color softening present, but less cohesive than Seedream. Structure is well-preserved. Minor artifacts in text regions and slight color banding near edges."
Early_Renaissance__jacopo-bellini_view-of-a-fortification-of-jerusalem(1)__to__Impressionism,Early_Renaissance,Impressionism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,1,5,5,Preserves source structure perfectly but applies no style transfer; output is identical to source.,5,4,5,Strong Impressionist style with visible brushwork and color blending; structure is well-preserved with minor softening; no artifacts.,1,5,5,Identical to source; no style transfer applied despite method name suggesting edge guidance.
Minimalism__robert-ryman_conversion-2003__to__Ukiyo_e,Minimalism,Ukiyo_e,LBM-Knee_e13,LBM-Knee_e13,LBM-Knee_e13,LBM-Knee_e13,5,5,5,5,Perfectly preserves source structure and applies Ukiyo_e style with no artifacts.,4,4,4,Good style transfer with minor artifacts and slight structure loss.,3,3,3,Moderate style transfer with noticeable artifacts and structure distortion.
Impressionism__william-merritt-chase_at-the-boat-landing__to__Rococo,Impressionism,Rococo,Seedream_repaired750,Seedream_repaired750,LBM-Knee_e13,EdgeGated_e01,4,2,5,3,Preserves source structure well but lacks Rococo stylistic elements; minimal artifacts.,5,3,4,Strong Rococo aesthetic with ornate frame and soft painterly texture; slight structural distortion but visually cohesive.,3,4,5,Clean output with good structure and low artifacts; moderate Rococo influence via color and brushwork but lacks ornamental framing.
Early_Renaissance__filippo-lippi_confirmation-of-the-carmelite-rule__to__Minimalism,Early_Renaissance,Minimalism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,"Very blurry and washed-out; minimalism not clearly expressed, structure heavily degraded.",5,5,5,"Strong minimalism with clean geometry, clear structure retention, and no visible artifacts.",2,3,2,"Similar to LBM—blurry, low contrast, minimalism absent, structure partially preserved but noisy."
Early_Renaissance__pietro-perugino_giovanni-colombini__to__Minimalism,Early_Renaissance,Minimalism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,"Overly blurred and washed-out; minimalism not clearly expressed, structure is preserved but lacks clarity.",5,5,5,"Excellent minimalism with clean lines, flat colors, and clear structure; no visible artifacts.",2,3,2,"Similar to LBM-Knee_e13; overly diffuse and lacks stylistic definition, structure is somewhat preserved."
Rococo__carl-ludwig-johann-christineck_nikolai-mordvinov-1771__to__Impressionism,Rococo,Impressionism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,Very blurry and washed out; impressionistic texture is minimal and indistinct. Structure is preserved but lacks definition due to heavy blur. Significant artifacts from over-smoothing.,5,5,5,Excellent impressionistic brushwork and color palette matching the target. Structure is perfectly preserved with clear details. No visible artifacts; clean and coherent output.,2,3,2,"Similar to LBM-Knee_e13, suffers from excessive blurring and loss of detail. Impressionistic style is not well captured. Structure is somewhat preserved but degraded by haze-like artifacts."
Minimalism__brice-marden_joined-2011__to__Ukiyo_e,Minimalism,Ukiyo_e,EdgeGated_e01,EdgeGated_e01,EdgeGated_e01,EdgeGated_e01,4,2,3,3,Minimal style transfer; mostly preserves source with faint texture. Structure intact but lacks Ukiyo-e characteristics.,3,4,2,"Some color and texture hints of Ukiyo-e, but background is overly uniform and flat. Structure preserved well, but artifacts in background reduce quality.",5,5,5,Strong Ukiyo-e style transfer with appropriate color palette and texture. Source structure perfectly preserved. Clean output with no visible artifacts.
Impressionism__childe-hassam_september-moonrise__to__Impressionism,Impressionism,Impressionism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,4,2,3,2,"Very washed-out, lacks brushwork texture; structure preserved but style is too faint and blurry.",5,5,5,"Excellent impressionist brushwork, strong color fidelity, clean edges, and faithful structure.",3,4,3,"Moderate style transfer with some visible texture, but slightly over-saturated and less refined than Seedream."
Early_Renaissance__filippo-lippi_adoration-of-the-magi-detail-2__to__Minimalism,Early_Renaissance,Minimalism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,"Overly blurred and washed-out; minimalism not clearly expressed, structure partially preserved but details lost.",5,5,5,Excellent minimalism with clean geometry and flat colors; source structure well preserved; no visible artifacts.,2,3,2,"Similar to LBM-Knee_e13; lacks stylistic clarity, structure is faint, and artifacts from over-smoothing are present."
Rococo__francois-boucher_portrait-of-madame-boucher-1745__to__Minimalism,Rococo,Minimalism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,"Fails to apply minimalism; output is a faded, blurry version of the source with no stylistic reduction or simplification.",5,5,5,"Perfectly captures minimalism through flat colors, simplified geometry, and clean lines while preserving the subject’s pose and composition.",2,3,2,Similar to LBM-Knee_e13; lacks stylistic transformation and introduces noise/blur without achieving minimalism.
Impressionism__rudolf-schweitzer-cumpana_str-du-n-atena__to__Minimalism,Impressionism,Minimalism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,"Overly blurred and washed-out; minimalism not clearly expressed, structure partially preserved but heavily degraded by noise.",5,5,5,"Clean geometric forms, flat colors, strong compositional clarity — excellent minimalism with full structural fidelity and no artifacts.",2,3,2,"Similar to LBM-Knee_e13 — faint, indistinct output with poor style expression and structural degradation."
Early_Renaissance__jacopo-bellini_view-of-a-fortification-of-jerusalem(1)__to__Ukiyo_e,Early_Renaissance,Ukiyo_e,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,1,4,5,Preserves structure well but fails to apply Ukiyo-e style; output is nearly identical to source sketch.,5,5,5,Excellent Ukiyo-e style transfer with vibrant colors and bold lines; structure is preserved and enhanced; no visible artifacts.,1,4,5,Similar to LBM-Knee_e13; preserves structure but completely lacks Ukiyo-e stylistic elements; appears as a clean sketch.
Early_Renaissance__andrea-mantegna_maria-with-the-sleeping-child-1455__to__Ukiyo_e,Early_Renaissance,Ukiyo_e,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,"Very washed-out, low contrast, and lacks clear Ukiyo-e line work or color blocking. Structure is blurred but recognizable. Heavy haze/artifacts reduce fidelity.",5,5,5,"Excellent Ukiyo-e style transfer: bold outlines, flat color regions, and appropriate tonal values. Structure is perfectly preserved with no artifacts. Best overall result.",3,4,3,"Moderate style transfer — some line definition and color separation present, but overly soft and hazy. Structure is well preserved. Some loss of detail due to blur/artifacts."
Ukiyo_e__keisai-eisen_the-courtesan-kaoru-of-owariya-matched-with-okitsu-1825(1)__to__Rococo,Ukiyo_e,Rococo,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,Weak Rococo influence; structure partially preserved but with heavy vignetting and color distortion. Artifacts include dark borders and loss of detail.,5,5,5,"Excellent Rococo style transfer with soft pastels, ornamental swirls, and delicate textures. Structure fully preserved with no visible artifacts.",3,4,3,Moderate Rococo styling with some ornamental elements. Structure mostly intact but suffers from slight blurring and uneven texture application.
Impressionism__alfred-sisley_the-banks-of-the-oise-1878__to__Minimalism,Impressionism,Minimalism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,LBM-Knee_e13,4,2,3,5,"Very clean output with minimal artifacts, but style is too vague and lacks the bold graphic quality of minimalism.",5,5,4,Excellent adherence to the target style with strong structure preservation. Minor loss of fine detail in the water.,2,2,4,"Fails to capture the target style, resulting in a washed-out, low-contrast image with poor structure."
Minimalism__joan-hernandez-pijuan_nuvol-rosa-2-1990__to__Rococo,Minimalism,Rococo,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,4,3,Minimal Rococo styling; mostly retains source color and structure with faint ornamental hints. Some edge artifacts and low style fidelity.,5,5,5,"Strong Rococo aesthetic with ornate gold frame, floral motifs, and soft pastel tones. Structure well preserved; clean output with no visible artifacts.",2,4,3,"Similar to LBM-Knee_e13 — minimal style transfer, mostly preserves source layout. Slight edge artifacts and lack of Rococo detail."
Impressionism__childe-hassam_evening-champs-elysees-aka-pres-du-louvre__to__Ukiyo_e,Impressionism,Ukiyo_e,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,4,2,3,2,"Very washed-out, low contrast; style transfer is weak and indistinct. Structure is preserved but lacks definition. Heavy blur and noise artifacts degrade quality.",5,5,5,"Excellent Ukiyo-e style application with bold lines, flat color areas, and decorative elements. Structure is perfectly preserved with sharp edges. No visible artifacts; clean and stylized output.",3,4,3,"Moderate style transfer with some color flattening and line emphasis, but less distinct than Seedream. Structure is well-preserved. Some mild blurring and softness in details."
Early_Renaissance__fra-angelico_saint-cosmas-and-saint-damian-before-lisius-1440__to__Minimalism,Early_Renaissance,Minimalism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,"Overly blurred and washed-out; minimalism not clearly expressed, structure lost in haze.",5,5,5,"Clean geometric simplification, strong color blocking, faithful to source layout, no artifacts.",3,4,3,Some structure retained but overly soft and indistinct; minimalism implied but not sharply defined.
Minimalism__robert-mangold_untitled-fcpa-1995__to__Early_Renaissance,Minimalism,Early_Renaissance,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,4,3,Fails to apply Renaissance style; appears as a flat color shift with no textural or stylistic depth. Structure is preserved but lacks artistic intent.,5,5,5,"Excellent application of Early Renaissance style with appropriate texture, lighting, and framing. Structure is perfectly preserved and no artifacts are visible.",3,4,4,"Shows some stylistic influence with subtle texture and color variation, but less pronounced than Seedream. Structure is well-maintained with minor edge softness."
Minimalism__mira-schendel_untitled-1984__to__Impressionism,Minimalism,Impressionism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,"Very blurry, lacks impressionistic brushwork; structure is preserved but overly smoothed; artifacts include loss of detail and texture.",5,5,5,Excellent impressionistic style with visible brushstrokes and color blending; structure of the portrait is well preserved; no visible artifacts.,3,4,3,Some impressionistic qualities but less refined than Seedream; structure is mostly preserved; minor artifacts in background and edges.
Early_Renaissance__benozzo-gozzoli_the-school-of-tagaste-1465-1__to__Rococo,Early_Renaissance,Rococo,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,"Overly washed out, heavy vignetting and edge artifacts; style transfer is weak and inconsistent with Rococo aesthetics.",5,5,5,"Excellent Rococo style integration with soft pastel tones, ornate framing, and preserved architectural and figure details; minimal artifacts.",3,4,3,Moderate style transfer with some Rococo elements; structure is mostly preserved but suffers from noticeable edge distortion and uneven coloring.
Impressionism__nikolay-bogdanov-belsky_connoisseurs-of-books-knowledge-is-power__to__Rococo,Impressionism,Rococo,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,Heavy vignetting and color wash obscure structure; Rococo elements are vague and diluted.,5,5,5,"Excellent Rococo styling with ornate table, soft pastel tones, and clear preservation of original composition and details.",3,4,3,Moderate Rococo influence with some ornamental hints; structure is mostly preserved but suffers from slight blurring and edge artifacts.
Rococo__thomas-gainsborough_john-plampin__to__Early_Renaissance,Rococo,Early_Renaissance,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,4,3,4,3,Moderate Early Renaissance style transfer with soft color wash and muted tones; structure preserved but lacks architectural or compositional Renaissance cues; some blurring and loss of detail in background.,5,5,5,"Strongest match to Early Renaissance style: warm palette, chiaroscuro lighting, classical composition feel, and refined texture without over-smoothing; source structure fully preserved with minimal artifacts.",4,4,4,Good stylistic emulation with aged parchment effect and soft gradients; structure well maintained but slightly less cohesive than Seedream; minor edge halos and uneven tonal transitions.
Impressionism__claude-monet_bordighera-the-house-of-gardener__to__Rococo,Impressionism,Rococo,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,4,2,2,1,"Severe structural collapse and heavy vignetting; style is vague and noisy, not clearly Rococo.",5,5,5,"Excellent preservation of source structure with strong Rococo aesthetic (soft pastels, ornate frame, painterly texture). Minimal artifacts.",3,3,2,Moderate structure retention but overly blurred and washed-out; style is present but weak and lacks detail. Heavy vignetting detracts.
Early_Renaissance__pietro-perugino_giovanni-colombini__to__Rococo,Early_Renaissance,Rococo,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,Heavy dark vignetting and smudged edges obscure content; Rococo style is barely perceptible beyond color wash.,5,5,5,"Excellent Rococo framing with ornate arch, faithful structure, clean edges, and appropriate pastel palette.",2,3,2,Similar to LBM-Knee_e13: heavy vignette and edge artifacts degrade style and structure; minimal Rococo cues.
Minimalism__robert-ryman_conversion-2003__to__Minimalism,Minimalism,Minimalism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,4,2,3,2,"Very faint, washed-out output; minimal style transfer evident, structure barely preserved, significant loss of detail and contrast.",5,5,5,"Excellent preservation of source structure with clean, minimal aesthetic matching target style; no visible artifacts or distortions.",1,2,3,"Overly blurred and indistinct; fails to convey minimalism clearly, structure is lost, though no harsh artifacts present."
Rococo__thomas-gainsborough_a-coastal-landscape-1782__to__Early_Renaissance,Rococo,Early_Renaissance,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,4,2,3,2,Overly hazy and washed-out; lacks Renaissance texture and color depth; structure is preserved but style is weak.,5,5,5,Excellent match to Early Renaissance palette and brushwork; structure fully preserved; no visible artifacts.,3,4,3,Moderate style transfer with some color shift; structure mostly intact; slight vignetting artifact on edges.
Early_Renaissance__benozzo-gozzoli_procession-of-the-magus-caspar-detail-1461-4__to__Impressionism,Early_Renaissance,Impressionism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,Very faint impressionistic texture; structure preserved but style is weak and washed out.,5,5,5,"Excellent impressionist brushwork, strong color fidelity, clean edges, no artifacts.",3,4,3,Moderate impressionist effect with some smudging; structure mostly intact but slightly blurred.
Minimalism__yves-gaucher_traces-2000__to__Rococo,Minimalism,Rococo,Seedream_repaired750,Seedream_repaired750,EdgeGated_e01,EdgeGated_e01,4,1,2,2,Fails to apply Rococo style; output is nearly blank with only a faint horizontal line. No ornamental or stylistic elements present.,5,3,3,"Strongly applies Rococo framing and decorative motifs. Structure preserved as a bordered canvas with central line, but some color bleeding and softness reduce clarity.",2,5,5,Preserves source structure perfectly (horizontal line centered). Minimal style application — no Rococo elements visible. Clean output with no artifacts.
Minimalism__imi-knoebel_weiss-und-schwarz-4-2009__to__Ukiyo_e,Minimalism,Ukiyo_e,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,EdgeGated_e01,4,2,4,4,Minimal style transfer; grayscale gradient applied but lacks Ukiyo-e texture or color. Structure preserved well. Clean output with no artifacts.,5,5,4,"Strong Ukiyo-e style: aged paper tone, subtle ink wash gradients, and traditional aesthetic. Structure perfectly preserved. Minor vignetting artifact at top.",3,5,5,Moderate style transfer — gray tones mimic ink but lack Ukiyo-e texture or warmth. Perfect structure. No visible artifacts; cleanest output.
Ukiyo_e__kitagawa-utamaro_the-hour-of-the-horse__to__Ukiyo_e,Ukiyo_e,Ukiyo_e,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,"Very faded, low contrast, and lacks Ukiyo-e color vibrancy and line clarity. Structure is preserved but style is weak.",5,5,5,"Excellent Ukiyo-e style transfer with bold lines, rich colors, and clear figure definition. Structure is perfectly preserved with no artifacts.",3,4,3,Better than LBM but still somewhat washed out. Lines are clearer than LBM but lack the depth and saturation of Seedream. Minor blurring in background.
Impressionism__john-singer-sargent_lake-in-the-tyrol__to__Impressionism,Impressionism,Impressionism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,Overly washed-out and hazy; lacks Impressionist brushwork and color vibrancy. Structure is preserved but blurred by excessive diffusion-like artifacts.,5,5,5,"Excellent Impressionist rendering with visible brushstrokes, rich color palette, and faithful structure. Minimal artifacts; best overall match to target style.",3,4,3,"Moderate Impressionist feel with some color blending, but overly soft and low-contrast. Structure is mostly preserved but lacks textural detail and vibrancy."
Minimalism__brice-marden_joined-2011__to__Early_Renaissance,Minimalism,Early_Renaissance,EdgeGated_e01,EdgeGated_e01,EdgeGated_e01,EdgeGated_e01,4,2,3,3,Minimal style transfer; mostly preserves source appearance with slight color shift. Structure intact but lacks Renaissance stylistic elements.,3,4,2,"Shows some stylistic influence (warm tones, texture), but introduces artifacts like unnatural shadowing and edge distortion. Structure mostly preserved.",5,5,5,"Excellent preservation of source structure while applying subtle Early Renaissance stylistic cues (color palette, soft gradients). Clean output with no visible artifacts."
Rococo__thomas-gainsborough_robert-butcher-of-walthamstan__to__Rococo,Rococo,Rococo,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,"Very blurry and washed out; minimal Rococo styling, heavy artifacts, poor detail retention.",5,5,5,"Excellent Rococo frame integration, sharp structure, clean output with no visible artifacts.",2,3,2,"Similar to LBM — blurry, lacks stylistic flair, moderate structure but poor artifact control."
Ukiyo_e__keisai-eisen_yabai-with-two-women-1840__to__Impressionism,Ukiyo_e,Impressionism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,4,2,3,3,Very faint impressionistic texture; structure preserved but style is weak and washed out.,5,5,5,Strong impressionistic brushwork and color palette; excellent structure retention and no visible artifacts.,2,3,3,"Similar to LBM — minimal style transfer, mostly preserves original image with slight softening."
Impressionism__rudolf-schweitzer-cumpana_str-du-n-atena__to__Rococo,Impressionism,Rococo,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,4,2,3,2,Heavy vignetting and oversaturated pastel washes obscure structure; Rococo elegance is lost in muddy texture.,5,5,5,"Excellent Rococo refinement: soft chiaroscuro, elegant brushwork, preserved architecture and figures, minimal artifacts.",3,4,3,Moderate Rococo feel with some edge artifacts and uneven color blending; structure mostly intact but less refined than Seedream.
Early_Renaissance__fra-angelico_saint-cosmas-and-saint-damian-before-lisius-1440__to__Ukiyo_e,Early_Renaissance,Ukiyo_e,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,4,2,4,3,"Very faint, washed-out style; lacks Ukiyo-e character. Structure is mostly preserved but edges are soft. Low contrast and detail loss reduce overall quality.",5,5,5,"Excellent Ukiyo-e style transfer with bold lines, flat color areas, and stylized shading. Structure is perfectly preserved with no artifacts. Best overall result.",3,4,4,"Moderate Ukiyo-e influence with some line emphasis, but colors remain too naturalistic. Structure is well-preserved with minor softness. Better than LBM but less stylized than Seedream."
Minimalism__john-mclaughlin_number-4__to__Minimalism,Minimalism,Minimalism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,4,2,3,2,Overly blurred and washed-out; loses color fidelity and structural clarity. Minimalist intent is diluted by excessive smoothing.,5,5,5,"Excellent preservation of original geometry and vibrant yellow tones. Clean edges, no artifacts, strong minimalist aesthetic alignment.",3,4,3,Good structure retention but muted colors reduce stylistic impact. Slight haloing at edges; less vivid than target style.
Impressionism__edgar-degas_study-of-gentile-bellini-1855__to__Ukiyo_e,Impressionism,Ukiyo_e,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,4,3,Minimal style transfer; retains source grayscale sketch with faint smudging. Structure preserved but lacks Ukiyo-e characteristics.,5,5,5,"Excellent Ukiyo-e style: bold outlines, flat color blocks, stylized facial features, and traditional hat rendering. Structure perfectly preserved with no artifacts.",2,4,4,"Slight stylistic shift toward soft shading but still largely monochrome. Structure intact, minimal artifacts, but fails to capture Ukiyo-e essence."
Impressionism__camille-pissarro_the-gardener-afternoon-sun-eragny-1899__to__Ukiyo_e,Impressionism,Ukiyo_e,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,Very low style transfer; output resembles a soft-focus photo with no Ukiyo-e characteristics. Structure is preserved but blurred.,5,5,5,"Excellent Ukiyo-e style application with clear ink lines, flat color regions, and stylized sky. Structure is perfectly preserved with no artifacts.",3,4,3,Moderate style transfer with some watercolor-like washes but lacks distinct Ukiyo-e line work. Structure is well-preserved but edges are slightly soft.
Rococo__maurice-quentin-de-la-tour_marie-josephe-of-saxony-1__to__Minimalism,Rococo,Minimalism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,"Overly blurred and washed out; minimalism not clearly expressed, structure lost in haze.",5,5,5,Clean vector-like simplification with bold colors and sharp edges; excellent minimalism while preserving key structural elements.,2,3,2,Similar to LBM — too soft and indistinct; lacks clear stylistic intent or structural fidelity.
Minimalism__joan-hernandez-pijuan_untitled-120-1999__to__Ukiyo_e,Minimalism,Ukiyo_e,Seedream_repaired750,Seedream_repaired750,LBM-Knee_e13,Seedream_repaired750,4,2,5,4,Preserves structure well but lacks Ukiyo-e color and texture; appears as line art with minimal style transfer.,5,4,5,Strong Ukiyo-e aesthetic with warm tones and soft gradients; slight loss in edge sharpness but overall clean and stylistically faithful.,3,4,3,Moderate style application with visible artifacts along edges; structure preserved but color palette less cohesive than Seedream.
Minimalism__yves-gaucher_traces-2000__to__Minimalism,Minimalism,Minimalism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,EdgeGated_e01,4,2,3,2,"Overly blurred, loses color detail and edge definition; minimalism not well captured.",5,5,4,"Clean, crisp lines with accurate color segmentation; strong minimal aesthetic and structure retention.",3,4,5,"Very clean output with no artifacts, but lacks stylistic richness; structure preserved but style is too neutral."
Rococo__joseph-wright_d-ewes-coke-his-wife-hannah-and-daniel-parker-coke__to__Early_Renaissance,Rococo,Early_Renaissance,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,4,3,4,3,Moderate Early Renaissance style with visible texture and color shifts; structure mostly preserved but some blurring in faces and hands; minor artifacts around edges and clothing folds.,5,5,5,"Strong Early Renaissance aesthetic with appropriate chiaroscuro, warm palette, and painterly texture; excellent structural fidelity to source; minimal artifacts, clean transitions.",4,4,4,Good stylistic emulation with soft lighting and aged tones; structure well maintained but slight over-smoothing in facial features; minor haloing near figure boundaries.
Impressionism__william-merritt-chase_gray-day-on-the-lagoon-a-passenger-boat-venice__to__Rococo,Impressionism,Rococo,Seedream_repaired750,Seedream_repaired750,EdgeGated_e01,Seedream_repaired750,4,2,3,2,Weak Rococo styling; heavy texture artifacts and dark vignetting distort structure.,5,4,5,Strong Rococo aesthetic with ornate frame and soft pastel palette; clean rendering with minimal artifacts.,3,5,3,Excellent structural fidelity but lacks strong Rococo stylistic cues; mild edge artifacts present.
