case_id,src_style,tgt_style,best_overall,best_style_specificity,best_structure,best_artifact_control,confidence_1_to_5,LBM-Knee_e13_style_specificity,LBM-Knee_e13_structure_preservation,LBM-Knee_e13_artifact_control,LBM-Knee_e13_note,Seedream_repaired750_style_specificity,Seedream_repaired750_structure_preservation,Seedream_repaired750_artifact_control,Seedream_repaired750_note,EdgeGated_e03_style_specificity,EdgeGated_e03_structure_preservation,EdgeGated_e03_artifact_control,EdgeGated_e03_note
Rococo__carl-ludwig-johann-christineck_portrait-of-paul-of-russia-dressed-as-chevalier-of-the-order-of-st-andrew-1760__to__Rococo,Rococo,Rococo,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,Very blurry and washed out; minimal Rococo detail or color; structure partially preserved but heavily degraded by diffusion artifacts.,5,5,5,"Excellent Rococo styling with ornate frame, soft pastel tones, and delicate brushwork; source structure perfectly preserved; no visible artifacts.",2,3,2,"Similar to LBM-Knee_e13 — overly blurred, lacks Rococo color/detail; structure faintly retained but obscured by heavy smoothing and noise."
Rococo__joshua-reynolds_colonel-george-k-h-coussmaker-grenadier-guards__to__Ukiyo_e,Rococo,Ukiyo_e,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,Very blurry and washed-out; minimal Ukiyo-e stylistic features; structure is preserved but heavily degraded by blur.,5,5,5,"Excellent Ukiyo-e style transfer with clear line work, flat color regions, and stylized shading; structure perfectly preserved; no visible artifacts.",3,4,3,Moderate Ukiyo-e influence with some color flattening and edge emphasis; structure well preserved; slight smudging and color bleeding present.
Early_Renaissance__sandro-botticelli_trinity(1)__to__Impressionism,Early_Renaissance,Impressionism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,Very faint impressionistic wash; structure is preserved but overly blurred and low-contrast. Style transfer is weak and lacks visible brushwork or color vibrancy.,5,5,5,"Excellent impressionistic rendering with visible brushstrokes, rich color palette, and strong adherence to source composition. No artifacts; best balance of style and structure.",2,4,3,Structure is well-preserved but style is muted and washed-out. Lacks the vividness and textural quality of true Impressionism. Some edge artifacts visible in background.
Impressionism__edouard-manet_tarring-the-boat-1873__to__Early_Renaissance,Impressionism,Early_Renaissance,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,4,2,3,2,Poor style transfer; retains original painting’s color and texture without applying Early Renaissance sketch aesthetic. Structure preserved but lacks stylistic coherence.,5,5,5,"Excellent match to target style: monochrome sketch with hatching, aged paper texture, and line-based rendering. Structure fully preserved with no artifacts.",3,4,3,"Moderate style application — some sketch-like lines and sepia tone, but inconsistent with target’s fine hatching and paper texture. Minor artifacts in background."
Minimalism__yves-klein_untitled-yellow-monochrome-1956__to__Impressionism,Minimalism,Impressionism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,4,2,2,3,Very faint impressionistic wash; structure nearly lost; low style intensity.,5,5,5,Strong impressionist texture and color; source structure well preserved; clean output.,3,3,4,Moderate impressionist feel; some structure retained; minor artifacts at edges.
Ukiyo_e__kitagawa-utamaro_upon-my-oath__to__Ukiyo_e,Ukiyo_e,Ukiyo_e,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,3,Very faint style transfer; lacks color and texture of Ukiyo-e. Structure is preserved but overly washed out. Minimal artifacts but poor stylistic fidelity.,5,5,5,"Excellent Ukiyo-e style with appropriate colors, line work, and texture. Structure is well-preserved with natural integration. No visible artifacts.",3,4,4,Moderate style transfer with some color and line quality but lacks richness. Structure is mostly preserved. Slight blurring and softness in details.
Early_Renaissance__jacopo-bellini_view-of-a-fortification-of-jerusalem(1)__to__Early_Renaissance,Early_Renaissance,Early_Renaissance,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,4,3,Preserves structure well but lacks Renaissance color and texture; appears as a faded sketch with minimal stylistic adaptation.,5,5,5,"Excellent match to Early Renaissance style: rich colors, architectural detail, and painterly texture while preserving source composition and framing.",2,4,3,Similar to LBM — retains line art and structure but fails to apply Renaissance styling; looks like an uncolored or lightly toned sketch.
Early_Renaissance__domenico-ghirlandaio_st-jerome__to__Rococo,Early_Renaissance,Rococo,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,Very faint Rococo influence; structure preserved but overly washed out and low contrast. Lacks ornamental detail and color richness.,5,5,5,"Excellent Rococo styling with ornate columns, floral motifs, and rich pastel palette. Structure perfectly preserved with no artifacts. Best overall match.",3,4,3,Moderate Rococo elements (some color and ornamentation) but muted and inconsistent. Structure well preserved. Some edge artifacts and uneven blending.
Early_Renaissance__filippo-lippi_confirmation-of-the-carmelite-rule__to__Early_Renaissance,Early_Renaissance,Early_Renaissance,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,"Faint, washed-out style transfer; lacks Renaissance color and texture fidelity. Structure preserved but overly blurred.",5,5,5,"Excellent Early Renaissance style match: rich colors, clear figures, architectural elements, and minimal artifacts. Best overall output.",2,3,2,"Similar to LBM-Knee_e13 — faint, low-contrast style application with poor color saturation and visible noise/artifacts."
Ukiyo_e__utagawa-kunisada_not_detected_240353__to__Minimalism,Ukiyo_e,Minimalism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,"Overly blurred and washed-out; minimalism not clearly expressed, structure partially preserved but details lost.",5,5,5,Excellent minimalism with bold color blocks and clean composition; source structure fully preserved; no visible artifacts.,2,3,2,"Similar to LBM-Knee_e13 — overly diffuse, lacks stylistic clarity, structure faintly retained but noisy."
Early_Renaissance__filippo-lippi_confirmation-of-the-carmelite-rule__to__Rococo,Early_Renaissance,Rococo,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,Very weak Rococo style; heavy vignetting and blur obscure content; structure partially preserved but degraded by artifacts.,5,5,5,Excellent Rococo styling with ornate frame and soft palette; source structure fully preserved; no visible artifacts.,3,4,3,Moderate Rococo feel with muted tones; structure mostly intact; slight edge smearing and uneven texture.
Rococo__bernardo-bellotto_pirna-seen-from-the-right-bank-of-the-elbe__to__Ukiyo_e,Rococo,Ukiyo_e,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,3,"Very faded, washed-out colors; lacks bold outlines and flat color blocks typical of Ukiyo-e. Structure is preserved but style is weak.",5,5,5,"Excellent Ukiyo-e aesthetic: strong outlines, flat saturated colors, stylized clouds and water reflections. Structure perfectly preserved with no artifacts.",3,4,4,"Moderate Ukiyo-e feel with some color separation and soft edges, but less defined than Seedream. Minor smudging in sky/water areas."
Rococo__dmitry-levitzky_portrait-of-unknown-woman-with-a-rose-1788__to__Early_Renaissance,Rococo,Early_Renaissance,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,Overly hazy and washed-out; lacks Renaissance texture and depth. Structure is preserved but blurred by excessive smoothing.,5,5,5,"Excellent match to Early Renaissance style: rich chiaroscuro, detailed fabric folds, natural skin tones, and coherent lighting. No visible artifacts or structural distortion.",3,4,3,Better than LBM but still too flat and desaturated. Some edge artifacts visible around hair and shoulders. Style is partially captured but lacks richness.
Impressionism__winston-churchill_distant-view-of-the-pyramids-1921-1(1)__to__Early_Renaissance,Impressionism,Early_Renaissance,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,"Very washed out, lacks Renaissance texture and color depth; structure preserved but style is too pale and indistinct.",5,5,5,Excellent match to Early Renaissance palette and texture; structure fully preserved with no visible artifacts or distortions.,3,4,3,Moderate style transfer with some Renaissance tones; structure mostly intact but edges show slight blurring and uneven texture.
Early_Renaissance__benozzo-gozzoli_madonna-and-child-1485__to__Impressionism,Early_Renaissance,Impressionism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,4,3,Preserves structure well but lacks impressionistic texture and color; appears overly smooth and painterly in a non-impressionist way.,5,5,5,"Excellent impressionistic brushwork, vibrant colors, and faithful structure preservation with minimal artifacts.",3,4,4,"Moderate impressionistic feel with some texture, but slightly muted colors and minor edge artifacts."
Rococo__maurice-quentin-de-la-tour_marie-josephe-of-saxony-1__to__Rococo,Rococo,Rococo,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,Very blurry and washed-out; minimal Rococo detail or color fidelity; structure is preserved but heavily degraded by diffusion artifacts.,5,5,5,"Excellent Rococo styling with ornate frame, soft lighting, and period-appropriate palette; source structure perfectly preserved; no visible artifacts.",3,4,3,Moderate Rococo feel with some color and texture improvement over LBM; structure well preserved but lacks ornamental framing and has slight haze/artifacts.
Early_Renaissance__carlo-crivelli_saint-thomas-aquinas-1476__to__Impressionism,Early_Renaissance,Impressionism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,"Faint, washed-out impressionistic texture; structure is preserved but overly blurred; significant loss of detail and color fidelity.",5,5,5,Excellent Impressionist brushwork and color palette; structure perfectly preserved; no visible artifacts or distortions.,3,4,3,Moderate impressionistic effect with some edge preservation; structure mostly intact but slightly softened; minor haloing artifacts around edges.
Early_Renaissance__fra-angelico_bosco-ai-frati-altarpiece__to__Ukiyo_e,Early_Renaissance,Ukiyo_e,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,4,2,3,3,"Faint, washed-out style; lacks Ukiyo-e boldness and line work. Structure preserved but overly blurred.",5,5,5,"Strong Ukiyo-e aesthetic with clear linework, flat color planes, and stylized forms. Excellent structure retention and minimal artifacts.",3,4,4,"Moderate Ukiyo-e influence with some line emphasis, but colors remain too naturalistic. Minor smudging artifacts present."
Ukiyo_e__kitagawa-utamaro_the-hour-of-the-horse__to__Early_Renaissance,Ukiyo_e,Early_Renaissance,Seedream_repaired750,Seedream_repaired750,EdgeGated_e03,EdgeGated_e03,4,2,3,2,Weak Renaissance style transfer; retains original Japanese aesthetic. Moderate structure preservation but heavy vignetting and color distortion artifacts.,5,4,3,"Strong Early Renaissance style adoption with appropriate lighting, palette, and brushwork feel. Structure mostly preserved; slight softening and minor haloing near edges.",3,5,5,Excellent structural fidelity and minimal artifacts. Style transfer is subtle and inconsistent — leans toward aged paper texture rather than full Renaissance painterly style.
Minimalism__yves-gaucher_traces-2000__to__Ukiyo_e,Minimalism,Ukiyo_e,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,1,1,1,Completely blank; no style or structure transferred.,4,4,4,"Shows clear Ukiyo-e color palette and texture with minimal artifacts, though structure is only partially preserved.",1,1,1,Completely blank; no style or structure transferred.
Rococo__thomas-gainsborough_a-coastal-landscape-1782__to__Impressionism,Rococo,Impressionism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,EdgeGated_e03,4,2,3,3,Faint impressionistic washes but lacks color vibrancy and brushwork; structure is preserved but overly blurred.,5,5,4,"Strong Impressionist palette and visible brushstrokes; source structure (sails, cliffs, figures) well preserved with minimal artifacts.",3,4,5,"Clean output with good structural fidelity but muted, hazy style — lacks the vividness and texture of true Impressionism."
Rococo__giovanni-domenico-tiepolo_the-new-world-1797__to__Impressionism,Rococo,Impressionism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,3,4,4,Moderate impressionistic brushwork; structure mostly preserved but figures slightly blurred; minor smearing artifacts.,5,5,5,Strong impressionist style with visible brushstrokes and color blending; excellent structural fidelity to source; clean output with no visible artifacts.,4,4,4,Good impressionistic texture and color; structure well maintained; slight edge halos and minor noise in background.
Impressionism__nicolae-vermont_rotterdam-port-1928__to__Ukiyo_e,Impressionism,Ukiyo_e,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,3,"Very washed-out, lacks Ukiyo-e color blocking and line definition; structure is preserved but style is weak.",5,5,5,"Excellent Ukiyo-e aesthetic with strong color blocking, distinct outlines, and high fidelity to source structure without artifacts.",2,4,4,"Structure is well-maintained, but the style is too painterly and lacks the specific graphic qualities of Ukiyo-e."
Early_Renaissance__jacopo-bellini_view-of-a-fortification-of-jerusalem(1)__to__Minimalism,Early_Renaissance,Minimalism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,4,"Very faint, washed-out output; minimal style transfer evident, structure preserved but lacks visual impact or stylistic fidelity.",5,5,5,Strong minimalist geometric abstraction with clean edges and flat color blocks; faithfully preserves source structure while applying target style effectively.,2,3,4,"Similar to LBM — overly faded, low contrast, minimal stylistic intervention; structure intact but visually underwhelming."
Early_Renaissance__bartolome-bermejo_death-of-the-virgin-1462__to__Impressionism,Early_Renaissance,Impressionism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,Very washed out and low contrast; impressionistic brushwork is barely perceptible. Structure is preserved but colors are muted to near-monochrome.,5,5,5,"Excellent impressionistic style with visible brushstrokes and vibrant, blended colors. Structure is perfectly preserved with no artifacts or distortions.",3,4,3,Shows some impressionistic texture but is overly hazy and low-contrast. Structure is mostly intact but suffers from a foggy artifact that reduces clarity.
Impressionism__henri-matisse_brittany-also-known-as-boat-1896__to__Early_Renaissance,Impressionism,Early_Renaissance,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,4,2,3,2,"Very washed-out, lacks Renaissance texture and color depth; structure is somewhat preserved but overly blurred; significant loss of detail and artifact-like smearing.",5,5,5,"Excellent match to Early Renaissance palette and brushwork; source structure (boat, buildings, water) is clearly preserved; minimal artifacts, clean edges, and coherent style transfer.",3,4,3,"Moderate style adoption with some Renaissance tones; structure is well-preserved; minor artifacts in sky and water regions, slightly inconsistent texture application."
Ukiyo_e__kitagawa-utamaro_yama-uba-and-kintaro-1__to__Minimalism,Ukiyo_e,Minimalism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,"Overly blurred and washed out; minimalism not clearly expressed, structure lost in haze.",5,5,5,"Clean, bold shapes and flat colors embody minimalism while preserving source composition with no artifacts.",3,4,3,Moderate minimalism with some edge artifacts and softness; structure mostly preserved but less crisp than D.
Early_Renaissance__andrea-mantegna_scenes-from-the-life-of-st-james-1448-2__to__Rococo,Early_Renaissance,Rococo,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,"Very low color saturation and muted tones; fails to convey Rococo’s ornate, pastel richness. Structure is somewhat preserved but overly blurred. Heavy noise and edge artifacts degrade quality.",5,5,5,"Excellent Rococo style transfer: warm pastels, soft lighting, ornamental details, and elegant composition match target reference. Source structure (arches, figures, perspective) is well preserved. Clean output with minimal artifacts.",3,4,3,"Moderate style capture — some Rococo-like softness and color, but lacks richness and detail. Structure is reasonably preserved. Noticeable banding and edge halos reduce artifact control."
Impressionism__william-merritt-chase_gray-day-on-the-lagoon-a-passenger-boat-venice__to__Early_Renaissance,Impressionism,Early_Renaissance,EdgeGated_e03,EdgeGated_e03,EdgeGated_e03,EdgeGated_e03,4,2,4,3,Preserves structure well but applies a generic aged texture rather than Early Renaissance painterly style; lacks color and compositional fidelity to target.,3,3,2,"Imposes a dark, moody chiaroscuro style that diverges significantly from the light, earthy tones of Early Renaissance; introduces heavy atmospheric artifacts and distorts original lighting.",5,5,5,"Excellent match to Early Renaissance aesthetic: warm ochre palette, soft brushwork, aged parchment texture, and preserved spatial structure with minimal distortion or noise."
Ukiyo_e__katsushika-hokusai_ono-shindon-in-the-suraga-province__to__Impressionism,Ukiyo_e,Impressionism,Seedream_repaired750,Seedream_repaired750,EdgeGated_e03,EdgeGated_e03,4,2,4,4,Minimal style transfer; retains source structure but lacks impressionistic texture or color.,5,3,3,Strong impressionistic rendering with visible brushwork and warm tones; slight loss of fine structural detail.,3,5,5,Excellent structure and artifact control; moderate style application with subtle color shifts and soft edges.
Ukiyo_e__katsushika-hokusai_fishing-in-the-bay-uraga__to__Minimalism,Ukiyo_e,Minimalism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,Overly blurred and washed out; loses stylistic intent and structural clarity.,5,5,5,"Excellent minimalism adaptation with clean geometry, preserved structure, and no artifacts.",2,3,2,"Similar to LBM — too diffuse, lacks stylistic definition and edge fidelity."
Rococo__thomas-gainsborough_robert-butcher-of-walthamstan__to__Impressionism,Rococo,Impressionism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,Very blurry and washed out; minimal impressionistic texture or color variation; structure is preserved but heavily degraded by haze.,5,5,5,Excellent impressionistic brushwork and color blending; structure is perfectly preserved; no visible artifacts or distortions.,3,4,3,"Some softness and color shift toward impressionism, but lacks rich texture; structure is mostly intact; slight over-smoothing and loss of detail."
Minimalism__ellsworth-kelly_diagonal-1951__to__Minimalism,Minimalism,Minimalism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,"Fails to capture minimalism; produces a blurry, washed-out diagonal with no clean edges or intentional aesthetic. Structure is partially preserved but degraded by artifacts.",5,5,5,"Perfectly captures minimalism: clean diagonal line on neutral background, no distractions. Structure is faithfully preserved with sharp, precise edges and zero artifacts.",3,4,3,"Moderately minimalist with a clean diagonal, but the line has slight noise/texture and lacks the crispness of the target. Structure is mostly preserved but not as refined as Seedream."
Early_Renaissance__bartolome-bermejo_death-of-the-virgin-1462__to__Rococo,Early_Renaissance,Rococo,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,Heavy vignetting and smudging obscure details; Rococo elements are vague and indistinct.,5,5,5,Excellent Rococo styling with ornate frames and soft colors; source structure is perfectly preserved with no artifacts.,3,4,3,Better than LBM but suffers from heavy dark vignetting and muddy color blending that obscures the style.
Impressionism__edouard-manet_tarring-the-boat-1873__to__Rococo,Impressionism,Rococo,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,Very weak Rococo styling; heavy gray smearing obscures content and structure; minimal ornamental or color cues.,5,5,5,Strong Rococo framing and palette; clean structure with clear edges; no visible artifacts.,3,4,3,"Moderate Rococo cues (frame-like border, warm tones); structure mostly preserved but with noticeable gray smearing and edge softness."
Ukiyo_e__utagawa-toyokuni_the-heian-courtier__to__Ukiyo_e,Ukiyo_e,Ukiyo_e,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,3,"Fails to capture Ukiyo-e style; appears as a faded, low-contrast sketch with no color or texture fidelity.",5,5,5,"Excellent match to Ukiyo-e style: vibrant colors, bold outlines, and traditional composition. Structure preserved perfectly with no artifacts.",3,4,4,Moderate style transfer — retains structure well but lacks color richness and stylistic depth of Ukiyo-e; slight flattening in texture.
Impressionism__nikolay-bogdanov-belsky_connoisseurs-of-books-knowledge-is-power__to__Ukiyo_e,Impressionism,Ukiyo_e,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,"Very washed out and low contrast; style is barely perceptible, structure is preserved but obscured by haze, significant color bleeding and loss of detail.",5,5,5,"Excellent Ukiyo-e style transfer with bold outlines, flat color regions, and stylized shading. Structure is perfectly preserved with no artifacts or blurring.",3,4,3,"Moderate style application with some line work and color stylization, but overly bright and hazy. Structure is mostly preserved but lacks crispness; minor artifacts in texture blending."
Ukiyo_e__utagawa-kunisada-ii_oichi-from-the-beauties-of-tokyo-series__to__Impressionism,Ukiyo_e,Impressionism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,4,2,3,2,Very faint impressionistic wash; structure preserved but style is weak and blurry. Artifacts include smudging and loss of detail.,5,5,5,Excellent impressionist brushwork applied while preserving original composition and line art. Clean output with no visible artifacts.,3,4,3,"Moderate impressionist texture applied, but edges are slightly softened and some color bleeding occurs. Structure mostly intact but less crisp than Seedream."
Rococo__giovanni-domenico-tiepolo_christ-s-fall-on-the-way-to-calvary-1772__to__Minimalism,Rococo,Minimalism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,"Overly blurred and washed-out; minimalism not clearly expressed, structure is preserved but lacks definition.",5,5,5,"Excellent minimalism with clean geometric shapes, strong structure retention, and no visible artifacts.",2,3,2,"Similar to LBM-Knee_e13; lacks clarity and minimalism, structure is somewhat preserved but with heavy blur."
Minimalism__frank-stella_gezira-from-black-series-ii-1967__to__Ukiyo_e,Minimalism,Ukiyo_e,EdgeGated_e03,EdgeGated_e03,EdgeGated_e03,EdgeGated_e03,4,2,3,3,Minimal style transfer; pattern preserved but no Ukiyo-e aesthetic applied. Clean output but lacks stylistic intent.,3,2,2,"Shows some color and texture hints of Ukiyo-e, but structure is distorted with dark smudging and uneven blending. Moderate style attempt but poor execution.",5,5,5,"Excellent preservation of source geometry while applying subtle Ukiyo-e-inspired tonal and textural qualities. Clean edges, no artifacts, and faithful structural fidelity."
Early_Renaissance__domenico-ghirlandaio_st-jerome__to__Minimalism,Early_Renaissance,Minimalism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,"Faint, washed-out output; minimal stylistic interpretation of minimalism; structure barely visible; heavy blur/artifacts.",5,5,5,Clean vector-style illustration with bold shapes and flat colors; strong alignment with minimalist aesthetic; excellent structure retention; no artifacts.,2,3,2,"Similar to LBM — overly faded, low contrast; fails to convey minimalism; structure obscured; significant blurring and noise."
Minimalism__john-mclaughlin_number-13-1973__to__Minimalism,Minimalism,Minimalism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,"Fails to capture minimalism; produces a washed-out, blurry gray rectangle with no clear structure or stylistic intent.",5,5,5,"Perfectly preserves source structure (black background, white bar) while applying a clean, high-contrast minimal aesthetic matching the target reference.",3,4,3,"Preserves structure well but applies an overly soft, diffused gray tone that lacks the crispness and intentional contrast of true minimalism."
Impressionism__nicolae-vermont_rotterdam-port-1928__to__Rococo,Impressionism,Rococo,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,EdgeGated_e03,4,2,3,3,Weak Rococo styling; heavy dark vignette obscures content and adds artifacts.,5,5,4,Strong Rococo frame and palette; structure well preserved; minor frame artifacts.,3,4,5,Moderate Rococo feel; good structure; cleanest output with minimal artifacts.
Ukiyo_e__katsushika-hokusai_woman-looking-at-herself-in-a-mirror__to__Ukiyo_e,Ukiyo_e,Ukiyo_e,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,"Very faint, washed-out style; lacks Ukiyo-e color and line quality. Structure is preserved but overly blurred. Heavy artifacts from low contrast and poor style transfer.",5,5,5,"Excellent Ukiyo-e style: bold lines, flat colors, traditional composition, and text elements. Structure perfectly preserved. No visible artifacts.",3,4,3,"Moderate Ukiyo-e feel with some color and texture, but lacks bold linework and vibrancy. Structure is well preserved. Minor artifacts in background and edge blending."
Ukiyo_e__kitagawa-utamaro_upon-my-oath__to__Minimalism,Ukiyo_e,Minimalism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,"Faint, washed-out output with minimal stylistic transfer; structure is preserved but lacks clarity and color fidelity.",5,5,5,"Excellent preservation of source structure with clean, minimalistic styling; no visible artifacts; faithful to target style intent.",2,3,2,"Similar to LBM — overly faded, low contrast, poor style transfer; structure intact but visually degraded."
Ukiyo_e__hiroshige_oiso-toraga-ame-shower-1835__to__Early_Renaissance,Ukiyo_e,Early_Renaissance,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,4,2,3,2,Poor style transfer; retains original color palette and lacks Renaissance texture. Structure is preserved but with visible artifacts and edge distortion.,5,5,5,Excellent style transfer with appropriate sepia tones and sketch-like texture. Structure is well-preserved with no visible artifacts.,3,4,3,Moderate style transfer with some texture but less convincing than Seedream. Structure is mostly preserved with minor artifacts.
Early_Renaissance__fra-angelico_bosco-ai-frati-altarpiece__to__Early_Renaissance,Early_Renaissance,Early_Renaissance,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,4,3,Structure preserved well but style transfer is weak; lacks Renaissance texture and color depth. Some blurring and loss of fine detail.,5,5,5,"Excellent match to Early Renaissance style: rich colors, soft modeling, architectural coherence. No visible artifacts or structural distortion.",3,4,4,Moderate style transfer with some Renaissance-like tones but lacks richness. Structure mostly intact; minor edge artifacts and slight over-sharpening.
Minimalism__robert-morris_box-with-the-sound-of-its-own-making-1961__to__Early_Renaissance,Minimalism,Early_Renaissance,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,4,2,3,2,Weak Renaissance style; overly translucent cube; visible artifacts and color bleeding.,5,5,5,Strong Early Renaissance aesthetic; clean geometry; no visible artifacts.,3,4,3,Moderate style match; structure preserved but with slight haze and soft edges.
Early_Renaissance__andrea-mantegna_scenes-from-the-life-of-st-james-1448-2__to__Minimalism,Early_Renaissance,Minimalism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,2,2,"Overly blurred and washed-out; minimalism not clearly expressed, structure heavily degraded.",5,5,5,"Clean, high-contrast minimalism with strong structural fidelity and no visible artifacts.",2,2,2,"Similar to LBM-Knee_e13; lacks clarity and minimalism, with poor structure and heavy blur."
Minimalism__dan-flavin_greens-crossing-greens-to-piet-mondrian-who-lacked-green-1966__to__Ukiyo_e,Minimalism,Ukiyo_e,Seedream_repaired750,Seedream_repaired750,LBM-Knee_e13,LBM-Knee_e13,4,2,5,5,"Excellent structure and artifact control, but very weak Ukiyo-e style transfer; appears nearly identical to source with minimal stylistic change.",5,3,3,Strongest Ukiyo-e style application with appropriate color palette and texture; some structural distortion and minor artifacts in reflections and edges.,3,4,4,Moderate style transfer with better structure than Seedream but less stylistic fidelity; slight blurring and softening of edges reduce clarity.
Ukiyo_e__utagawa-kuniyoshi_a-man-confronted-with-an-apparition-of-the-fox-goddess__to__Ukiyo_e,Ukiyo_e,Ukiyo_e,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,"Very washed out, low contrast, and lacks the bold lines and color blocking typical of Ukiyo-e. Structure is somewhat preserved but details are muddy.",5,5,5,"Excellent reproduction of the Ukiyo-e style with strong lines, appropriate color palette, and high fidelity to the source image's structure. No visible artifacts.",3,4,3,"Better than LBM but still lacks the vibrancy and crispness of true Ukiyo-e. Some structural details are slightly softened, and the overall tone is too gray."
Rococo__maurice-quentin-de-la-tour_study-for-portrait-of-mademoiselle-dangeville-1__to__Ukiyo_e,Rococo,Ukiyo_e,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,4,3,"Faint, washed-out style; lacks Ukiyo-e linearity and color blocking. Structure preserved but overly blurred.",5,5,5,"Strong Ukiyo-e aesthetic: clean lines, flat color regions, stylized hair and garment. Faithful to source structure with no artifacts.",2,4,3,"Similar to LBM — soft, painterly blur dominates; minimal Ukiyo-e traits. Structure intact but style transfer ineffective."
Rococo__giovanni-domenico-tiepolo_the-new-world-1797__to__Minimalism,Rococo,Minimalism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,Overly blurred and abstract; loses both style fidelity and structural clarity. Minimalist intent not achieved.,5,5,5,"Clean, stylized vector-like rendering with strong compositional integrity. Achieves minimalist aesthetic without artifacts or distortion.",2,3,2,"Similar to LBM-Knee — overly diffuse, lacks definition. Fails to convey minimalism or preserve source structure effectively."
