case_id,src_style,tgt_style,best_overall,best_style_specificity,best_structure,best_artifact_control,confidence_1_to_5,LBM-Knee_e13_style_specificity,LBM-Knee_e13_structure_preservation,LBM-Knee_e13_artifact_control,LBM-Knee_e13_note,Seedream_repaired750_style_specificity,Seedream_repaired750_structure_preservation,Seedream_repaired750_artifact_control,Seedream_repaired750_note,EdgeGated_e12_style_specificity,EdgeGated_e12_structure_preservation,EdgeGated_e12_artifact_control,EdgeGated_e12_note
Minimalism__judy-chicago_morning-fan-1971__to__Minimalism,Minimalism,Minimalism,EdgeGated_e12,EdgeGated_e12,EdgeGated_e12,EdgeGated_e12,4,3,3,3,Moderate minimalism with soft gradients; structure is preserved but lacks sharpness; some halo artifacts around edges.,2,2,2,Over-saturated colors and strong vertical banding disrupt minimalism; structure is distorted; visible color bleeding and edge artifacts.,5,5,5,"Clean, restrained palette with smooth gradients; preserves source structure faithfully; no visible artifacts or distortions."
Early_Renaissance__andrea-mantegna_scenes-from-the-life-of-st-james-1448-2__to__Early_Renaissance,Early_Renaissance,Early_Renaissance,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,4,3,Very low color saturation and muted tones; fails to capture Early Renaissance vibrancy. Structure is preserved but lacks stylistic richness. Some edge artifacts visible.,5,5,5,"Excellent match to Early Renaissance style: rich colors, detailed figures, architectural elements, and warm palette. Structure perfectly preserved with no visible artifacts.",2,4,3,"Similar to LBM-Knee_e13 — desaturated, grayish output with minimal color. Structure intact but stylistically weak. Minor edge artifacts present."
Impressionism__childe-hassam_evening-champs-elysees-aka-pres-du-louvre__to__Rococo,Impressionism,Rococo,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,Very low style specificity; heavy noise and texture artifacts obscure content. Structure is partially preserved but degraded by over-smoothing and blotchy artifacts.,5,5,5,"Excellent Rococo style transfer with ornate framing, soft pastel tones, and decorative elements. Structure is perfectly preserved with clean edges and no visible artifacts.",3,4,3,"Moderate style application with some Rococo-like softness but lacks ornamental detail. Structure is well-preserved, but minor smudging and edge halos reduce artifact control."
Ukiyo_e__kitagawa-utamaro_upon-my-oath__to__Impressionism,Ukiyo_e,Impressionism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,Faint impressionistic washes applied but lack color richness and brushwork; structure preserved but overly muted; artifacts include smudging and loss of detail.,5,5,5,Strong Impressionist palette and visible brushstroke texture; faithful to source composition with no structural distortion; clean output with minimal artifacts.,2,4,3,Structure well preserved but style application is weak — mostly grayscale with faint color hints; some edge artifacts and inconsistent blending.
Minimalism__imi-knoebel_weiss-und-schwarz-4-2009__to__Early_Renaissance,Minimalism,Early_Renaissance,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,EdgeGated_e12,4,2,4,3,Minimal style transfer; mostly grayscale shift with no Renaissance texture or framing. Structure preserved well but lacks artistic intent.,5,5,4,"Strong Early Renaissance style: aged parchment, sketch-like lines, framed presentation. Geometry preserved with added stylistic detail. Minor edge artifacts in shadow areas.",2,5,5,"Excellent structure and clean edges, but no stylistic transfer — appears as a neutral grayscale version of source. No Renaissance elements applied."
Ukiyo_e__utagawa-kuniyoshi_a-record-of-origins-of-the-great-country-of-japan__to__Minimalism,Ukiyo_e,Minimalism,EdgeGated_e12,EdgeGated_e12,Seedream_repaired750,EdgeGated_e12,4,2,3,2,Overly faded and washed-out; loses both style and structural detail. Minimalist intent is unclear.,3,5,4,Preserves source structure well but fails to apply minimalism — retains original colors and details. Not stylistically transformed.,5,4,5,Successfully applies minimalism via desaturation and simplification while preserving key structural outlines. Clean output with no artifacts.
Minimalism__robert-mangold_ellow-black-zone-painting-iv-1996__to__Impressionism,Minimalism,Impressionism,Seedream_repaired750,Seedream_repaired750,EdgeGated_e12,EdgeGated_e12,4,2,3,3,Minimal style transfer; retains source geometry but lacks Impressionist texture or brushwork. Clean output with no artifacts.,5,4,4,Strongest Impressionist rendering with visible brushstroke-like textures and color variation. Structure mostly preserved; slight softening of edges.,3,5,5,Excellent structural fidelity and cleanest output. Style transfer is subtle — some textural hints but not fully Impressionist. No artifacts.
Rococo__antoine-watteau_head-of-a-man__to__Impressionism,Rococo,Impressionism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,4,2,3,3,Minimal style transfer; output resembles source with slight color shifts. Structure preserved but lacks Impressionist brushwork or texture.,5,5,5,"Strong Impressionist rendering with visible brushstrokes, vibrant color palette, and soft edges while preserving facial structure and pose. Clean output with no artifacts.",2,4,4,"Preserves structure well but applies minimal stylistic change — mostly retains original sketch-like appearance. No significant artifacts, but fails to evoke Impressionism."
Minimalism__william-scott_bowl-white-on-grey-1962__to__Ukiyo_e,Minimalism,Ukiyo_e,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,EdgeGated_e12,4,1,3,4,Fails to apply Ukiyo-e style; output is nearly identical to source with no stylistic transformation.,5,5,4,Excellent Ukiyo-e style transfer with clear woodblock texture and color palette; structure preserved well; minor gradient artifact at top edge.,2,4,5,Minimal style application; mostly preserves source structure but lacks Ukiyo-e characteristics; very clean output with no artifacts.
Impressionism__antoine-blanchard_place-de-la-madeleine-hiver__to__Minimalism,Impressionism,Minimalism,EdgeGated_e12,EdgeGated_e12,Seedream_repaired750,EdgeGated_e12,4,2,3,2,"Overly blurred and washed out; minimalism not clearly expressed, structure lost in haze.",3,5,4,Excellent structure retention; style is somewhat preserved but lacks strong minimalism — more illustrative than abstract.,5,4,5,Strong minimalism via soft edges and muted palette; structure mostly preserved with clean artifacts; best overall balance.
Ukiyo_e__kitagawa-utamaro_the-hour-of-the-horse__to__Minimalism,Ukiyo_e,Minimalism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,"Overly blurred and washed out; minimalism not achieved, structure lost in haze.",5,5,5,"Clean, crisp edges; faithful to source structure; achieves minimalist aesthetic via color simplification and contrast.",2,3,2,"Similar to LBM — overly diffuse, lacks definition, fails to convey minimalism or preserve detail."
Minimalism__ruth-vollmer_trimer-monomer-dimer-1965__to__Impressionism,Minimalism,Impressionism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,4,3,Minimal style transfer; appears mostly unaltered with slight texture smoothing. Structure preserved well but lacks impressionistic brushwork or color vibrancy.,5,5,5,"Strong impressionistic rendering with visible brushstroke-like textures, warm earthy tones matching the target reference, and clean preservation of object form without distortion or noise.",2,4,4,"Similar to LBM — minimal stylistic change, mostly grayscale/monochrome with edge preservation. No significant impressionist characteristics applied."
Minimalism__fernando-lanhas_o39-68-1968__to__Ukiyo_e,Minimalism,Ukiyo_e,Seedream_repaired750,Seedream_repaired750,EdgeGated_e12,EdgeGated_e12,4,2,4,5,Minimal style transfer; nearly identical to source. Preserves structure well but lacks Ukiyo-e characteristics.,5,3,3,Strong Ukiyo-e style with wave and color motifs. Structure slightly distorted by stylization; minor artifacts in background blending.,3,5,5,Excellent structure and artifact control. Style is subtle — faint washes suggest Ukiyo-e but lack boldness or detail from reference.
Early_Renaissance__paolo-uccello_scene-adoration-of-the-three-kings-1440__to__Ukiyo_e,Early_Renaissance,Ukiyo_e,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,"Fails to apply Ukiyo-e style; appears as a faded, ghostly overlay with no stylistic fidelity or structural coherence.",5,5,5,"Perfectly captures Ukiyo-e aesthetics including composition, color palette, and line work while preserving source structure and showing no artifacts.",2,3,2,Similar to LBM-Knee_e13; lacks stylistic transformation and exhibits heavy blurring and loss of detail without meaningful style transfer.
Ukiyo_e__ogata-gekko_print-from-series-women-s-customs-and-manners-1895-1__to__Ukiyo_e,Ukiyo_e,Ukiyo_e,Seedream_repaired750,Seedream_repaired750,EdgeGated_e12,EdgeGated_e12,4,2,4,3,"Very faded, low contrast; structure mostly preserved but style is weak and washed out.",5,4,3,Strong Ukiyo-e color palette and texture; slight darkening/artifacts in background but overall best style match.,3,5,5,Excellent structural fidelity and clean output; style is present but muted compared to target reference.
Impressionism__konstantin-korovin_arctic-ocean-1913__to__Impressionism,Impressionism,Impressionism,Seedream_repaired750,Seedream_repaired750,EdgeGated_e12,EdgeGated_e12,4,2,3,3,"Very muted, washed-out output; lacks impressionist brushwork and color vibrancy. Structure is preserved but overly smoothed.",5,4,3,"Strong impressionist style with visible brushstrokes, warm palette, and atmospheric lighting. Some minor smudging in water area but overall excellent style transfer.",3,5,4,Excellent structure preservation with clear edges and shapes. Style is present but subdued — more like a soft-focus photo than true impressionism. Minimal artifacts.
Rococo__carl-ludwig-johann-christineck_portrait-of-paul-of-russia-dressed-as-chevalier-of-the-order-of-st-andrew-1760__to__Rococo,Rococo,Rococo,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,Overly blurred and hazy; loses Rococo elegance and detail. Structure is preserved but obscured by heavy smoothing artifacts.,5,5,5,"Excellent Rococo styling with ornate frame, soft pastel tones, and delicate brushwork. Structure perfectly preserved with no visible artifacts.",2,3,2,Similar to LBM-Knee_e13 — overly soft and indistinct. Lacks Rococo richness and introduces smudging artifacts that degrade quality.
Rococo__joshua-reynolds_colonel-george-k-h-coussmaker-grenadier-guards__to__Ukiyo_e,Rococo,Ukiyo_e,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,Very blurry and washed-out; minimal Ukiyo-e stylistic features; structure is preserved but heavily degraded by blur.,5,5,5,"Excellent Ukiyo-e style transfer with clear linework, flat color areas, and stylized shading; structure perfectly preserved; no visible artifacts.",3,4,3,Moderate Ukiyo-e influence with some stylization; structure well preserved; slight smudging and soft edges reduce clarity compared to Seedream.
Early_Renaissance__sandro-botticelli_trinity(1)__to__Impressionism,Early_Renaissance,Impressionism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,Very faint impressionistic wash; structure is preserved but heavily blurred and low-contrast. Style transfer is weak and indistinct.,5,5,5,Excellent impressionistic brushwork and color palette while perfectly preserving the original composition and figures. No visible artifacts.,2,4,3,"Structure is well-preserved, but style application is minimal and washed-out. Lacks the vibrant, textured feel of true Impressionism."
Impressionism__edouard-manet_tarring-the-boat-1873__to__Early_Renaissance,Impressionism,Early_Renaissance,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,Poor style transfer; retains source colors and lacks Renaissance texture. Structure is preserved but with heavy color distortion. Artifacts include unnatural color blocks.,5,5,5,Excellent style transfer with appropriate parchment texture and muted tones. Structure is perfectly preserved. No visible artifacts.,4,4,4,Good style transfer with appropriate texture and color. Structure is well preserved. Minor artifacts in the sky and boat area.
Minimalism__yves-klein_untitled-yellow-monochrome-1956__to__Impressionism,Minimalism,Impressionism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,4,2,1,2,Fails to preserve any structure; color is washed out and lacks impressionistic texture or brushwork.,5,5,5,"Perfectly preserves the yellow rectangle structure while applying a clean, uniform impressionistic texture with no artifacts.",3,3,3,"Preserves structure but applies a muddy, uneven texture that lacks the vibrancy and clarity of the target style."
Ukiyo_e__kitagawa-utamaro_upon-my-oath__to__Ukiyo_e,Ukiyo_e,Ukiyo_e,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,Very faint style transfer; lacks color and texture fidelity of Ukiyo-e. Structure is preserved but overly washed out. Artifacts include loss of detail and low contrast.,5,5,5,"Excellent Ukiyo-e style match with rich colors, bold outlines, and traditional patterns. Structure perfectly preserved. No visible artifacts.",2,4,3,Structure well preserved but style transfer is weak — mostly grayscale with minimal color. Some edge artifacts and inconsistent rendering. Lacks vibrancy of target style.
Early_Renaissance__jacopo-bellini_view-of-a-fortification-of-jerusalem(1)__to__Early_Renaissance,Early_Renaissance,Early_Renaissance,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,4,3,Preserves architectural structure well but fails to apply Renaissance style; output remains a sketch-like line drawing with no color or painterly texture.,5,5,5,"Excellent transfer of Early Renaissance style: rich colors, chiaroscuro, and painterly brushwork. Structure is faithfully preserved with no artifacts or distortions.",2,4,3,Similar to LBM-Knee_e13 — retains edge structure but lacks stylistic rendering. No color or texture applied; appears as an uncolored sketch.
Early_Renaissance__domenico-ghirlandaio_st-jerome__to__Rococo,Early_Renaissance,Rococo,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,4,3,Minimal Rococo styling; mostly preserves source structure but lacks ornamental richness and color vibrancy typical of Rococo.,5,5,5,"Excellent Rococo style transfer with rich ornamentation, soft pastel tones, and elegant framing while preserving the original figure and architectural structure cleanly.",2,4,3,Similar to LBM-Knee_e13 — retains structure but applies only faint stylistic hints; no significant Rococo embellishment or color treatment.
Early_Renaissance__filippo-lippi_confirmation-of-the-carmelite-rule__to__Early_Renaissance,Early_Renaissance,Early_Renaissance,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,"Very faded, low contrast output; style is barely perceptible and structure is blurred. Heavy artifacting and loss of detail.",5,5,5,"Excellent reproduction of Early Renaissance style with clear figures, architectural elements, and landscape. Structure is well-preserved and artifacts are minimal.",2,3,2,"Similar to LBM-Knee_e13 — overly faded and washed out. Style transfer is weak, structure is indistinct, and artifacts are prominent."
Ukiyo_e__utagawa-kunisada_not_detected_240353__to__Minimalism,Ukiyo_e,Minimalism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,"Overly blurred and washed-out; minimalism not clearly expressed, structure partially preserved but details lost.",5,5,5,Excellent minimalism with clean color blocks and sharp edges; source structure fully preserved with no artifacts.,2,3,2,"Similar to LBM-Knee_e13; lacks clear minimalism, structure is faint, and artifacts from over-smoothing are present."
Early_Renaissance__filippo-lippi_confirmation-of-the-carmelite-rule__to__Rococo,Early_Renaissance,Rococo,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,Very faint Rococo influence; structure is preserved but colors are muddy and lack elegance. Heavy vignetting and noise reduce quality.,5,5,5,"Excellent Rococo style transfer with ornate framing, soft pastel tones, and elegant composition. Source structure is perfectly preserved and enhanced by the style.",2,3,2,"Similar to LBM-Knee_e13 — minimal style transfer, heavy artifacts, and poor color fidelity. Structure is intact but visually degraded."
Rococo__bernardo-bellotto_pirna-seen-from-the-right-bank-of-the-elbe__to__Ukiyo_e,Rococo,Ukiyo_e,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,4,2,3,3,"Very faint, washed-out style; lacks Ukiyo-e linearity and color contrast. Structure preserved but overly blurred.",5,5,5,"Strong Ukiyo-e aesthetic: bold outlines, flat color planes, stylized clouds and water reflections. Excellent structure retention and minimal artifacts.",3,4,4,"Moderate Ukiyo-e influence with some linearity and color blocking, but less consistent than Seedream. Some softness in edges and slight color bleeding."
Rococo__dmitry-levitzky_portrait-of-unknown-woman-with-a-rose-1788__to__Early_Renaissance,Rococo,Early_Renaissance,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,Overly hazy and washed-out; lacks Renaissance texture and depth. Structure is preserved but obscured by heavy blur/artifacts.,5,5,5,"Excellent match to Early Renaissance portraiture: rich chiaroscuro, detailed fabric folds, natural skin tones, and no visible artifacts. Faithful to source structure.",3,4,3,"Better than LBM but still too soft and desaturated. Some structural detail retained, but lacks the richness and clarity of true Renaissance style."
Impressionism__winston-churchill_distant-view-of-the-pyramids-1921-1(1)__to__Early_Renaissance,Impressionism,Early_Renaissance,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,4,2,3,2,"Very washed out, lacks Renaissance color depth and texture; structure preserved but style is too pale and modern.",5,5,5,Excellent match to Early Renaissance palette and mood; structure perfectly preserved with no visible artifacts.,3,4,3,Better than LBM but still lacks richness; some edge artifacts and uneven coloring reduce quality.
Early_Renaissance__benozzo-gozzoli_madonna-and-child-1485__to__Impressionism,Early_Renaissance,Impressionism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,4,3,Preserves structure well but lacks impressionistic brushwork and color vibrancy; appears muted and painterly in a non-impressionist way.,5,5,5,"Excellent impressionistic rendering with visible brushstrokes, rich colors, and faithful structure; minimal artifacts.",3,4,4,"Moderate impressionistic feel with some texture, but colors are washed out and edges slightly blurred; better than LBM but worse than Seedream."
Rococo__maurice-quentin-de-la-tour_marie-josephe-of-saxony-1__to__Rococo,Rococo,Rococo,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,Very blurry and washed-out; lacks Rococo detail and ornamental framing. Structure is preserved but heavily degraded by diffusion artifacts.,5,5,5,"Excellent Rococo style transfer with ornate frame, soft pastel tones, and painterly texture. Structure is well-preserved with minimal artifacts.",3,4,3,Moderate style transfer with some Rococo elements but lacks richness. Structure is reasonably preserved but suffers from slight blurring and low contrast.
Early_Renaissance__carlo-crivelli_saint-thomas-aquinas-1476__to__Impressionism,Early_Renaissance,Impressionism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,"Very faint, washed-out impressionistic texture; lacks color and brushwork fidelity. Structure is preserved but overly blurred.",5,5,5,"Excellent Impressionist style transfer with rich golden tones, visible brushwork, and strong structural integrity. Minimal artifacts.",3,4,3,Moderate style application with some texture and color variation. Structure is well-preserved but edges show slight haloing and inconsistency.
Early_Renaissance__fra-angelico_bosco-ai-frati-altarpiece__to__Ukiyo_e,Early_Renaissance,Ukiyo_e,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,4,2,3,3,"Very washed-out, low contrast; style transfer is weak and lacks Ukiyo-e character. Structure preserved but details are muddy.",5,5,5,"Excellent balance: strong Ukiyo-e aesthetic (flat color, bold outlines, stylized shading) while perfectly preserving source composition and fine details. No visible artifacts.",3,4,4,Better than LBM but still too faint and desaturated. Style is present but underwhelming. Structure and edges are well-preserved with minimal artifacts.
Ukiyo_e__kitagawa-utamaro_the-hour-of-the-horse__to__Early_Renaissance,Ukiyo_e,Early_Renaissance,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,4,2,3,2,Minimal style transfer; retains source aesthetic with slight texture overlay. Structure preserved but lacks Renaissance features. Artifacts from noise-like degradation.,5,5,5,"Strong Early Renaissance style: chiaroscuro, soft modeling, muted palette, and atmospheric depth. Source structure faithfully preserved. Clean output with no visible artifacts.",3,4,3,"Moderate style influence — some tonal softening and edge blending, but still retains too much of the original flatness. Structure well preserved. Minor vignetting and edge smearing as artifacts."
Minimalism__yves-gaucher_traces-2000__to__Ukiyo_e,Minimalism,Ukiyo_e,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,1,1,1,Completely blank output; no style or structure transferred.,5,5,5,Excellent Ukiyo-e style transfer with clear structural fidelity and minimal artifacts.,1,1,1,Blank output; failed to apply any style or preserve structure.
Rococo__thomas-gainsborough_a-coastal-landscape-1782__to__Impressionism,Rococo,Impressionism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,EdgeGated_e12,4,2,3,3,Overly blurred and washed out; loses both style detail and structural clarity.,5,5,4,Strong Impressionist brushwork and color harmony; preserves source structure well with minimal artifacts.,3,4,5,"Clean output with good structure but muted, less expressive style application."
Rococo__giovanni-domenico-tiepolo_the-new-world-1797__to__Impressionism,Rococo,Impressionism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,3,4,3,Moderate impressionistic brushwork but overly smoothed and pastel-toned; structure preserved but lacks textural richness.,5,5,5,"Excellent Impressionist style with visible brushstrokes, color harmony, and faithful structure; minimal artifacts.",4,4,4,"Strong edge preservation and good stylistic rendering, but slightly muted palette and minor smudging in background."
Impressionism__nicolae-vermont_rotterdam-port-1928__to__Ukiyo_e,Impressionism,Ukiyo_e,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,3,Very faint Ukiyo-e influence; mostly retains source impressionism. Structure preserved but lacks stylistic definition.,5,5,5,"Strong Ukiyo-e aesthetic with bold outlines, flat color planes, and stylized clouds. Excellent structure retention and minimal artifacts.",2,4,4,"Slight Ukiyo-e tint but largely washed out. Structure well preserved, low artifacts, but weak style transfer."
Early_Renaissance__jacopo-bellini_view-of-a-fortification-of-jerusalem(1)__to__Minimalism,Early_Renaissance,Minimalism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,3,"Very faint, washed-out output; minimal style transfer evident, structure barely preserved, low contrast and detail loss.",5,5,5,"Strong minimalism applied with clean geometry, bold flat colors, and clear architectural structure; no visible artifacts.",2,3,3,"Similar to LBM — overly faded, lacks stylistic definition, structure is present but indistinct due to low saturation and contrast."
Early_Renaissance__bartolome-bermejo_death-of-the-virgin-1462__to__Impressionism,Early_Renaissance,Impressionism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,"Very washed out, low contrast, and lacks clear Impressionist brushwork or color vibrancy. Structure is somewhat preserved but overly blurred.",5,5,5,"Excellent Impressionist style with visible brushstrokes, vibrant colors, and atmospheric lighting. Structure is well-preserved and artifacts are minimal.",3,4,3,"Moderate Impressionist feel with some color blending, but less vibrant than Seedream. Structure is mostly intact but slightly hazy. Minor artifacts in background details."
Impressionism__henri-matisse_brittany-also-known-as-boat-1896__to__Early_Renaissance,Impressionism,Early_Renaissance,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,Very weak Early Renaissance style; heavy vertical smearing and loss of detail; structure partially preserved but distorted.,5,5,5,Strong Early Renaissance aesthetic with appropriate color palette and texture; excellent structural fidelity and minimal artifacts.,3,4,3,Moderate style transfer with some Renaissance-like tones; structure mostly intact but with noticeable edge artifacts and slight blurring.
Ukiyo_e__kitagawa-utamaro_yama-uba-and-kintaro-1__to__Minimalism,Ukiyo_e,Minimalism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,"Overly blurred and washed out; minimalism not achieved, structure lost in haze.",5,5,5,Clean vector-like minimalism with bold shapes and flat colors; preserves key structure while removing noise and texture.,2,3,2,Similar to LBM — heavy blur and ghosting artifacts obscure structure and fail to convey minimalism.
Early_Renaissance__andrea-mantegna_scenes-from-the-life-of-st-james-1448-2__to__Rococo,Early_Renaissance,Rococo,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,Very low style transfer; mostly grayscale with faint Rococo hints. Structure preserved but overly muted. Heavy noise and edge artifacts.,5,5,5,"Excellent Rococo style: soft pastels, ornate details, elegant figures. Structure perfectly preserved. Clean output with no visible artifacts.",3,4,3,Moderate style transfer with some Rococo color and texture. Structure well preserved. Some blurring and edge smearing present.
Impressionism__william-merritt-chase_gray-day-on-the-lagoon-a-passenger-boat-venice__to__Early_Renaissance,Impressionism,Early_Renaissance,EdgeGated_e12,EdgeGated_e12,EdgeGated_e12,EdgeGated_e12,4,3,4,3,Moderate Early Renaissance texture and color palette; structure mostly preserved but edges slightly softened; visible vignetting and uneven aging artifacts.,2,3,2,Overly dark and moody tone diverges from Early Renaissance warmth; structure blurred in midground; heavy atmospheric haze and smudging reduce clarity.,5,5,5,"Strongly captures Early Renaissance earth tones, aged canvas texture, and compositional balance; structure sharply preserved with clean edges; minimal artifacts, only subtle natural aging."
Ukiyo_e__katsushika-hokusai_ono-shindon-in-the-suraga-province__to__Impressionism,Ukiyo_e,Impressionism,Seedream_repaired750,Seedream_repaired750,EdgeGated_e12,EdgeGated_e12,4,2,4,3,Minimal style transfer; retains source structure but lacks Impressionist texture or brushwork.,5,3,3,Strong Impressionist rendering with visible brushstrokes and color blending; some structural softening and minor artifacts in figures.,3,5,5,Excellent structure retention and clean output; moderate style application with subtle texturing but less expressive than Seedream.
Ukiyo_e__katsushika-hokusai_fishing-in-the-bay-uraga__to__Minimalism,Ukiyo_e,Minimalism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,Overly blurred and washed-out; loses stylistic intent and structural clarity.,5,5,5,"Excellent minimalism adaptation with clean geometry, preserved structure, and no artifacts.",2,3,2,"Similar to LBM — overly diffuse, lacks stylistic definition and introduces noise."
Rococo__thomas-gainsborough_robert-butcher-of-walthamstan__to__Impressionism,Rococo,Impressionism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,Very blurry and washed out; minimal impressionistic texture or brushwork; structure is preserved but heavily degraded by haze.,5,5,5,Excellent impressionistic brushwork and color blending; structure perfectly preserved; no visible artifacts or distortions.,3,4,3,"Some softness and color shift toward impressionism, but lacks distinct brushstroke texture; structure mostly intact; slight haloing around edges."
Minimalism__ellsworth-kelly_diagonal-1951__to__Minimalism,Minimalism,Minimalism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,"Fails to capture minimalism; line is blurred and faded, background lacks clean neutrality, overall appearance noisy and indistinct.",5,5,5,"Perfectly preserves the diagonal line with sharp edges and clean geometry; background is uniformly neutral beige, embodying minimalism flawlessly with no artifacts.",2,3,2,"Line is overly thin and faint, almost disappearing; background is washed out and lacks the solid, intentional neutrality of minimalism; appears degraded."
Early_Renaissance__bartolome-bermejo_death-of-the-virgin-1462__to__Rococo,Early_Renaissance,Rococo,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,Heavy vignetting and smudging obscure structure; Rococo elements are vague and indistinct.,5,5,5,"Excellent Rococo styling with ornate details, soft colors, and clear preservation of source composition and figures.",3,3,3,Moderate Rococo influence but suffers from blurring and loss of fine detail; structure is partially preserved but lacks clarity.
Impressionism__edouard-manet_tarring-the-boat-1873__to__Rococo,Impressionism,Rococo,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,Minimal Rococo influence; structure preserved but lacks ornamental framing or stylistic texture. Heavy gray smudging obscures details.,5,5,5,Excellent Rococo framing with gilded oval border and decorative motifs. Source structure fully preserved with clean edges and no artifacts.,3,4,3,Some Rococo-inspired border elements present but muted and inconsistent. Structure mostly intact but suffers from edge halos and patchy texture.
Ukiyo_e__utagawa-toyokuni_the-heian-courtier__to__Ukiyo_e,Ukiyo_e,Ukiyo_e,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,4,3,Fails to capture Ukiyo-e style; appears washed out and lacks characteristic line work and color palette. Structure is preserved but style is missing.,5,5,5,"Excellent reproduction of the Ukiyo-e style, including the specific color palette, line work, and texture. Structure is perfectly preserved with no artifacts.",3,4,4,Captures some stylistic elements like the line work but fails to replicate the rich colors and texture of the original. The result is a bit flat and lacks the vibrancy of the target style.
Impressionism__nikolay-bogdanov-belsky_connoisseurs-of-books-knowledge-is-power__to__Ukiyo_e,Impressionism,Ukiyo_e,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,4,2,3,2,"Very washed-out, low contrast; Ukiyo-e stylization is weak and blurry. Structure is somewhat preserved but lacks definition. Heavy artifacts from over-smoothing.",5,5,5,"Excellent Ukiyo-e style transfer with bold outlines, flat color regions, and stylized shading. Structure is well-preserved and clean. Minimal artifacts; high fidelity to both content and style.",3,4,3,"Moderate Ukiyo-e influence with some edge emphasis, but colors are muted and style is inconsistent. Structure is reasonably preserved. Some softness and minor artifacts in texture rendering."
