case_id,src_style,tgt_style,best_overall,best_style_specificity,best_structure,best_artifact_control,confidence_1_to_5,LBM-Knee_e13_style_specificity,LBM-Knee_e13_structure_preservation,LBM-Knee_e13_artifact_control,LBM-Knee_e13_note,Seedream_repaired750_style_specificity,Seedream_repaired750_structure_preservation,Seedream_repaired750_artifact_control,Seedream_repaired750_note,Hold4TwoStage_e02_style_specificity,Hold4TwoStage_e02_structure_preservation,Hold4TwoStage_e02_artifact_control,Hold4TwoStage_e02_note
Minimalism__yves-gaucher_traces-2000__to__Rococo,Minimalism,Rococo,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,LBM-Knee_e13,4,1,3,5,Completely fails to apply Rococo style; output is nearly identical to source with only minor color shift. Structure preserved but no stylistic transfer.,5,4,3,Strongly captures Rococo ornamental frame and pastel palette. Source line is preserved within the frame. Minor artifacts in background texture and slight distortion at edges.,2,2,4,Very faint hint of Rococo coloring (pastel tones) but lacks any structural or decorative elements. Source line is blurred and distorted. Low fidelity to both style and content.
Minimalism__imi-knoebel_weiss-und-schwarz-4-2009__to__Ukiyo_e,Minimalism,Ukiyo_e,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,4,3,Minimal style transfer; grayscale gradient applied but lacks Ukiyo-e texture or color. Structure preserved well. Some soft artifacts in shading.,5,5,5,"Excellent Ukiyo-e style: aged paper texture, ink wash gradients, and subtle color palette match target. Structure perfectly preserved with clean edges. No visible artifacts.",1,3,2,Very weak style transfer; appears as blurred grayscale with no Ukiyo-e characteristics. Structure partially lost due to heavy blur. Significant smudging artifacts.
Ukiyo_e__kitagawa-utamaro_the-hour-of-the-horse__to__Ukiyo_e,Ukiyo_e,Ukiyo_e,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,3,4,3,"Moderate Ukiyo-e style with muted colors and some line work, but lacks bold outlines and vibrant patterns. Structure is preserved but details are soft. Some blurring and low contrast reduce clarity.",5,5,5,"Excellent Ukiyo-e style with strong outlines, flat color areas, and traditional composition. Structure is well-preserved with clear figures and railing. Minimal artifacts; clean and stylized output.",2,3,2,"Very weak Ukiyo-e style — overly washed out, lacks defining lines and color contrast. Structure is blurred and indistinct. Heavy artifacts including smudging and loss of detail throughout."
Impressionism__john-singer-sargent_lake-in-the-tyrol__to__Impressionism,Impressionism,Impressionism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,3,4,3,Moderate impressionistic washes but overly hazy; structure preserved but details lost in blur; noticeable smudging artifacts.,5,5,5,"Strong impressionist brushwork with clear color separation; excellent structural fidelity; minimal artifacts, clean transitions.",2,3,2,Very faint style application; structure partially preserved but washed out; heavy overexposure and loss of detail indicate poor artifact control.
Minimalism__brice-marden_joined-2011__to__Early_Renaissance,Minimalism,Early_Renaissance,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,4,3,Minimal style transfer; mostly preserves source structure but lacks Renaissance stylistic elements. Some color bleeding and low fidelity to target style.,5,5,5,Excellent preservation of source structure with strong Early Renaissance stylistic rendering. Clean output with no visible artifacts or distortions.,3,3,2,Moderate style application but suffers from heavy blurring and loss of structural detail. Artifacts include smearing and edge degradation.
Rococo__thomas-gainsborough_robert-butcher-of-walthamstan__to__Rococo,Rococo,Rococo,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,"The output is extremely blurry and lacks detail. While it vaguely resembles the source, it fails to apply the Rococo style effectively and introduces significant blur artifacts.",5,5,5,"This output is exceptional. It perfectly preserves the source portrait's structure while seamlessly integrating the Rococo style through the ornate frame and soft, painterly texture. No artifacts are present.",2,2,2,"Similar to the first method, this output is very blurry and loses most of the source detail. It fails to convey the Rococo style and suffers from heavy blurring artifacts."
Ukiyo_e__keisai-eisen_yabai-with-two-women-1840__to__Impressionism,Ukiyo_e,Impressionism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,4,2,3,3,Weak impressionist texture; structure preserved but overly muted and washed out.,5,5,5,"Strong impressionist brushwork, excellent structure retention, minimal artifacts.",3,2,2,Some impressionist feel but structure is blurred and artifacts visible in background.
Impressionism__rudolf-schweitzer-cumpana_str-du-n-atena__to__Rococo,Impressionism,Rococo,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,4,2,3,2,"Heavy vignetting and oversaturated pink tones distort structure; Rococo elegance is lost in muddy, high-contrast artifacts.",5,5,5,Excellent preservation of architectural lines and figures; soft pastel palette and delicate brushwork evoke Rococo charm without distortion or noise.,3,2,2,"Overly blurred and washed-out; structure is nearly obliterated, and style feels generic rather than distinctly Rococo."
Early_Renaissance__fra-angelico_saint-cosmas-and-saint-damian-before-lisius-1440__to__Ukiyo_e,Early_Renaissance,Ukiyo_e,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,3,4,4,Moderate Ukiyo-e influence with soft lines and muted colors; structure mostly preserved but lacks bold stylistic markers.,5,5,5,"Strong Ukiyo-e aesthetic with clear line work, flat color planes, and compositional fidelity; minimal artifacts.",2,3,2,Faint stylistic overlay with heavy blur and loss of detail; structure degraded and artifacts prominent.
Minimalism__john-mclaughlin_number-4__to__Minimalism,Minimalism,Minimalism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,4,2,3,3,Overly desaturated and blurred; loses minimalism’s crispness and color fidelity.,5,5,5,"Perfectly preserves structure, color, and minimalist aesthetic with no artifacts.",3,4,4,"Good structure and color, but slightly soft edges reduce minimalism’s precision."
Impressionism__edgar-degas_study-of-gentile-bellini-1855__to__Ukiyo_e,Impressionism,Ukiyo_e,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,4,3,Retains source structure well but lacks Ukiyo-e style; appears as a blurred grayscale sketch with no color or line work characteristic of the target style.,5,5,5,"Excellent Ukiyo-e style transfer with bold outlines, flat color regions, and traditional composition. Structure is preserved accurately with minimal artifacts.",1,2,1,"Fails to convey Ukiyo-e style; output is heavily degraded, blurry, and lacks coherent structure or stylistic features. Appears as a washed-out, low-fidelity smear."
Impressionism__camille-pissarro_the-gardener-afternoon-sun-eragny-1899__to__Ukiyo_e,Impressionism,Ukiyo_e,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,Very faint Ukiyo-e influence; washed-out colors and low contrast reduce stylistic fidelity. Structure is preserved but lacks definition. Heavy blur and noise degrade artifact control.,5,5,5,"Strong Ukiyo-e aesthetic with bold outlines, flat color planes, and stylized shading. Source structure (figure, bucket, landscape) is well-preserved. Clean output with minimal artifacts.",3,2,2,"Some Ukiyo-e color palette and texture hints, but overly diffuse and painterly. Structure is blurred and distorted. Significant smudging and loss of detail indicate poor artifact control."
Rococo__maurice-quentin-de-la-tour_marie-josephe-of-saxony-1__to__Minimalism,Rococo,Minimalism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,"Overly blurred and washed out; minimalism not clearly expressed, structure lost in haze.",5,5,5,Clean vector-like minimalism with strong color blocking and preserved pose; no artifacts.,2,3,2,"Similar to LBM — too diffuse, lacks crisp minimalism, structure obscured by blur."
Minimalism__joan-hernandez-pijuan_untitled-120-1999__to__Ukiyo_e,Minimalism,Ukiyo_e,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,4,2,4,3,Minimal style transfer; mostly preserves source structure with faint color wash. Lacks Ukiyo-e detail or texture.,5,5,5,"Excellent Ukiyo-e style integration with warm tones, clean lines, and faithful structure. No visible artifacts.",3,3,2,Partial style application with noisy textures and structural distortion. Artifacts degrade coherence.
Minimalism__yves-gaucher_traces-2000__to__Minimalism,Minimalism,Minimalism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Hold4TwoStage_e02,4,2,3,3,Fails to capture minimalism; output is overly blurred and lacks stylistic intent. Structure preserved but visually degraded.,5,5,4,"Excellent minimalism: clean background, sharp line, no artifacts. Best balance of style fidelity and structural clarity.",3,2,5,"Very clean output with no visible artifacts, but structure (line) is nearly invisible and style is too vague — lacks intentional minimalism."
Ukiyo_e__utagawa-kuniyoshi_tamatori-being-pursued-bya-dragon__to__Impressionism,Ukiyo_e,Impressionism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,Very faint impressionistic wash; structure is somewhat preserved but colors are muted and details are lost. Low style specificity and high artifact presence.,5,5,5,Excellent impressionistic brushwork and color palette while perfectly preserving the original composition and figures. No visible artifacts.,3,4,3,Moderate impressionistic effect with some color bleeding and texture artifacts. Structure is mostly preserved but lacks the richness of Seedream.
Rococo__joseph-wright_d-ewes-coke-his-wife-hannah-and-daniel-parker-coke__to__Early_Renaissance,Rococo,Early_Renaissance,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,3,4,3,Moderate Early Renaissance style with muted tones and soft edges; structure preserved but lacks crisp detail; some smudging and loss of facial definition.,5,5,5,"Excellent match to Early Renaissance style — warm palette, chiaroscuro, and painterly texture; structure fully preserved with no visible artifacts or distortions.",2,2,1,Very weak style transfer; heavy blurring and ghosting artifacts; structure severely degraded with smeared figures and lost details.
Impressionism__william-merritt-chase_gray-day-on-the-lagoon-a-passenger-boat-venice__to__Rococo,Impressionism,Rococo,Seedream_repaired750,Seedream_repaired750,LBM-Knee_e13,LBM-Knee_e13,4,3,5,5,"Preserves source structure well with minimal artifacts, but style transfer is muted and lacks strong Rococo characteristics.",5,3,3,"Strong Rococo style with ornate frame and pastel palette, but structure is distorted and frame introduces non-source elements.",2,4,2,Structure is somewhat preserved but heavily blurred and washed out; style is vague and lacks clear Rococo traits.
Rococo__jean-marc-nattier_portrait-of-louis-tocqu-1762__to__Rococo,Rococo,Rococo,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,"Very blurry and washed out; style is vague, structure is partially preserved but obscured by haze, significant artifacts from over-smoothing.",5,5,5,Excellent Rococo style transfer with ornate frame and soft pastel tones; structure is perfectly preserved; no visible artifacts.,3,3,2,Some Rococo elements present but muted; structure is somewhat preserved but suffers from blurring and smudging artifacts.
Ukiyo_e__utagawa-kuniyoshi_kuzunoha__to__Ukiyo_e,Ukiyo_e,Ukiyo_e,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,3,4,3,Moderate Ukiyo-e style with visible color bleeding and slight structural distortion; artifacts present in background and figure edges.,5,5,5,"Excellent Ukiyo-e style fidelity, perfect structure retention, and minimal artifacts; cleanest output overall.",2,3,2,Weak style transfer with heavy blurring and loss of detail; significant artifacts and poor structural coherence.
Impressionism__edgar-degas_study-of-gentile-bellini-1855__to__Early_Renaissance,Impressionism,Early_Renaissance,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,4,3,Preserves structure well but fails to apply Renaissance style; remains grayscale sketch.,5,5,5,Excellent transfer of Early Renaissance oil painting style with high fidelity to source structure and no artifacts.,1,2,1,Severe structural collapse and artifacting; style is barely recognizable.
Ukiyo_e__utagawa-kuniyoshi_ishiyakushi__to__Rococo,Ukiyo_e,Rococo,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,Heavy Rococo-style overlay obscures source content; excessive texture and color bleed degrade structure and introduce artifacts.,5,5,5,"Excellent Rococo style transfer with clear preservation of original composition, clean edges, and minimal artifacts.",3,2,2,Moderate style application but significant loss of structural detail and visible noise/artifacts in background and figure areas.
Minimalism__robert-mangold_untitled-fcpa-1995__to__Minimalism,Minimalism,Minimalism,Hold4TwoStage_e02,Hold4TwoStage_e02,Seedream_repaired750,Hold4TwoStage_e02,4,2,3,3,Fails to capture minimalism; retains source colors and lines with muted tones. Structure preserved but style is weak.,3,5,4,Excellent structure preservation. Style is somewhat minimal but retains too much of the original color palette and line work.,5,4,5,"Best minimalism: clean, desaturated, soft gradients, no harsh lines. Slight loss of structural definition but excellent artifact control and style fidelity."
Early_Renaissance__pietro-perugino_giovanni-colombini__to__Impressionism,Early_Renaissance,Impressionism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,Faint impressionistic washes applied but heavily overlaid with ghosting artifacts; structure partially preserved but obscured by blending noise.,5,5,5,Excellent Impressionist brushwork and color palette while fully preserving original composition and figure details; no visible artifacts.,3,2,2,Some impressionistic texture introduced but at cost of structural integrity; significant ghosting and smearing degrade clarity and coherence.
Ukiyo_e__utagawa-kunisada_not_detected_240353__to__Rococo,Ukiyo_e,Rococo,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,4,2,3,2,Very blurry and washed-out; Rococo style is barely perceptible. Structure is somewhat preserved but heavily degraded by noise and low contrast.,5,5,5,"Excellent preservation of source structure with strong Rococo styling (soft pastels, painterly texture, ornate feel). Minimal artifacts; clean and coherent output.",3,2,2,Some Rococo color palette applied but overly diffuse and smeared. Structure is significantly distorted with heavy blurring and loss of detail. High artifact presence.
Ukiyo_e__utagawa-kunisada_not_detected_240353__to__Impressionism,Ukiyo_e,Impressionism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,"Very washed-out, low contrast; impressionistic brushwork barely visible. Structure is somewhat preserved but colors are muted and unnatural. Heavy artifacts from over-smoothing or poor style transfer.",5,5,5,"Excellent impressionistic rendering with visible brushstrokes, vibrant yet harmonious colors, and strong preservation of original composition and details. Minimal artifacts.",3,4,3,"Some impressionistic texture applied, but overly pink/white wash dominates, obscuring detail. Structure is mostly intact but color fidelity suffers. Moderate artifacts from uneven blending."
Ukiyo_e__utagawa-kunisada_the-actor__to__Minimalism,Ukiyo_e,Minimalism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,Fails to capture minimalism; output is overly washed out and lacks stylistic intent. Structure is partially preserved but degraded by noise and blur.,5,5,5,"Excellent preservation of source structure while applying a clean, minimal aesthetic. No visible artifacts; closely matches target style intent.",1,2,1,Output is extremely faded and indistinct; minimalism is not meaningfully applied. Structure is heavily distorted and artifacts dominate.
Rococo__giovanni-domenico-tiepolo_christ-s-fall-on-the-way-to-calvary-1772__to__Rococo,Rococo,Rococo,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,"Very washed out, low contrast, and lacks Rococo ornamental detail; structure is somewhat preserved but style is weak and blurry.",5,5,5,"Excellent Rococo style transfer with soft pastel tones, ornate framing elements, and clear preservation of source composition and figures. Minimal artifacts.",3,2,2,"Overly abstracted and smeared; structure is significantly degraded, and style is indistinct with heavy blurring and loss of detail."
Rococo__joshua-reynolds_colonel-george-k-h-coussmaker-grenadier-guards__to__Impressionism,Rococo,Impressionism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,Very blurry and washed-out; impressionistic brushwork is absent or indistinct. Structure is partially preserved but heavily degraded by noise-like artifacts.,5,5,5,"Excellent impressionist style with visible brushstrokes, vibrant color palette, and soft edges. Source structure (figure, horse, background) is well-preserved with minimal artifacts.",3,2,2,"Some impressionistic texture present but overly diffuse and smudged. Structure is significantly distorted, especially around the figure and horse. High level of visual noise/artifacts."
Early_Renaissance__pisanello_stork-1430__to__Early_Renaissance,Early_Renaissance,Early_Renaissance,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,4,3,Preserves structure well but lacks Renaissance style; appears washed out and lacks color depth.,5,5,5,Excellent style transfer with rich colors and texture; structure is perfectly preserved; no visible artifacts.,1,2,1,Fails to preserve structure or style; output is blurry and lacks detail; heavy artifacts present.
Rococo__bernardo-bellotto_view-of-dresden-the-dresden-fortifications-moat-with-a-bridge-between-gate-and-post-mile-pillar__to__Ukiyo_e,Rococo,Ukiyo_e,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,4,3,"Structure is well preserved but style is very weak and washed out, lacking the distinct Ukiyo-e color palette and line work.",5,5,5,Excellent transfer of the Ukiyo-e aesthetic with vibrant colors and clear lines while perfectly maintaining the source architecture.,1,2,1,The output is extremely blurry and lacks definition. It fails to capture the style or preserve the structural details of the source image.
Ukiyo_e__kitagawa-utamaro_upon-my-oath__to__Early_Renaissance,Ukiyo_e,Early_Renaissance,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,Fails to apply Renaissance style; retains original line-art aesthetic with only minor color shifts. Structure is preserved but lacks stylistic transformation.,5,5,5,"Excellent Renaissance style transfer with painterly textures, chiaroscuro, and period-appropriate rendering. Structure is perfectly preserved with no artifacts.",1,2,1,Severe structural degradation and loss of detail. Style is not applied — appears as a corrupted or failed render with heavy blurring and noise.
Impressionism__mihaly-munkacsy_dusty-country-road-ii-1883__to__Impressionism,Impressionism,Impressionism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,Overly washed out; loses color and texture detail of Impressionism. Structure is faintly preserved but lacks definition. Heavy blurring and loss of contrast reduce fidelity.,5,5,5,"Excellent Impressionist brushwork and color harmony. Source structure (road, figures, trees, sky) is clearly preserved with natural painterly texture. No visible artifacts or distortions.",2,3,2,"Similar to LBM — overly pale and desaturated. Structure is vaguely present but lacks clarity. Style feels incomplete and washed out, failing to capture Impressionist vibrancy."
Ukiyo_e__utagawa-kuniyoshi_a-record-of-origins-of-the-great-country-of-japan__to__Early_Renaissance,Ukiyo_e,Early_Renaissance,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,1,3,2,Fails to apply style; appears as a faded sketch with no Renaissance characteristics.,5,5,5,Excellent transfer of Early Renaissance style with high fidelity to the source structure and no visible artifacts.,2,2,3,Shows some color and texture but lacks specific stylistic details and structure is heavily blurred.
Minimalism__dan-flavin_greens-crossing-greens-to-piet-mondrian-who-lacked-green-1966__to__Early_Renaissance,Minimalism,Early_Renaissance,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,4,3,Structure is well preserved but style transfer is weak; output appears washed out and lacks Renaissance color palette or texture.,5,5,5,Excellent preservation of geometry and perspective. Successfully applies Early Renaissance color tones and lighting without introducing artifacts.,1,2,1,Severe structural distortion and heavy artifacts. The style transfer is barely recognizable and the image is heavily degraded.
Ukiyo_e__utagawa-kunisada_the-actor__to__Rococo,Ukiyo_e,Rococo,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,"Very weak Rococo style transfer; output resembles a faded, abstracted version of the source with minimal ornamental or painterly Rococo traits. Structure is somewhat preserved but heavily distorted by noise and blur. High artifact presence.",5,5,5,"Excellent Rococo style integration: soft pastel palette, ornate borders, delicate brushwork, and romanticized figures match the target reference. Source structure (figures, composition) is faithfully preserved with high fidelity. No visible artifacts or distortions.",3,3,3,"Moderate Rococo influence — some pastel tones and decorative elements present, but style is inconsistent and washed out. Structure is partially preserved but suffers from smudging and loss of detail. Moderate artifacts due to over-smoothing and color bleeding."
Early_Renaissance__bartolome-bermejo_death-of-the-virgin-1462__to__Minimalism,Early_Renaissance,Minimalism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,"Overly blurred and washed-out; minimalism not clearly expressed, structure partially preserved but details lost.",5,5,5,Strong minimalism with bold flat colors and simplified forms; source structure well preserved; no visible artifacts.,2,2,2,"Extremely hazy and low-contrast; minimalism absent, structure heavily degraded, significant visual artifacts."
Rococo__joseph-wright_mr-and-mrs-thomas-coltman__to__Early_Renaissance,Rococo,Early_Renaissance,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,"Very washed-out, low contrast; style transfer is weak and blurry, with poor color fidelity and visible artifacts around figures.",5,5,5,"Excellent match to Early Renaissance style: warm tones, soft chiaroscuro, and painterly texture. Structure preserved perfectly with no visible artifacts.",3,4,3,"Moderate style transfer with some Renaissance-like warmth, but overly bright and hazy. Some loss of detail and slight smudging in background elements."
Early_Renaissance__leonardo-da-vinci_studies-of-a-bewalking__to__Impressionism,Early_Renaissance,Impressionism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,1,2,1,Minimal style transfer; output remains nearly identical to source sketch with no impressionistic rendering or color application.,5,5,5,"Excellent impressionistic style with visible brushwork, warm tones, and soft edges while perfectly preserving the bear’s anatomy and pose. No artifacts.",2,1,1,Output is heavily degraded — mostly blank or washed-out texture with no discernible subject or style. Fails on all criteria.
Rococo__antoine-watteau_the-delicate-musician__to__Minimalism,Rococo,Minimalism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,Fails to capture minimalism; retains painterly texture and dark tones. Structure is loosely preserved but lacks clarity. Heavy blur and halo artifacts degrade quality.,5,5,5,"Excellent minimalism: clean geometry, flat colors, simplified forms. Structure is sharply preserved with clear pose and object boundaries. No visible artifacts; crisp edges and uniform shading.",1,2,1,Almost entirely obscured by extreme blur; no discernible style or structure. Appears as a smudged ghost of the source. Severe artifacting renders it unusable.
Rococo__thomas-gainsborough_a-peasant-girl-with-dog-and-jug-1785__to__Ukiyo_e,Rococo,Ukiyo_e,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,"Very faint, washed-out output with minimal Ukiyo-e characteristics; structure is preserved but style is nearly absent.",5,5,5,"Excellent Ukiyo-e style transfer with clear woodblock aesthetics, strong color palette, and faithful preservation of source structure and details.",2,2,1,Highly degraded output with severe artifacts and loss of both style and structure; barely recognizable as either source or target style.
Impressionism__eugene-boudin_the-port-ships-at-dock__to__Ukiyo_e,Impressionism,Ukiyo_e,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,4,3,Faint Ukiyo-e influence but overly washed out; structure preserved but lacks color and line definition.,5,5,5,"Excellent Ukiyo-e style transfer with strong color palette, clean lines, and faithful structure preservation.",2,3,2,Heavy blur and smudging obscure both style and structure; minimal Ukiyo-e characteristics visible.
Impressionism__childe-hassam_evening-champs-elysees-aka-pres-du-louvre__to__Minimalism,Impressionism,Minimalism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,"Overly blurred and washed-out; minimalism not clearly expressed, structure partially preserved but lacks clarity.",5,5,5,"Excellent minimalism with clean geometry, strong structure retention, and no visible artifacts.",2,2,2,"Extremely hazy and indistinct; fails to convey minimalism or preserve structure, heavy artifacts present."
Ukiyo_e__hiroshige_hakone-kosuizu__to__Early_Renaissance,Ukiyo_e,Early_Renaissance,Seedream_repaired750,Seedream_repaired750,LBM-Knee_e13,LBM-Knee_e13,4,3,5,5,"Excellent structure and artifact control, but style transfer is weak and inconsistent with Early Renaissance.",5,4,4,Strongest style match to Early Renaissance with good structure and minimal artifacts.,2,3,2,"Poor style transfer, significant structure loss, and heavy artifacts."
Minimalism__william-scott_bowl-white-on-grey-1962__to__Rococo,Minimalism,Rococo,Seedream_repaired750,Seedream_repaired750,LBM-Knee_e13,LBM-Knee_e13,4,2,5,5,"Preserves source structure perfectly with minimal artifacts, but fails to apply Rococo style—output is nearly identical to source.",5,3,3,"Strongly applies Rococo ornamental style with gold and scrollwork; however, distorts original shield shape and introduces visible blending artifacts.",1,4,4,"Maintains source structure well with low artifacts, but applies no discernible Rococo style—output is a blurred, neutral version of source."
Rococo__dmitry-levitzky_portrait-of-unknown-woman-with-a-rose-1788__to__Ukiyo_e,Rococo,Ukiyo_e,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,Very low style transfer; image appears washed out and lacks Ukiyo-e characteristics. Structure is preserved but details are lost in haze.,5,5,5,Excellent transfer of Ukiyo-e style with strong line work and color palette. Structure is perfectly preserved with no artifacts.,3,3,2,Shows some style influence but is blurry and lacks definition. Structure is somewhat preserved but details are muddy.
Rococo__antoine-pesne_carl-heinrich-graun__to__Early_Renaissance,Rococo,Early_Renaissance,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,"Output is extremely washed out and foggy, losing almost all color and texture detail. While the pose is preserved, the style transfer is too weak to be effective.",5,5,5,"Excellent transfer of the Early Renaissance style with appropriate color palette and lighting. Structure is perfectly preserved, and the background scenery is coherent and well-integrated.",2,2,1,"Severe structural distortion and loss of detail. The output is overly blurry and lacks definition, failing to preserve the source content effectively."
Minimalism__joan-hernandez-pijuan_untitled-120-1999__to__Impressionism,Minimalism,Impressionism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,4,4,"Faint, washed-out red lines; minimal impressionistic texture or color variation. Structure is preserved but style is nearly absent.",5,5,5,"Strong impressionistic rendering with visible brushstroke-like textures, warm earth tones, and atmospheric blending. Structure of the arch is well-preserved with no artifacts.",3,3,2,"Attempted impressionistic effect via pinkish washes and soft edges, but suffers from smudging, uneven saturation, and structural distortion (arch appears warped). Artifacts reduce fidelity."
Rococo__giovanni-domenico-tiepolo_the-new-world-1797__to__Early_Renaissance,Rococo,Early_Renaissance,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,2,2,Severe structural distortion; figures are elongated and unrecognizable. Style is vague and lacks Early Renaissance characteristics.,5,5,5,"Excellent preservation of source composition and Early Renaissance style. Colors, lighting, and figure details are coherent and high quality.",3,3,3,"Moderate style transfer with some Early Renaissance color palette, but significant blurring and loss of fine detail. Structure is recognizable but softened."
Early_Renaissance__paolo-uccello_scene-adoration-of-the-three-kings-1440__to__Minimalism,Early_Renaissance,Minimalism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,Output is extremely washed out and lacks the bold color blocking of the minimalism reference. Structure is barely visible due to low contrast.,5,5,5,"Perfectly captures the flat, geometric, and bold color style of the reference while maintaining the narrative structure of the source image.",2,3,2,"Similar to LBM, this output is too hazy and lacks the distinct edges and solid colors required for the target style."
Early_Renaissance__andrea-mantegna_adoration-of-the-magi-central-panel-from-the-altarpiece__to__Impressionism,Early_Renaissance,Impressionism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,"Very washed-out, low saturation; impressionistic brushwork barely visible; structure preserved but style is weak and muddy.",5,5,5,Strong impressionist palette and visible brushstroke texture; source composition and figures well preserved; minimal artifacts.,3,4,3,Some color shift and haze; structure mostly intact; impressionistic feel present but inconsistent and slightly over-smoothed.
Impressionism__claude-monet_bordighera-the-house-of-gardener__to__Early_Renaissance,Impressionism,Early_Renaissance,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,"Overly diffuse, impressionistic wash; loses architectural and foliage detail; style is vague and not clearly Early Renaissance.",5,5,5,"Excellent preservation of source structure with clear Early Renaissance painterly texture, warm palette, and refined brushwork matching the target reference.",3,2,2,Heavy smudging and loss of detail; structure is blurred and indistinct; style is inconsistent and overly abstracted.
Minimalism__mira-schendel_untitled-1984__to__Ukiyo_e,Minimalism,Ukiyo_e,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,4,2,3,2,"Very blurry, lacks Ukiyo-e texture and line work; structure is preserved but overly smoothed; artifacts from diffusion noise.",5,5,5,"Excellent Ukiyo-e style transfer with clear lines, traditional color palette, and faithful structure preservation; minimal artifacts.",3,4,3,Moderate style adoption with some Ukiyo-e tones but lacks detail; structure mostly preserved; minor smudging and softness.
