case_id,src_style,tgt_style,best_overall,best_style_specificity,best_structure,best_artifact_control,confidence_1_to_5,Seedream_repaired750_style_specificity,Seedream_repaired750_structure_preservation,Seedream_repaired750_artifact_control,Seedream_repaired750_note,SaMAM_2250_style_specificity,SaMAM_2250_structure_preservation,SaMAM_2250_artifact_control,SaMAM_2250_note,AttnSA_e08_style_specificity,AttnSA_e08_structure_preservation,AttnSA_e08_artifact_control,AttnSA_e08_note
Early_Renaissance__pietro-perugino_giovanni-colombini__to__Impressionism,Early_Renaissance,Impressionism,SaMAM_2250,SaMAM_2250,Seedream_repaired750,SaMAM_2250,4,3,5,3,Strong structural fidelity but muted impressionistic brushwork; some color bleeding and soft edges reduce style clarity.,5,4,5,Excellent Impressionist texture and color blending with minimal artifacts; slight loss of fine facial detail but overall superior style transfer.,2,3,2,"Overly blurred and washed-out; loses both stylistic definition and structural integrity, with visible smearing artifacts."
Early_Renaissance__pietro-perugino_giovanni-colombini__to__Minimalism,Early_Renaissance,Minimalism,SaMAM_2250,SaMAM_2250,Seedream_repaired750,SaMAM_2250,4,3,5,3,Preserves source structure well but retains too much detail and color; minimalism not strongly applied.,5,4,5,"Strong minimalism with simplified forms, muted palette, and clean edges; minor structural softening but excellent artifact control.",4,3,4,"Minimalist haze and abstraction applied, but structure is overly blurred and details lost; moderate artifacts from over-smoothing."
Early_Renaissance__pietro-perugino_giovanni-colombini__to__Rococo,Early_Renaissance,Rococo,SaMAM_2250,SaMAM_2250,SaMAM_2250,SaMAM_2250,4,3,4,3,Moderate Rococo flair with ornate frame; structure mostly preserved but soft edges reduce clarity; some color bleeding and halo artifacts.,5,5,5,"Strong Rococo aesthetic with gilded frame, soft lighting, and pastel tones; structure faithfully retained; minimal artifacts, clean transitions.",2,3,2,Weak Rococo interpretation; heavy blur and smudging distort structure; significant artifacts including banding and loss of detail.
Early_Renaissance__pietro-perugino_giovanni-colombini__to__Ukiyo_e,Early_Renaissance,Ukiyo_e,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,5,5,5,"Strong Ukiyo-e style with bold outlines, flat color planes, and stylized features; preserves source structure well; minimal artifacts.",4,4,4,Good Ukiyo-e influence but slightly softer lines and less defined color blocks; structure mostly preserved; minor smudging in background.,2,3,2,Weak Ukiyo-e styling; overly blurred and painterly; structure distorted; significant artifacts and loss of detail.
Early_Renaissance__pisanello_stork-1430__to__Early_Renaissance,Early_Renaissance,Early_Renaissance,SaMAM_2250,SaMAM_2250,Seedream_repaired750,SaMAM_2250,4,3,5,4,Preserves structure well but lacks Renaissance stylistic depth; mild artifacts in feather texture.,5,4,5,Strong Early Renaissance style with clean rendering and minimal artifacts; slight structural softening.,2,3,3,"Weak style transfer, overly simplified form, noticeable blurring and loss of detail."
Early_Renaissance__pisanello_stork-1430__to__Impressionism,Early_Renaissance,Impressionism,SaMAM_2250,SaMAM_2250,Seedream_repaired750,SaMAM_2250,4,3,5,4,Strong structural fidelity but lacks Impressionist brushwork and color vibrancy; minimal artifacts.,5,4,5,Best captures Impressionist texture and palette while preserving bird anatomy; clean output with no visible artifacts.,2,3,3,Overly muted and washed-out; loses both stylistic detail and structural clarity; slight blurring artifacts.
Early_Renaissance__pisanello_stork-1430__to__Minimalism,Early_Renaissance,Minimalism,SaMAM_2250,Seedream_repaired750,SaMAM_2250,SaMAM_2250,4,5,3,4,"Strong minimalism via flat color blocks and simplified forms, but leg structure is distorted and unnatural.",4,5,5,"Clean, restrained aesthetic with faithful anatomy and no visible artifacts; style is subtle but consistent with minimalism.",3,4,3,"Faint, washed-out rendering suggests minimalism but lacks definition; some structural blur and low contrast reduce clarity."
Early_Renaissance__pisanello_stork-1430__to__Rococo,Early_Renaissance,Rococo,SaMAM_2250,SaMAM_2250,Seedream_repaired750,SaMAM_2250,4,3,5,3,Strong structural fidelity but weak Rococo styling; faint decorative elements lack richness.,5,4,5,Excellent Rococo ornamentation and texture; minor structural softening but no artifacts.,2,3,2,"Over-blurred, loses detail and style cues; heavy artifacts and poor structure retention."
Early_Renaissance__pisanello_stork-1430__to__Ukiyo_e,Early_Renaissance,Ukiyo_e,SaMAM_2250,SaMAM_2250,Seedream_repaired750,SaMAM_2250,4,3,5,4,Preserves structure well but lacks strong Ukiyo-e stylistic markers; mild color washes.,5,4,5,Strong Ukiyo-e ink wash and line quality; clean output with minimal artifacts; slight structural softening.,2,3,3,Overly blurred and desaturated; loses both style detail and structural clarity; high artifact presence.
Early_Renaissance__sandro-botticelli_trinity(1)__to__Early_Renaissance,Early_Renaissance,Early_Renaissance,SaMAM_2250,SaMAM_2250,SaMAM_2250,SaMAM_2250,4,3,4,3,Moderate Early Renaissance style; structure mostly preserved but slightly softened; some color bleeding and edge smearing.,5,5,5,"Strong Early Renaissance style match; excellent structural fidelity; minimal artifacts, clean edges and tones.",2,3,2,Weak style transfer; structure blurred and distorted; heavy artifacts including noise and color washes.
Early_Renaissance__sandro-botticelli_trinity(1)__to__Impressionism,Early_Renaissance,Impressionism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,4,5,5,5,Strong Impressionist brushwork and color palette while preserving original composition and figures with minimal artifacts.,4,4,4,Good stylistic adaptation but slightly darker tones and minor structural softening; few artifacts.,3,2,3,Heavy blur and loss of detail; structure significantly degraded; some smudging artifacts present.
Early_Renaissance__sandro-botticelli_trinity(1)__to__Minimalism,Early_Renaissance,Minimalism,Seedream_repaired750,Seedream_repaired750,SaMAM_2250,Seedream_repaired750,4,5,4,5,Strong minimalism via flat color blocks and geometric simplification; retains key compositional structure with minor distortion; clean output with no visible artifacts.,3,5,4,Preserves original structure well but applies minimal stylistic reduction — retains too much detail for true minimalism; slight color bleeding near edges.,2,2,3,Over-blurred and washed out; loses structural clarity and fails to convey intentional minimalism; appears as degraded noise rather than stylized reduction.
Early_Renaissance__sandro-botticelli_trinity(1)__to__Rococo,Early_Renaissance,Rococo,SaMAM_2250,SaMAM_2250,SaMAM_2250,SaMAM_2250,4,3,4,3,"Moderate Rococo flair with soft curves and pastel tones, but lacks ornate detail; structure mostly preserved; minor smudging around edges.",5,5,5,"Strong Rococo execution: gilded frames, flowing drapery, rich color palette, and decorative motifs; source composition intact; no visible artifacts.",2,3,2,"Faint Rococo hints (soft lighting, muted palette), but overly blurred and washed out; structure distorted; heavy artifacting and loss of detail."
Early_Renaissance__sandro-botticelli_trinity(1)__to__Ukiyo_e,Early_Renaissance,Ukiyo_e,SaMAM_2250,SaMAM_2250,SaMAM_2250,SaMAM_2250,4,3,4,3,"Moderate Ukiyo-e influence with soft edges and muted tones, but lacks strong stylistic markers; structure mostly preserved; some color bleeding and blur artifacts.",5,5,5,"Strong Ukiyo_e style with bold outlines, flat color planes, and stylized figures; excellent structural fidelity to source; minimal artifacts, clean rendering.",2,3,2,Very faint Ukiyo_e traits; heavy blur and loss of detail; structure significantly degraded; prominent smearing and low contrast artifacts.
Impressionism__alfred-sisley_riverbank-at-veneux-1881__to__Early_Renaissance,Impressionism,Early_Renaissance,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,4,5,5,5,Strong Early Renaissance palette and texture; preserves source structure well; minimal artifacts.,4,4,4,Good stylistic cues and structure; slight over-smoothing in water and sky.,3,3,3,Weaker style fidelity; noticeable blurring and loss of fine detail; moderate artifacts.
Impressionism__alfred-sisley_riverbank-at-veneux-1881__to__Impressionism,Impressionism,Impressionism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,4,5,5,5,Strong Impressionist brushwork with visible strokes and color blending; preserves source structure well; minimal artifacts.,4,4,4,Good Impressionist feel but slightly muted colors; structure mostly preserved; minor smudging in sky area.,3,3,3,Weak Impressionist execution; over-blurred and washed-out; structure distorted; noticeable haloing and noise.
Impressionism__alfred-sisley_riverbank-at-veneux-1881__to__Minimalism,Impressionism,Minimalism,SaMAM_2250,SaMAM_2250,Seedream_repaired750,SaMAM_2250,4,2,5,3,High structure fidelity but overly stylized with bold colors and geometric shapes; minimalism not well captured.,5,4,5,"Strong minimalism: muted tones, clean composition, preserved structure, no artifacts.",3,2,4,"Soft, blurred aesthetic suggests minimalism but loses structural detail; some over-smoothing artifacts."
Impressionism__alfred-sisley_riverbank-at-veneux-1881__to__Rococo,Impressionism,Rococo,SaMAM_2250,SaMAM_2250,Seedream_repaired750,SaMAM_2250,4,3,5,3,Strong structural fidelity but weak Rococo styling; ornamental frame is stylized but lacks Rococo color/texture richness.,5,4,5,"Best Rococo aesthetic: warm palette, soft brushwork, and decorative framing; minor structure softening but no artifacts.",2,2,2,"Heavy texture and blur obscure structure; minimal Rococo cues; high artifact presence (grain, smearing)."
Impressionism__alfred-sisley_riverbank-at-veneux-1881__to__Ukiyo_e,Impressionism,Ukiyo_e,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,4,5,5,5,"Strong Ukiyo-e aesthetic with bold outlines, flat color blocks, and stylized trees; preserves source structure well; minimal artifacts.",4,4,4,Good Ukiyo-e influence but slightly less stylized than C; structure mostly preserved; minor texture noise in sky/water.,2,3,2,Very faint Ukiyo-e traits; heavy overexposure and loss of detail; significant artifacts and blurred structure.
Impressionism__alfred-sisley_the-banks-of-the-oise-1878__to__Early_Renaissance,Impressionism,Early_Renaissance,SaMAM_2250,SaMAM_2250,Seedream_repaired750,Seedream_repaired750,4,3,5,5,Preserves source structure well with minimal artifacts; style transfer is subtle and lacks strong Early Renaissance characteristics.,5,4,3,"Strongest Early Renaissance stylistic rendering (color palette, brushwork, atmospheric depth); slight structural distortion and minor artifacts present.",4,3,2,Moderate style adoption but suffers from heavy textural artifacts and noticeable structural degradation compared to C and D.
Impressionism__alfred-sisley_the-banks-of-the-oise-1878__to__Impressionism,Impressionism,Impressionism,Seedream_repaired750,Seedream_repaired750,SaMAM_2250,Seedream_repaired750,4,5,4,5,Strong Impressionist brushwork and color palette; preserves scene layout well with minimal artifacts.,4,5,4,Excellent structural fidelity but slightly muted Impressionist texture; minor smudging in sky.,3,3,3,"Weakest style transfer; overly washed-out tones, blurred structures, and visible compression artifacts."
Impressionism__alfred-sisley_the-banks-of-the-oise-1878__to__Minimalism,Impressionism,Minimalism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,4,5,5,5,"Strong minimalism with clean geometry, flat colors, and simplified forms; preserves source layout and key elements without distortion or noise.",3,4,4,"Retains structure but applies a painterly, textured style that dilutes minimalism; some color bleeding and soft edges reduce clarity.",2,3,3,"Overly blurred and washed-out; loses structural definition and introduces haze artifacts, failing to convey minimalism clearly."
Impressionism__alfred-sisley_the-banks-of-the-oise-1878__to__Rococo,Impressionism,Rococo,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,4,5,5,5,"Strong Rococo elegance with soft lighting, ornate framing, and refined brushwork; landscape structure preserved with minimal distortion; no visible artifacts.",3,4,4,Moderate Rococo influence via warm tones and gentle texture; structure mostly intact but slightly blurred; minor smudging near edges.,2,3,3,Weak Rococo styling — overly muted and painterly without ornamental detail; structure distorted with heavy blur; noticeable vignetting and edge artifacts.
Impressionism__alfred-sisley_the-banks-of-the-oise-1878__to__Ukiyo_e,Impressionism,Ukiyo_e,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,4,4,5,4,Strong Ukiyo-e texture and color palette; preserves landscape structure well; minor smudging in sky.,3,4,3,Moderate Ukiyo-e influence; structure mostly intact; noticeable blocky artifacts in water and trees.,2,3,2,Weak Ukiyo-e styling; structure blurred; heavy haze and loss of detail throughout.
Impressionism__antoine-blanchard_place-de-la-madeleine-hiver__to__Early_Renaissance,Impressionism,Early_Renaissance,SaMAM_2250,SaMAM_2250,SaMAM_2250,SaMAM_2250,4,2,3,3,"Weak Renaissance influence; overly muted and blurry, losing stylistic intent.",5,5,5,Strong Early Renaissance palette and brushwork; preserves scene structure cleanly with minimal artifacts.,3,4,4,Moderate stylistic shift; slightly washed out but retains structure and low artifacts.
Impressionism__antoine-blanchard_place-de-la-madeleine-hiver__to__Impressionism,Impressionism,Impressionism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,4,5,5,5,Strong Impressionist brushwork with visible strokes and color blending; preserves scene structure well; minimal artifacts.,4,4,4,Good Impressionist feel but slightly less vibrant; structure mostly preserved; minor smudging in sky area.,3,3,3,Overly washed-out and blurry; loses structural detail; excessive haze reduces clarity and style fidelity.
Impressionism__antoine-blanchard_place-de-la-madeleine-hiver__to__Minimalism,Impressionism,Minimalism,SaMAM_2250,SaMAM_2250,Seedream_repaired750,SaMAM_2250,4,3,5,3,Retains source structure well but applies minimal stylistic reduction; some noise and color bleed present.,5,4,5,"Strong minimalism with clean lines, muted palette, and no visible artifacts; slight softening of edges.",2,3,2,"Over-blurred, loses structural clarity and introduces heavy haze; weak adherence to minimalism."
Impressionism__antoine-blanchard_place-de-la-madeleine-hiver__to__Rococo,Impressionism,Rococo,Seedream_repaired750,Seedream_repaired750,SaMAM_2250,SaMAM_2250,4,5,3,3,"Strong Rococo elements (pastel palette, ornate frame, soft lighting) but structure is softened and details blurred; minor artifacts in background textures.",3,5,5,"Excellent structural fidelity and clean output with minimal artifacts, but style transfer is subtle — lacks overt Rococo ornamentation or color palette.",2,4,4,"Moderate structure retention and low artifacts, but style is muted and indistinct — fails to convey Rococo’s characteristic elegance or decorative flair."
Impressionism__antoine-blanchard_place-de-la-madeleine-hiver__to__Ukiyo_e,Impressionism,Ukiyo_e,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,4,5,5,4,Strong Ukiyo-e aesthetic with ink-wash texture and muted palette; preserves scene structure well; minor smudging in snow areas.,4,4,3,Moderate Ukiyo-e influence with some color saturation; structure slightly distorted; noticeable halos and edge artifacts.,2,3,2,"Weak Ukiyo-e style, overly blurred and washed out; structure lost in haze; heavy noise and loss of detail."
Impressionism__armand-guillaumin_valley-in-pontgibaud-1890__to__Early_Renaissance,Impressionism,Early_Renaissance,SaMAM_2250,SaMAM_2250,Seedream_repaired750,Seedream_repaired750,4,2,5,5,"Preserves source structure perfectly but lacks Renaissance stylistic traits; appears as a muted, low-contrast version of the original.",5,4,3,"Strongly evokes Early Renaissance through warm palette, atmospheric perspective, and painterly texture; minor structural softening and slight smudging in mid-ground.",3,3,2,"Shows some Renaissance-like haze and color wash but suffers from heavy blurring, loss of detail, and visible compression artifacts; structure is significantly degraded."
Impressionism__armand-guillaumin_valley-in-pontgibaud-1890__to__Impressionism,Impressionism,Impressionism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,4,5,5,5,Strong Impressionist brushwork and color palette; preserves source structure well with minimal artifacts.,4,4,4,Good style transfer but slightly darker tones; minor structural softening and slight over-smoothing.,3,3,3,Weakest style fidelity; significant loss of detail and heavy blurring introduces artifacts.
Impressionism__armand-guillaumin_valley-in-pontgibaud-1890__to__Minimalism,Impressionism,Minimalism,Seedream_repaired750,Seedream_repaired750,SaMAM_2250,Seedream_repaired750,4,5,4,5,Strong minimalism via flat color blocks and simplified forms; preserves key landscape structure with clean edges and no noise.,3,5,4,"Retains original structure well but applies muted, painterly tones rather than true minimalism; slight texture artifacts remain.",2,3,3,Overly blurred and washed-out; loses structural clarity and minimalism intent; introduces soft artifacts and low contrast.
Impressionism__armand-guillaumin_valley-in-pontgibaud-1890__to__Rococo,Impressionism,Rococo,Seedream_repaired750,Seedream_repaired750,SaMAM_2250,SaMAM_2250,4,5,3,3,Strong Rococo pastel palette and ornamental framing; some structural softening and minor halo artifacts.,3,5,5,Excellent structure and clean output; style leans more impressionistic than Rococo.,4,4,4,Good Rococo tones and framing with moderate structure retention; slight smudging in midground.
Impressionism__armand-guillaumin_valley-in-pontgibaud-1890__to__Ukiyo_e,Impressionism,Ukiyo_e,Seedream_repaired750,Seedream_repaired750,SaMAM_2250,Seedream_repaired750,4,5,4,5,Strong Ukiyo-e stylization with clean edges and minimal artifacts; structure slightly softened but well preserved.,4,5,4,Best structural fidelity to source; moderate Ukiyo-e style application with slight smudging in foliage.,3,3,3,Weakest Ukiyo-e interpretation; heavy blur and loss of detail reduce both style and structure quality.
Impressionism__augustus-john_proven-al-landscape__to__Early_Renaissance,Impressionism,Early_Renaissance,SaMAM_2250,SaMAM_2250,Seedream_repaired750,SaMAM_2250,4,3,5,4,Preserves source structure well but applies a generic painterly style rather than Early Renaissance characteristics.,5,4,5,Best captures the Early Renaissance aesthetic with appropriate color and texture while maintaining the original composition.,2,3,2,"Shows significant artifacts and blurring, failing to preserve structure or apply a coherent style."
Impressionism__augustus-john_proven-al-landscape__to__Impressionism,Impressionism,Impressionism,SaMAM_2250,SaMAM_2250,Seedream_repaired750,Seedream_repaired750,4,3,5,5,"Preserves source structure well but applies a muted, less distinct Impressionist style with soft blending and low color vibrancy.",5,4,4,"Strongest Impressionist style with visible brushwork, rich colors, and atmospheric haze; slight loss of fine structural detail in trees and ground.",2,3,3,Overly washed-out and blurry; lacks clear Impressionist texture or color definition; significant loss of structural clarity and introduces smearing artifacts.
Impressionism__augustus-john_proven-al-landscape__to__Minimalism,Impressionism,Minimalism,SaMAM_2250,SaMAM_2250,Seedream_repaired750,SaMAM_2250,4,2,5,3,Highly preserves source structure but fails to adopt minimalism; retains complex colors and forms.,5,4,5,Strongly adopts minimalism with muted tones and simplified forms while preserving key structures cleanly.,4,3,4,Adopts minimalism well but introduces excessive blur and loss of structural clarity.
Impressionism__augustus-john_proven-al-landscape__to__Ukiyo_e,Impressionism,Ukiyo_e,SaMAM_2250,SaMAM_2250,Seedream_repaired750,SaMAM_2250,4,3,5,4,Good structure retention but weak Ukiyo-e stylization; lacks bold outlines and flat color blocks.,5,4,5,"Strong Ukiyo-e aesthetic with clear line work, stylized trees, and atmospheric washes; minimal artifacts.",2,3,3,Overly blurred and washed-out; loses both structural detail and stylistic definition of Ukiyo-e.
Impressionism__camille-pissarro_the-gardener-afternoon-sun-eragny-1899__to__Early_Renaissance,Impressionism,Early_Renaissance,SaMAM_2250,SaMAM_2250,Seedream_repaired750,Seedream_repaired750,4,3,5,5,"Preserves source structure perfectly; minimal style transfer, appears close to original.",5,4,4,Strong Early Renaissance style with visible brushwork and color palette; slight softening of edges but overall coherent.,4,3,3,"Noticeable haze and color bleeding; structure is blurred, artifacts reduce clarity despite stylistic intent."
Impressionism__camille-pissarro_the-gardener-afternoon-sun-eragny-1899__to__Impressionism,Impressionism,Impressionism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,4,5,5,5,Strong Impressionist brushwork and color palette; preserves source structure well; minimal artifacts.,4,4,4,Good style transfer with slight over-saturation; structure mostly preserved; minor haloing near edges.,3,3,3,"Over-blurred, loses fine detail; structure distorted; heavy smudging and loss of texture."
Impressionism__camille-pissarro_the-gardener-afternoon-sun-eragny-1899__to__Minimalism,Impressionism,Minimalism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,4,5,5,5,"Clean geometric shapes, flat color blocks, and simplified forms strongly reflect minimalism while preserving original composition and人物 structure with no visible artifacts.",3,4,4,Retains some minimalistic simplification but retains too much texture and detail; structure is mostly preserved but lacks crispness; minor smudging in background.,2,2,1,Overly blurred and washed-out; loses structural integrity and introduces heavy artifacts; minimalism not clearly expressed due to loss of form and detail.
Impressionism__camille-pissarro_the-gardener-afternoon-sun-eragny-1899__to__Rococo,Impressionism,Rococo,Seedream_repaired750,Seedream_repaired750,SaMAM_2250,Seedream_repaired750,4,5,3,5,Strong Rococo ornamental framing and soft pastel palette; structure slightly softened but recognizable; minimal artifacts.,3,5,4,Preserves original composition well; style is muted and lacks clear Rococo traits; minor color bleeding.,2,2,2,Heavy blur and distortion obscure structure; style is indistinct; significant artifacts and loss of detail.
Impressionism__camille-pissarro_the-gardener-afternoon-sun-eragny-1899__to__Ukiyo_e,Impressionism,Ukiyo_e,SaMAM_2250,SaMAM_2250,Seedream_repaired750,Seedream_repaired750,4,3,5,5,Preserves structure well but lacks strong Ukiyo-e stylistic markers; clean output with minimal artifacts.,5,4,4,Strongest Ukiyo-e influence via bold outlines and flat color blocks; slight structural distortion but acceptable.,2,3,3,"Very blurry and washed out; minimal style transfer, poor structure, and high artifact presence."
Impressionism__childe-hassam_evening-champs-elysees-aka-pres-du-louvre__to__Early_Renaissance,Impressionism,Early_Renaissance,SaMAM_2250,SaMAM_2250,Seedream_repaired750,Seedream_repaired750,4,3,5,5,Preserves structure well but lacks strong Early Renaissance stylistic cues; clean output with minimal artifacts.,5,4,3,"Strongest Early Renaissance style match (color palette, brushwork, composition); slight softening of edges introduces minor artifacts.",2,3,2,Overly blurred and hazy; loses structural clarity and stylistic definition; high artifact presence.
Impressionism__childe-hassam_evening-champs-elysees-aka-pres-du-louvre__to__Impressionism,Impressionism,Impressionism,SaMAM_2250,SaMAM_2250,Seedream_repaired750,Seedream_repaired750,4,3,5,5,"Strong structural fidelity and clean output, but Impressionist brushwork is muted; lacks expressive texture.",5,4,4,Best captures Impressionist palette and visible brushstrokes; slight softening of edges but overall coherent.,2,3,2,Overly hazy and washed-out; loses both stylistic detail and structural clarity; artifacts from excessive smoothing.
Impressionism__childe-hassam_evening-champs-elysees-aka-pres-du-louvre__to__Minimalism,Impressionism,Minimalism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,5,5,5,"Strong minimalism via flat color blocks, simplified forms, and reduced detail while preserving scene structure and人物 silhouette.",3,4,4,Moderate stylization with some color simplification but retains too much texture and realism; lacks clear minimalism.,2,2,3,"Over-blurred, loses structural clarity and introduces haze artifacts; minimalism not evident, more like noise or fog."
Impressionism__childe-hassam_evening-champs-elysees-aka-pres-du-louvre__to__Rococo,Impressionism,Rococo,SaMAM_2250,Seedream_repaired750,SaMAM_2250,SaMAM_2250,4,5,3,3,"Strong Rococo framing and ornamental arch, but distorts source structure significantly; visible warping around figures.",4,5,5,Balanced Rococo influence with excellent structural fidelity and minimal artifacts; subtle color shift enhances style without distortion.,2,4,2,Heavy blur and haze obscure style cues and introduce significant artifacts; structure preserved but visually degraded.
Impressionism__childe-hassam_evening-champs-elysees-aka-pres-du-louvre__to__Ukiyo_e,Impressionism,Ukiyo_e,SaMAM_2250,SaMAM_2250,Seedream_repaired750,Seedream_repaired750,4,3,5,5,"Preserves structure well with minimal artifacts, but style transfer is subtle and lacks strong Ukiyo-e characteristics.",5,4,3,Strong Ukiyo-e style with bold lines and flat color blocks; slight loss of fine detail and minor artifacts in background.,2,3,2,"Very blurry and washed-out; poor style definition, significant loss of structure, and heavy artifacts."
Impressionism__childe-hassam_september-moonrise__to__Early_Renaissance,Impressionism,Early_Renaissance,SaMAM_2250,SaMAM_2250,Seedream_repaired750,Seedream_repaired750,4,2,5,5,Preserves source structure perfectly but lacks Renaissance stylistic elements; clean output with no artifacts.,5,3,3,Strong Early Renaissance style with architectural and figure motifs; some structural distortion and minor artifacts.,3,2,2,Moderate style attempt but heavy artifacts and poor structure preservation; grainy and degraded appearance.
Impressionism__childe-hassam_september-moonrise__to__Impressionism,Impressionism,Impressionism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,4,5,5,5,Strong Impressionist brushwork with visible dabs of color; preserves source structure well; minimal artifacts.,4,4,4,Good style transfer but slightly over-saturated; minor structural blurring; some color bleeding artifacts.,3,3,3,"Weakest style fidelity; noticeable loss of detail and structure; smudged, low-contrast output with artifacts."
Impressionism__childe-hassam_september-moonrise__to__Minimalism,Impressionism,Minimalism,Seedream_repaired750,Seedream_repaired750,SaMAM_2250,Seedream_repaired750,4,5,4,5,Strong minimalism with clean geometry and flat color blocks; preserves landscape structure well; no visible artifacts.,3,5,4,Retains source structure faithfully but style is muted and less distinctly minimalist; slight color bleeding near horizon.,2,3,3,Overly blurred and washed-out; loses structural detail and minimalism intent; noticeable smearing artifacts.
Impressionism__childe-hassam_september-moonrise__to__Rococo,Impressionism,Rococo,SaMAM_2250,Seedream_repaired750,SaMAM_2250,SaMAM_2250,4,5,3,3,"Strong Rococo ornamental frame and pastel palette, but structure is distorted by heavy framing and softening; minor artifacts in texture blending.",4,5,5,"Best balance: retains source structure well, applies subtle Rococo-like softness and color harmony without distortion or artifacts.",3,4,4,Muted tones suggest Rococo influence but lack defining ornamentation; structure preserved but with slight blurring and edge artifacts.
Impressionism__childe-hassam_september-moonrise__to__Ukiyo_e,Impressionism,Ukiyo_e,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,4,5,5,5,Strong Ukiyo-e aesthetic with soft gradients and stylized forms; preserves source composition well; minimal artifacts.,4,4,3,Good style match but introduces texture noise and slight structural distortion; moderate artifacts in midground.,3,3,2,"Weakest style transfer; overly washed out, loses detail and structure; noticeable blurring and artifacting."
Impressionism__claude-monet_bordighera-the-house-of-gardener__to__Early_Renaissance,Impressionism,Early_Renaissance,Seedream_repaired750,Seedream_repaired750,SaMAM_2250,Seedream_repaired750,4,5,4,5,Strong Early Renaissance texture and color palette; preserves source layout well with minimal distortion.,4,5,4,Excellent structural fidelity but slightly muted stylistic rendering; minor smudging in foliage.,3,3,2,Overly grainy and washed-out; loses both stylistic nuance and structural clarity.
Impressionism__claude-monet_bordighera-the-house-of-gardener__to__Impressionism,Impressionism,Impressionism,Seedream_repaired750,Seedream_repaired750,SaMAM_2250,Seedream_repaired750,4,5,4,5,Strong Impressionist brushwork and color palette; retains key structural elements with minimal distortion or noise.,4,5,4,Excellent structural fidelity but slightly muted Impressionist texture; minor smudging in foliage areas.,3,3,2,Overly hazy and washed-out; loses both stylistic detail and structural clarity; significant artifacting.
Impressionism__claude-monet_bordighera-the-house-of-gardener__to__Minimalism,Impressionism,Minimalism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,5,5,5,"Perfect minimalism: clean geometry, flat colors, no noise or distortion.",2,3,2,Retains source texture; lacks minimalism; introduces blur artifacts.,1,2,1,"Over-blurred, loses structure and style; heavy artifacting."
Impressionism__claude-monet_bordighera-the-house-of-gardener__to__Rococo,Impressionism,Rococo,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,4,5,5,5,"Strong Rococo elegance with soft pastel tones, ornamental framing, and delicate brushwork; structure and content well preserved; minimal artifacts.",3,4,4,Moderate Rococo influence with some ornamental framing and color softening; structure mostly intact; slight texture noise but no major artifacts.,2,3,2,Weak Rococo styling; overly blurred and hazy; structure significantly degraded; noticeable artifacts and loss of detail.
Impressionism__claude-monet_bordighera-the-house-of-gardener__to__Ukiyo_e,Impressionism,Ukiyo_e,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,4,5,5,5,Strong Ukiyo-e stylization with clear line work and flat color blocks; preserves source structure well; minimal artifacts.,4,4,4,Good Ukiyo-e influence but slightly over-saturated; structure mostly preserved; minor noise in foliage.,2,3,2,Very faint style transfer; loses Ukiyo-e characteristics; structure blurred; heavy haze/artifacts.
Impressionism__claude-monet_palazzo-contarini-2__to__Early_Renaissance,Impressionism,Early_Renaissance,SaMAM_2250,SaMAM_2250,Seedream_repaired750,Seedream_repaired750,4,3,5,5,Preserves structure well but lacks strong Early Renaissance stylistic cues; clean output with minimal artifacts.,5,4,3,Strongest Early Renaissance style transfer with architectural and color fidelity; slight noise/artifacts in water and sky.,2,3,4,Weak style adherence; structure blurred; moderate artifacts but smoother than D overall.
