case_id,src_style,tgt_style,best_overall,best_style_specificity,best_structure,best_artifact_control,confidence_1_to_5,Seedream_repaired750_style_specificity,Seedream_repaired750_structure_preservation,Seedream_repaired750_artifact_control,Seedream_repaired750_note,SaMAM_2250_style_specificity,SaMAM_2250_structure_preservation,SaMAM_2250_artifact_control,SaMAM_2250_note,AttnSA_e24_style_specificity,AttnSA_e24_structure_preservation,AttnSA_e24_artifact_control,AttnSA_e24_note
Early_Renaissance__piero-della-francesca_portrait-of-a-boy__to__Rococo,Early_Renaissance,Rococo,Seedream_repaired750,Seedream_repaired750,SaMAM_2250,SaMAM_2250,4,5,3,3,Strong Rococo ornamentation and color palette; structure slightly distorted by decorative frame; minor artifacts in background blending.,3,5,5,Excellent structural fidelity and clean output; weak Rococo styling — mostly preserves source with subtle texture; no visible artifacts.,2,4,4,Minimal style transfer; soft blur reduces artifacts but lacks Rococo detail; structure preserved but overly smoothed.
Early_Renaissance__piero-della-francesca_portrait-of-a-boy__to__Ukiyo_e,Early_Renaissance,Ukiyo_e,SaMAM_2250,SaMAM_2250,Seedream_repaired750,Seedream_repaired750,4,3,5,5,"Preserves source structure well but applies only a faint, generic warm tone — lacks distinct Ukiyo-e motifs or line work.",5,4,3,"Strong Ukiyo-e styling with bold outlines, flat color blocks, and decorative patterns; slight haloing around edges reduces artifact control.",2,3,2,Very low style specificity — appears washed out and blurry; poor structure retention and heavy smudging artifacts.
Early_Renaissance__pietro-perugino_giovanni-colombini__to__Early_Renaissance,Early_Renaissance,Early_Renaissance,SaMAM_2250,SaMAM_2250,SaMAM_2250,SaMAM_2250,4,3,4,3,Moderate Early Renaissance styling; structure mostly preserved but slightly softened; minor smudging in background.,5,5,5,Strong Early Renaissance style with accurate color palette and brushwork; structure fully preserved; no visible artifacts.,2,3,2,Weak stylistic match; structure blurred and distorted; noticeable smearing and loss of detail.
Early_Renaissance__pietro-perugino_giovanni-colombini__to__Impressionism,Early_Renaissance,Impressionism,SaMAM_2250,SaMAM_2250,SaMAM_2250,SaMAM_2250,4,3,4,3,Moderate impressionistic brushwork; structure mostly preserved but slightly softened; minor smudging in background.,5,5,5,Strong Impressionist texture with visible brushstrokes; excellent structural fidelity; clean edges and no artifacts.,2,3,2,Weak style transfer; structure blurred and distorted; noticeable haze and color bleeding artifacts.
Early_Renaissance__pietro-perugino_giovanni-colombini__to__Minimalism,Early_Renaissance,Minimalism,SaMAM_2250,SaMAM_2250,Seedream_repaired750,SaMAM_2250,4,3,5,3,Strong structural fidelity but retains too much original detail; lacks minimalism’s reduction and abstraction.,5,4,5,"Excellent minimalism: simplified forms, muted palette, clean edges; minor loss of fine facial detail but well-controlled.",2,2,2,Over-blurred and washed out; loses both structure and stylistic intent; artifacts from excessive smoothing.
Early_Renaissance__pietro-perugino_giovanni-colombini__to__Rococo,Early_Renaissance,Rococo,SaMAM_2250,SaMAM_2250,Seedream_repaired750,Seedream_repaired750,4,3,5,5,Preserves source structure perfectly but applies minimal Rococo styling; appears more like a color-corrected version than a stylistic transfer.,5,4,3,"Strongly captures Rococo’s ornate framing, soft lighting, and decorative elements; slight warping in figure proportions and background details.",2,3,2,Overly blurred and washed-out; loses both structural clarity and stylistic nuance; artifacts dominate the image.
Early_Renaissance__pietro-perugino_giovanni-colombini__to__Ukiyo_e,Early_Renaissance,Ukiyo_e,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,5,5,5,"Strong Ukiyo-e style with bold outlines, flat color planes, and stylized features; preserves source structure well; minimal artifacts.",4,4,4,Good Ukiyo-e influence but slightly less defined line work; structure mostly preserved; minor smudging in background.,3,3,3,"Faint, washed-out style; loses key Ukiyo-e traits; structure blurred; noticeable haze and loss of detail."
Early_Renaissance__pisanello_stork-1430__to__Early_Renaissance,Early_Renaissance,Early_Renaissance,SaMAM_2250,SaMAM_2250,Seedream_repaired750,SaMAM_2250,4,3,5,4,Preserves structure well but lacks Early Renaissance stylistic depth; minimal artifacts.,5,4,5,Strongest Early Renaissance style match with clean output and good structural fidelity.,2,3,3,"Weak style transfer, noticeable artifacts, and degraded structure; least effective overall."
Early_Renaissance__pisanello_stork-1430__to__Impressionism,Early_Renaissance,Impressionism,SaMAM_2250,SaMAM_2250,SaMAM_2250,SaMAM_2250,4,3,4,3,Moderate impressionistic brushwork; structure mostly preserved but slight softening; minor color bleeding near edges.,5,5,5,"Strong impressionist texture with visible brush strokes; bird anatomy and posture perfectly preserved; clean transitions, no artifacts.",2,3,2,Very faint impressionism; structure blurred and indistinct; significant loss of detail and smudging artifacts.
Early_Renaissance__pisanello_stork-1430__to__Minimalism,Early_Renaissance,Minimalism,SaMAM_2250,Seedream_repaired750,SaMAM_2250,SaMAM_2250,4,5,3,3,"Strong minimalism via flat color blocks and simplified forms, but leg structure is distorted and unnatural.",4,5,5,"Clean, muted tones and soft edges align with minimalism; preserves source anatomy well with no visible artifacts.",3,4,4,"Faint, washed-out style suggests minimalism but lacks definition; structure is preserved but overly blurred."
Early_Renaissance__pisanello_stork-1430__to__Rococo,Early_Renaissance,Rococo,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,4,5,5,5,Strong Rococo ornamentation with soft pastels and floral motifs; bird structure intact; minimal artifacts.,4,4,4,Moderate Rococo influence with subtle decorative elements; structure mostly preserved; slight texture noise.,2,3,3,Weak Rococo styling; overly blurred and faded; structural details lost; noticeable compression artifacts.
Early_Renaissance__pisanello_stork-1430__to__Ukiyo_e,Early_Renaissance,Ukiyo_e,SaMAM_2250,SaMAM_2250,Seedream_repaired750,SaMAM_2250,4,3,5,4,Good structural fidelity but muted Ukiyo-e color and line quality; slight washiness reduces stylistic punch.,5,4,5,"Strongest Ukiyo-e aesthetic with bold outlines, flat color blocks, and aged paper texture; minimal artifacts.",2,3,3,Overly desaturated and blurry; loses both structural detail and stylistic definition; appears faded rather than stylized.
Early_Renaissance__sandro-botticelli_trinity(1)__to__Early_Renaissance,Early_Renaissance,Early_Renaissance,SaMAM_2250,SaMAM_2250,SaMAM_2250,SaMAM_2250,4,3,4,3,Moderate Early Renaissance styling; structure mostly preserved but with soft blur; some color bleeding and loss of fine detail.,5,5,5,"Strong Early Renaissance style match; excellent structural fidelity; minimal artifacts, clean edges and consistent palette.",2,3,2,Weak style transfer; structure blurred and distorted; heavy artifacts including smearing and color washes.
Early_Renaissance__sandro-botticelli_trinity(1)__to__Impressionism,Early_Renaissance,Impressionism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,4,5,5,5,Strong Impressionist brushwork with visible strokes and color blending; structure of figures and composition well preserved; minimal artifacts.,4,4,4,Good Impressionist texture but slightly darker tone; structure mostly intact; minor smudging around edges.,3,2,2,Overly blurred and washed-out; significant loss of structural detail; heavy artifacts and low contrast.
Early_Renaissance__sandro-botticelli_trinity(1)__to__Minimalism,Early_Renaissance,Minimalism,Seedream_repaired750,Seedream_repaired750,SaMAM_2250,SaMAM_2250,4,5,4,3,Strong minimalism via flat colors and geometric simplification; retains key figures but loses fine detail; minor color bleeding at edges.,2,5,5,Preserves original structure and texture well; minimal stylistic shift toward minimalism; no visible artifacts.,3,2,2,"Over-blurred, loses structural clarity; partial minimalism via abstraction but introduces smearing artifacts."
Early_Renaissance__sandro-botticelli_trinity(1)__to__Rococo,Early_Renaissance,Rococo,SaMAM_2250,SaMAM_2250,SaMAM_2250,SaMAM_2250,4,3,4,3,"Moderate Rococo flair with soft curves and pastel tones, but lacks ornate detail; structure mostly preserved; minor smudging in background.",5,5,5,"Strong Rococo execution: gilded frames, flowing drapery, rich color palette; faithful to source composition; clean edges and no visible artifacts.",2,3,2,"Faint, washed-out appearance; minimal Rococo ornamentation; structural elements blurred; heavy noise and loss of detail."
Early_Renaissance__sandro-botticelli_trinity(1)__to__Ukiyo_e,Early_Renaissance,Ukiyo_e,SaMAM_2250,SaMAM_2250,SaMAM_2250,SaMAM_2250,4,3,4,3,Moderate Ukiyo-e influence with soft edges and muted tones; structure mostly preserved but some color bleeding and loss of detail in figures.,5,5,5,"Strong Ukiyo_e style with bold outlines, flat color planes, and stylized forms; excellent preservation of original composition and minimal artifacts.",2,3,2,"Very faint Ukiyo_e influence; heavy blur and wash-like effect obscures structure and introduces significant artifacts, losing key details."
Impressionism__alfred-sisley_riverbank-at-veneux-1881__to__Early_Renaissance,Impressionism,Early_Renaissance,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,4,5,5,5,"Strong Early Renaissance palette and composition; clean edges, no smearing or distortion.",4,4,4,Good color and mood match; slight softening of tree trunks and minor haloing near waterline.,2,2,2,"Heavy texture and blotchy artifacts; structure blurred, style cues weak and inconsistent."
Impressionism__alfred-sisley_riverbank-at-veneux-1881__to__Impressionism,Impressionism,Impressionism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,4,5,5,5,Strong Impressionist brushwork with visible strokes and color blending; preserves source structure well; minimal artifacts.,4,4,4,Good Impressionist feel but slightly less refined brushwork; structure mostly preserved; minor smudging in sky.,3,3,2,Weak Impressionist execution; structure blurred; heavy noise and over-smoothing artifacts degrade quality.
Impressionism__alfred-sisley_riverbank-at-veneux-1881__to__Minimalism,Impressionism,Minimalism,SaMAM_2250,SaMAM_2250,Seedream_repaired750,SaMAM_2250,4,2,5,3,Highly geometric and stylized; loses naturalism but preserves structure well. Over-simplified shapes reduce minimalism fidelity.,5,4,5,"Best balance: retains source structure while applying clean, muted tones and soft edges consistent with minimalism. No visible artifacts.",3,2,4,Over-blurred and washed out; structure is lost. Style is abstract but not clearly minimalist — more like watercolor bleed.
Impressionism__alfred-sisley_riverbank-at-veneux-1881__to__Rococo,Impressionism,Rococo,SaMAM_2250,SaMAM_2250,Seedream_repaired750,SaMAM_2250,4,3,5,3,Strong structural fidelity but weak Rococo styling; ornamental frame is stylized but not authentically Rococo.,5,4,5,"Best Rococo aesthetic with soft pastel tones, delicate brushwork, and elegant framing; minor structure loss in tree details.",2,2,2,"Overly abstracted, heavy texture, and poor structural retention; lacks coherent Rococo characteristics."
Impressionism__alfred-sisley_riverbank-at-veneux-1881__to__Ukiyo_e,Impressionism,Ukiyo_e,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,4,5,5,5,"Strong Ukiyo-e stylization with bold outlines, flat color blocks, and decorative elements; preserves source structure well; minimal artifacts.",3,4,4,Moderate Ukiyo-e influence but retains more photographic realism; structure mostly preserved; slight color bleeding and edge softness.,2,3,2,Very weak Ukiyo-e style; heavy blur and loss of detail; structure significantly degraded; noticeable smearing and noise artifacts.
Impressionism__alfred-sisley_the-banks-of-the-oise-1878__to__Early_Renaissance,Impressionism,Early_Renaissance,SaMAM_2250,SaMAM_2250,Seedream_repaired750,Seedream_repaired750,4,3,5,5,Preserves source structure well with minimal artifacts; style is muted and lacks strong Early Renaissance characteristics.,5,4,3,"Strongest Early Renaissance stylistic traits (glazing, chiaroscuro, compositional balance); slight structural distortion and minor artifacts present.",2,3,2,"Very faded, low-contrast output; loses both structural clarity and stylistic definition; heavy artifacting and loss of detail."
Impressionism__alfred-sisley_the-banks-of-the-oise-1878__to__Impressionism,Impressionism,Impressionism,Seedream_repaired750,Seedream_repaired750,SaMAM_2250,Seedream_repaired750,4,5,4,5,Strong Impressionist brushwork and color harmony; minor structural softening but no artifacts.,4,5,4,Good structural fidelity with moderate Impressionist texture; slight color banding near water.,3,3,3,"Overly washed-out, low contrast; weak brushstroke definition and visible smoothing artifacts."
Impressionism__alfred-sisley_the-banks-of-the-oise-1878__to__Minimalism,Impressionism,Minimalism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,4,5,5,5,"Strong minimalism with clean geometry, flat color blocks, and simplified forms; preserves source layout and key elements without distortion or noise.",3,4,4,"Retains structure but applies a muted, painterly filter rather than true minimalism; slight texture artifacts reduce stylistic purity.",2,3,3,Overly blurred and washed-out; loses structural clarity and minimal aesthetic intent; high artifact presence from excessive smoothing.
Impressionism__alfred-sisley_the-banks-of-the-oise-1878__to__Rococo,Impressionism,Rococo,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,4,5,5,5,Strong Rococo softness and pastel tones; landscape structure well preserved; minimal artifacts.,3,4,4,Moderate Rococo feel with some warmth; structure mostly intact; slight color bleeding.,2,3,3,Weak Rococo influence; structure blurred; noticeable haze and edge artifacts.
Impressionism__alfred-sisley_the-banks-of-the-oise-1878__to__Ukiyo_e,Impressionism,Ukiyo_e,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,4,5,5,5,"Strong Ukiyo-e aesthetic with clean lines, stylized clouds, and balanced color harmony; preserves source structure well with minimal artifacts.",4,4,3,Good Ukiyo-e influence but slightly over-saturated colors and minor edge artifacts near water and trees; structure mostly preserved.,3,3,2,Weak Ukiyo-e characteristics; overly blurred and washed-out appearance; significant loss of structural detail and visible compression artifacts.
Impressionism__antoine-blanchard_place-de-la-madeleine-hiver__to__Early_Renaissance,Impressionism,Early_Renaissance,SaMAM_2250,SaMAM_2250,Seedream_repaired750,Seedream_repaired750,4,3,5,5,"Preserves source structure well with minimal artifacts, but style transfer is subtle and lacks strong Early Renaissance characteristics.",5,4,4,Strongest Early Renaissance style application with visible brushwork and color palette; minor structural softening but overall coherent.,4,3,3,Moderate style transfer with noticeable blurring and loss of fine detail; structure is less preserved than C or D.
Impressionism__antoine-blanchard_place-de-la-madeleine-hiver__to__Impressionism,Impressionism,Impressionism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,4,5,5,5,Strong Impressionist brushwork with clear structural fidelity and minimal artifacts.,4,4,4,Good style transfer but slightly less refined brush texture and minor structural softening.,3,3,3,Overly blurred and washed-out; loses detail and Impressionist character.
Impressionism__antoine-blanchard_place-de-la-madeleine-hiver__to__Minimalism,Impressionism,Minimalism,SaMAM_2250,SaMAM_2250,Seedream_repaired750,SaMAM_2250,4,2,5,3,Preserves source structure well but fails to apply minimalism; retains too much detail and color.,5,4,5,Strongly applies minimalism with muted tones and simplified forms; clean output with minimal artifacts.,4,3,4,Applies minimalism via heavy blur and desaturation; loses structural clarity but avoids harsh artifacts.
Impressionism__antoine-blanchard_place-de-la-madeleine-hiver__to__Rococo,Impressionism,Rococo,Seedream_repaired750,Seedream_repaired750,SaMAM_2250,SaMAM_2250,4,5,3,3,"Strong Rococo elements (pastel palette, ornate frame, soft lighting) but structure is blurred and details lost.",3,5,5,"Excellent structural fidelity and clean output, but style transfer is subtle and lacks explicit Rococo motifs.",2,2,2,Overly abstracted; heavy blur and loss of both structure and recognizable style features.
Impressionism__antoine-blanchard_place-de-la-madeleine-hiver__to__Ukiyo_e,Impressionism,Ukiyo_e,Seedream_repaired750,Seedream_repaired750,SaMAM_2250,SaMAM_2250,4,5,3,3,Strong Ukiyo-e aesthetic with flat color blocks and stylized forms; some structural blur and smudging in snow/figures.,4,5,5,Excellent preservation of original composition and sharpness; moderate Ukiyo-e stylization with subtle line work and muted tones.,2,4,4,"Very soft, painterly effect with minimal Ukiyo-e traits; structure mostly intact but lacks defining stylistic markers."
Impressionism__armand-guillaumin_valley-in-pontgibaud-1890__to__Early_Renaissance,Impressionism,Early_Renaissance,SaMAM_2250,SaMAM_2250,Seedream_repaired750,Seedream_repaired750,4,2,5,5,Preserves source structure perfectly but lacks Renaissance stylistic features; appears as a muted naturalistic painting.,5,3,3,Strong Early Renaissance style with atmospheric perspective and color palette; slight structural distortion in trees and path.,3,2,2,Shows some Renaissance tonal qualities but suffers from heavy blurring and loss of detail; structure is significantly degraded.
Impressionism__armand-guillaumin_valley-in-pontgibaud-1890__to__Impressionism,Impressionism,Impressionism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,4,5,5,5,Strong Impressionist brushwork with clear structural fidelity and minimal artifacts.,4,4,4,Good style transfer but slightly less refined brushstrokes and minor structural softening.,3,3,3,"Overly blurred, loses detail and texture; weak Impressionist character and high artifact presence."
Impressionism__armand-guillaumin_valley-in-pontgibaud-1890__to__Minimalism,Impressionism,Minimalism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,5,5,5,"Strong minimalism with clean geometry, flat color blocks, and simplified forms; preserves source structure well; no visible artifacts.",3,4,4,Retains some painterly texture and muted tones; structure mostly preserved but lacks crisp minimalism; minor smudging artifacts.,2,3,3,Overly blurred and washed-out; loses structural clarity; heavy atmospheric haze introduces artifacts and weakens style definition.
Impressionism__armand-guillaumin_valley-in-pontgibaud-1890__to__Rococo,Impressionism,Rococo,Seedream_repaired750,Seedream_repaired750,SaMAM_2250,Seedream_repaired750,4,5,3,5,Strong Rococo pastel tones and ornamental framing; minor structural softening but clean output.,3,5,4,Best preserves original composition and edges; style is muted and less Rococo-specific.,2,3,3,Heavy blur and vignette obscure structure; style cues are weak and inconsistent.
Impressionism__armand-guillaumin_valley-in-pontgibaud-1890__to__Ukiyo_e,Impressionism,Ukiyo_e,SaMAM_2250,SaMAM_2250,Seedream_repaired750,Seedream_repaired750,4,3,5,5,"Preserves source structure well with minimal artifacts, but Ukiyo-e stylization is subtle and lacks strong woodblock texture or linearity.",5,4,3,"Strongest Ukiyo-e characteristics: bold outlines, flat color planes, and stylized forms; slight loss of fine structural detail and minor smudging.",2,3,4,"Very soft, painterly effect with weak Ukiyo-e traits; structure is blurred and lacks definition, though artifacts are minimal."
Impressionism__augustus-john_proven-al-landscape__to__Early_Renaissance,Impressionism,Early_Renaissance,SaMAM_2250,SaMAM_2250,Seedream_repaired750,Seedream_repaired750,4,3,5,5,"Preserves source structure well but applies a muted, generic painterly style rather than distinct Early Renaissance characteristics.",5,4,4,"Strongly captures the Early Renaissance palette and atmospheric perspective, though with slight softening of fine details.",2,3,2,"Shows heavy over-smoothing and color bleeding, resulting in a washed-out appearance that obscures both style and structure."
Impressionism__augustus-john_proven-al-landscape__to__Impressionism,Impressionism,Impressionism,SaMAM_2250,SaMAM_2250,Seedream_repaired750,Seedream_repaired750,4,3,5,5,"Preserves structure well with minimal artifacts, but style is muted and lacks strong Impressionist brushwork.",5,4,4,Strongest Impressionist style with visible brushstrokes and color blending; slight softening of edges but overall coherent.,2,3,3,"Overly blurred and washed-out; loses both stylistic detail and structural clarity, appearing smudged."
Impressionism__augustus-john_proven-al-landscape__to__Minimalism,Impressionism,Minimalism,SaMAM_2250,SaMAM_2250,Seedream_repaired750,SaMAM_2250,4,2,5,3,High structure retention but fails minimalism; introduces bold geometric shapes and saturated colors not in target style.,5,4,5,"Best matches minimalism with muted tones, simplified forms, and clean composition; preserves landscape structure well with no artifacts.",3,2,4,"Overly blurred and washed out; loses structural detail and introduces haze artifacts, though color palette is somewhat minimal."
Impressionism__augustus-john_proven-al-landscape__to__Ukiyo_e,Impressionism,Ukiyo_e,SaMAM_2250,SaMAM_2250,Seedream_repaired750,SaMAM_2250,4,3,5,4,Strong structural fidelity but muted Ukiyo-e stylization; lacks bold outlines and flat color blocks.,5,4,5,"Best Ukiyo_e emulation with clear line work, stylized trees, and atmospheric washes; minor structure softening.",2,3,3,"Overly washed-out, low contrast; loses both structural detail and stylistic definition of Ukiyo_e."
Impressionism__camille-pissarro_the-gardener-afternoon-sun-eragny-1899__to__Early_Renaissance,Impressionism,Early_Renaissance,SaMAM_2250,SaMAM_2250,Seedream_repaired750,Seedream_repaired750,4,3,5,5,Preserves source structure well; minimal artifacts; style is muted and lacks strong Early Renaissance traits.,5,4,4,"Strongest Early Renaissance stylistic cues (tonal modeling, compositional balance); slight softening of edges but overall coherent.",2,3,2,Heavy blur and vignette obscure structure; artifacts reduce clarity; style signal is weak and indistinct.
Impressionism__camille-pissarro_the-gardener-afternoon-sun-eragny-1899__to__Impressionism,Impressionism,Impressionism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,4,5,5,5,Strong Impressionist brushwork and color palette; figure and landscape structure well preserved; minimal artifacts.,4,4,4,Good style transfer with visible brushstrokes; slight over-saturation and minor structural softening; few artifacts.,3,2,3,Heavy blur and haze obscure structure; weak Impressionist texture; noticeable smearing artifacts.
Impressionism__camille-pissarro_the-gardener-afternoon-sun-eragny-1899__to__Minimalism,Impressionism,Minimalism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,5,5,5,"Clean geometric shapes, flat color blocks, and simplified forms strongly reflect minimalism while preserving source structure and avoiding artifacts.",3,4,4,Moderate stylization with some abstraction; retains structure but lacks crisp minimalism and shows slight texture noise.,2,2,2,"Overly blurred and washed-out; loses structural detail and minimal clarity, introducing significant artifacts."
Impressionism__camille-pissarro_the-gardener-afternoon-sun-eragny-1899__to__Rococo,Impressionism,Rococo,Seedream_repaired750,Seedream_repaired750,SaMAM_2250,SaMAM_2250,4,5,3,3,Strong Rococo ornamental frame and soft pastel palette; structure slightly warped by decorative border; minor edge artifacts.,2,5,5,Excellent structural fidelity and clean rendering; minimal style transfer—lacks Rococo ornamentation and color treatment.,3,2,2,Hints of Rococo haze and warm tones but heavy blur and vignette obscure structure; noticeable compression and halo artifacts.
Impressionism__camille-pissarro_the-gardener-afternoon-sun-eragny-1899__to__Ukiyo_e,Impressionism,Ukiyo_e,SaMAM_2250,SaMAM_2250,Seedream_repaired750,Seedream_repaired750,4,3,5,5,"Preserves source structure well with minimal artifacts, but Ukiyo-e style is weakly applied — mostly retains original painting aesthetic.",5,4,4,"Strongest Ukiyo-e stylization: bold outlines, flat color blocks, and compositional framing mimic target B. Slight structural distortion in figure pose and background elements.",2,3,3,Overly blurred and washed-out; loses both structural clarity and stylistic definition. Minimal Ukiyo-e characteristics visible.
Impressionism__childe-hassam_evening-champs-elysees-aka-pres-du-louvre__to__Early_Renaissance,Impressionism,Early_Renaissance,SaMAM_2250,SaMAM_2250,Seedream_repaired750,Seedream_repaired750,4,3,5,5,Preserves source structure perfectly but applies minimal Early Renaissance stylistic transformation; appears closest to original.,5,4,4,"Strongest Early Renaissance style transfer with appropriate color palette, brushwork texture, and atmospheric depth; slight softening of edges.",4,3,3,Imitates Renaissance mood and haze but introduces noticeable blur and loss of fine detail; structure is somewhat degraded.
Impressionism__childe-hassam_evening-champs-elysees-aka-pres-du-louvre__to__Impressionism,Impressionism,Impressionism,SaMAM_2250,SaMAM_2250,Seedream_repaired750,SaMAM_2250,4,3,5,3,Good structure retention but lacks strong Impressionist brushwork; some color bleeding and soft edges reduce style fidelity.,5,4,5,Strong Impressionist texture and palette; minor structural softening but excellent artifact control and stylistic coherence.,2,3,2,Overly blurred and hazy; loses both structural detail and stylistic intent; heavy artifacts obscure content.
Impressionism__childe-hassam_evening-champs-elysees-aka-pres-du-louvre__to__Minimalism,Impressionism,Minimalism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,4,5,5,5,"Strong minimalism via flat color blocks, simplified forms, and reduced detail while preserving scene structure and人物 posture.",3,4,4,Moderate stylization with some color shifts and edge softening; retains structure but lacks clean minimalism.,2,2,2,"Over-blurred, loses structural integrity and stylistic intent; appears as noise or over-smoothing rather than intentional minimalism."
Impressionism__childe-hassam_evening-champs-elysees-aka-pres-du-louvre__to__Rococo,Impressionism,Rococo,SaMAM_2250,Seedream_repaired750,SaMAM_2250,SaMAM_2250,4,5,3,2,"Strong Rococo framing and ornamental arch, but heavy distortion and loss of structural fidelity.",4,5,5,Balanced Rococo influence with excellent preservation of original composition and minimal artifacts.,2,3,1,Very weak style transfer; excessive blur and smearing obscure both style and structure.
Impressionism__childe-hassam_evening-champs-elysees-aka-pres-du-louvre__to__Ukiyo_e,Impressionism,Ukiyo_e,SaMAM_2250,SaMAM_2250,Seedream_repaired750,Seedream_repaired750,4,3,5,5,Preserves structure well but lacks strong Ukiyo-e stylistic markers; clean output with minimal artifacts.,5,4,4,Strongest Ukiyo-e style transfer with visible brushwork and color palette; slight softening of edges but retains key structural elements.,2,3,3,"Weakest style adherence; overly blurred and hazy, losing both detail and stylistic fidelity; moderate artifacts from diffusion."
Impressionism__childe-hassam_september-moonrise__to__Early_Renaissance,Impressionism,Early_Renaissance,SaMAM_2250,SaMAM_2250,Seedream_repaired750,Seedream_repaired750,4,2,5,5,Preserves source structure perfectly but lacks Renaissance stylistic elements; clean output with no artifacts.,5,3,3,Strong Early Renaissance style with architectural and figure motifs; some structural distortion and minor artifacts.,3,4,4,Moderate stylistic influence with good structure; slight graininess and softness reduce clarity.
Impressionism__childe-hassam_september-moonrise__to__Impressionism,Impressionism,Impressionism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,4,5,5,5,Strong Impressionist brushwork and color blending; preserves source structure well; minimal artifacts.,4,4,4,Good style transfer with slight over-smoothing; structure mostly preserved; minor haloing near edges.,3,3,3,Weaker Impressionist feel; structure blurred; noticeable smudging and loss of detail.
Impressionism__childe-hassam_september-moonrise__to__Minimalism,Impressionism,Minimalism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,4,5,5,5,"Exemplifies minimalism with flat color blocks, simplified geometry, and clean composition while preserving source structure and avoiding artifacts.",3,4,4,Retains some minimalism through muted tones and simplified forms but lacks bold geometric abstraction; minor texture artifacts present.,2,3,3,Overly blurred and washed-out; loses structural clarity and minimalism intent; significant softening artifacts degrade quality.
Impressionism__childe-hassam_september-moonrise__to__Rococo,Impressionism,Rococo,SaMAM_2250,Seedream_repaired750,SaMAM_2250,SaMAM_2250,4,5,2,3,"Strong Rococo frame and ornamental style, but heavily distorts source structure with decorative border overlay.",4,5,5,"Best balance: preserves landscape structure well, applies subtle Rococo-like texture and color without major artifacts.",3,4,4,Moderate style transfer with some dark vignetting artifact; structure mostly preserved but less refined than D.
Impressionism__childe-hassam_september-moonrise__to__Ukiyo_e,Impressionism,Ukiyo_e,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,4,5,5,5,"Strong Ukiyo-e aesthetic with clean lines, flat color planes, and compositional fidelity to source; minimal artifacts.",4,4,3,Good stylistic match but introduces texture noise and slight structural distortion in foreground elements.,3,3,2,Weak Ukiyo-e traits; heavy blur and loss of detail degrade both structure and style fidelity.
Impressionism__claude-monet_bordighera-the-house-of-gardener__to__Early_Renaissance,Impressionism,Early_Renaissance,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,4,5,5,5,Strong Early Renaissance style transfer with clear architectural and figural elements preserved; minimal artifacts.,4,4,4,Good stylistic match but slightly less structural fidelity than C; minor texture artifacts in foliage.,3,3,3,Weakest style adherence; heavy blur and loss of detail reduce both structure and artifact control.
Impressionism__claude-monet_bordighera-the-house-of-gardener__to__Impressionism,Impressionism,Impressionism,Seedream_repaired750,Seedream_repaired750,SaMAM_2250,Seedream_repaired750,4,5,4,5,Strong Impressionist brushwork and color palette; retains source structure well with minimal artifacts.,4,5,4,Excellent structural fidelity; style is present but slightly muted; minor smudging in foliage.,3,3,2,Overly hazy and washed-out; loses detail and introduces significant blur artifacts; weak style transfer.
Impressionism__claude-monet_bordighera-the-house-of-gardener__to__Minimalism,Impressionism,Minimalism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,5,5,5,Clean geometric abstraction with strong minimalism; preserves source structure and avoids artifacts.,3,4,4,Retains some texture and detail; less stylized than C but still coherent.,2,3,3,Overly blurred and washed out; loses structural clarity and stylistic intent.
